,lyric,youtube,melon,bugs,genie,total
안질리다,0,1,0,2,2,5.0
길터,0,0,0,0,1,1.0
주말,0,0,0,0,1,1.0
판이,0,0,0,1,0,1.0
랜덤,0,0,0,1,0,1.0
허전하다,0,0,0,1,1,2.0
어찌,0,0,0,0,1,1.0
가로수길,0,1,0,0,0,1.0
북,0,0,0,0,2,2.0
캬,0,0,0,0,3,3.0
다르다,0,1,0,0,1,2.0
요즘,0,0,0,1,6,7.0
민족,0,0,0,0,1,1.0
쿨,0,0,0,0,1,1.0
감동,0,0,0,0,1,1.0
덜,0,0,0,0,1,1.0
내리다,0,0,0,0,1,1.0
민요,0,0,0,0,21,21.0
정상,0,1,0,0,0,1.0
아이스크림,0,0,0,0,1,1.0
저장,0,0,0,0,1,1.0
삼총사,0,0,0,0,1,1.0
수저,0,0,0,0,3,3.0
질,0,0,0,0,2,2.0
벌다,0,0,0,2,3,5.0
눈앞,0,0,0,0,1,1.0
야구,0,1,0,0,0,1.0
느껴지다,0,0,0,0,4,4.0
급상승,0,0,0,0,1,1.0
예,0,0,0,2,1,3.0
뜻,0,1,0,0,1,2.0
대학,0,1,0,1,1,3.0
끝,0,1,0,0,1,2.0
대학생,0,0,0,0,2,2.0
가요,6,0,0,0,3,9.0
탓,6,0,0,2,0,8.0
어도,0,0,0,1,5,6.0
누르다,0,0,0,0,3,3.0
신랑,0,0,0,0,1,1.0
목록,0,0,0,0,5,5.0
생일,0,0,0,0,1,1.0
다지,0,0,0,1,0,1.0
덕봄더,0,0,0,0,1,1.0
굉장하다,0,0,0,1,0,1.0
신선하다,0,0,0,0,1,1.0
수,9,0,0,1,12,22.0
기적,0,1,0,0,0,1.0
해군,0,0,0,0,1,1.0
거지같다,0,0,0,0,1,1.0
곳,0,0,0,0,1,1.0
신곡,0,0,0,0,1,1.0
대학교,0,0,0,0,1,1.0
아예,0,0,0,0,2,2.0
뜻밖,0,0,0,0,1,1.0
주제,0,0,0,0,1,1.0
들어오다,0,0,0,0,2,2.0
반드시,0,0,0,0,1,1.0
이다,0,3,0,6,23,32.0
레기,0,0,0,1,0,1.0
위져,0,0,0,0,1,1.0
만듭시,0,0,0,0,1,1.0
강산에,0,0,0,0,1,1.0
이쁘다,0,0,0,0,3,3.0
우려,0,0,0,0,2,2.0
핑계,0,1,0,0,0,1.0
돼다,0,0,0,2,15,17.0
처음,0,2,0,0,7,9.0
가시다,0,0,0,0,1,1.0
기간,0,0,0,0,3,3.0
나타나다,0,0,0,0,4,4.0
명,0,0,0,0,6,6.0
잘만,0,0,0,0,2,2.0
한여름,0,0,0,0,1,1.0
배,0,0,0,0,1,1.0
원하다,0,1,0,0,0,1.0
석촌호수,0,0,0,0,1,1.0
너무죻,0,0,0,0,1,1.0
그날,0,0,0,2,0,2.0
큿,0,0,0,0,1,1.0
대박,0,0,0,0,4,4.0
체어,0,0,0,0,1,1.0
습,0,1,0,0,0,1.0
봄날,0,0,0,1,6,7.0
스스로,0,0,0,1,0,1.0
첫,0,0,0,2,3,5.0
부,0,1,0,0,1,2.0
데,0,0,0,0,4,4.0
걱정,0,1,0,0,1,2.0
기타,0,1,0,0,0,1.0
대학가,0,0,0,0,1,1.0
담다,0,0,0,0,3,3.0
뮤비,0,3,0,0,1,4.0
룸카페,0,0,0,0,1,1.0
빠지다,0,0,0,1,1,2.0
랏,0,0,0,0,2,2.0
술사,0,0,0,1,0,1.0
가수,0,0,0,0,1,1.0
분,0,1,0,2,6,9.0
척,0,0,0,0,1,1.0
야하다,0,0,0,1,2,3.0
솔로,0,0,0,0,1,1.0
억원,0,0,0,1,0,1.0
힘내다,0,0,0,0,1,1.0
축제,0,1,0,1,7,9.0
몽골,0,0,0,0,2,2.0
자네,0,0,0,0,1,1.0
기저귀,0,0,0,0,1,1.0
사스,0,0,0,1,2,3.0
전체,0,0,0,0,2,2.0
뮤직비디오,0,0,0,0,2,2.0
네,0,0,0,1,0,1.0
흘러가다,0,0,0,0,1,1.0
쭉,0,0,0,0,3,3.0
나다,6,1,0,3,9,19.0
차례,0,0,0,0,1,1.0
덜덜,0,0,0,0,2,2.0
재밌다,0,0,0,0,1,1.0
군번,0,0,0,0,1,1.0
전지현,0,0,0,0,1,1.0
손,6,0,0,1,2,9.0
지겹다,0,0,0,3,8,11.0
델타,0,2,0,0,0,2.0
귀신,0,0,0,0,3,3.0
적,0,2,0,0,1,3.0
아프다,0,0,0,0,1,1.0
해도,0,0,0,0,2,2.0
센스,0,0,0,0,2,2.0
위도,0,0,0,0,1,1.0
고향,0,0,0,0,1,1.0
청주,0,0,0,1,0,1.0
복학,0,0,0,0,1,1.0
새기다,0,0,0,0,1,1.0
부담,0,0,0,1,0,1.0
재,0,0,0,0,2,2.0
배댓,0,0,0,0,1,1.0
겨울방학,0,1,0,0,0,1.0
잉조으,0,0,0,0,1,1.0
한번,0,0,0,0,2,2.0
법도,0,0,0,1,1,2.0
춥다,0,0,0,0,1,1.0
로구나,0,0,0,0,1,1.0
요,0,0,0,0,3,3.0
폭풍,0,0,0,0,2,2.0
좀,0,0,0,3,11,14.0
커밍,0,0,0,1,0,1.0
책임지다,0,0,0,0,2,2.0
거래처,0,0,0,0,1,1.0
고맙다,0,0,0,1,2,3.0
늘,0,0,0,0,3,3.0
해치,0,0,0,0,1,1.0
발,0,0,0,0,1,1.0
남자,0,0,0,0,1,1.0
가다,0,3,0,2,17,22.0
점점,0,0,0,1,7,8.0
알려지다,0,0,0,0,1,1.0
연도,0,0,0,0,1,1.0
얘드,0,0,0,0,1,1.0
멸망하다,0,0,0,0,1,1.0
쓰다,0,1,0,0,3,4.0
다음주,0,0,0,0,3,3.0
해년,0,0,0,0,1,1.0
길가,0,0,0,0,1,1.0
신흥,0,0,0,0,1,1.0
꽃피,0,0,0,0,1,1.0
흐르다,0,0,0,0,1,1.0
기어,0,0,0,2,3,5.0
아스날,0,0,0,0,1,1.0
여운,0,0,0,0,1,1.0
빠르다,0,1,0,0,1,2.0
예수,0,0,0,0,1,1.0
앨범,0,0,0,0,3,3.0
자꾸,6,0,0,2,0,8.0
캐럴,0,0,0,0,3,3.0
옴,0,0,0,0,5,5.0
고통스럽다,0,0,0,0,1,1.0
셋,0,0,0,0,1,1.0
듣기,0,0,0,2,6,8.0
사월,0,0,0,0,1,1.0
호구,0,0,0,0,1,1.0
입금,0,0,0,0,3,3.0
찍,0,1,0,0,0,1.0
나르다,0,0,0,0,2,2.0
괜스레,0,0,0,0,1,1.0
합류,0,0,0,0,1,1.0
오,3,0,0,2,1,6.0
려,0,0,0,1,0,1.0
길거리,0,0,0,0,2,2.0
축하,0,0,0,1,2,3.0
자신,0,0,0,0,2,2.0
이세,0,0,0,0,1,1.0
역,0,0,0,0,1,1.0
그게,0,1,0,0,0,1.0
횟수,0,1,0,0,0,1.0
가온,0,0,0,0,1,1.0
왓습,0,0,0,0,2,2.0
현실,0,1,0,0,0,1.0
비,0,0,0,0,1,1.0
불사신,0,0,0,1,0,1.0
보고오다,0,0,0,0,1,1.0
빛,0,0,0,0,2,2.0
별,0,0,0,0,1,1.0
케롤,0,0,0,0,2,2.0
내년,0,1,0,2,19,22.0
자락,0,1,0,0,0,1.0
송,0,0,0,0,3,3.0
오빠,0,0,0,0,1,1.0
훈련병,0,0,0,0,1,1.0
시키다,0,0,0,0,1,1.0
유명하다,0,1,0,0,0,1.0
외국,0,1,0,0,0,1.0
이면,0,0,0,0,2,2.0
괜츈,0,0,0,0,1,1.0
또또,0,0,0,1,0,1.0
자체,0,0,0,0,2,2.0
한국,0,3,0,1,3,7.0
멍,0,1,0,0,0,1.0
이상,0,0,0,1,3,4.0
째다,0,0,0,0,2,2.0
구합,0,0,0,0,1,1.0
눕다,0,0,0,0,1,1.0
엄마,0,0,0,0,4,4.0
대해,0,0,0,0,1,1.0
춘추,0,0,0,0,1,1.0
몽글몽글하다,0,0,0,0,2,2.0
면,0,0,0,2,7,9.0
대대,0,0,0,0,1,1.0
동안,0,0,0,0,1,1.0
벅스,0,0,0,1,0,1.0
떨어지다,0,0,0,1,1,2.0
댓,0,0,0,1,0,1.0
스치다,0,0,0,0,1,1.0
개인,0,0,0,0,1,1.0
가세,0,0,0,0,1,1.0
운동장,0,0,0,0,1,1.0
머리,0,0,0,1,1,2.0
설명,0,1,0,0,2,3.0
군항제,0,0,0,0,2,2.0
찾아오다,0,0,0,0,8,8.0
놀이,0,0,0,0,1,1.0
클래식,0,0,0,0,1,1.0
년,0,1,0,2,9,12.0
닮다,0,0,0,0,2,2.0
가득하다,0,0,0,0,1,1.0
햐,0,0,0,0,1,1.0
그대,45,0,0,8,17,70.0
놈,0,0,0,0,3,3.0
안,0,0,0,2,10,12.0
배우다,0,0,0,0,1,1.0
누님,0,0,0,0,1,1.0
자도,0,0,0,0,1,1.0
설리,0,0,0,0,2,2.0
그닥,0,0,0,0,2,2.0
옆,0,0,0,0,2,2.0
수준,0,0,0,0,3,3.0
백신,0,1,0,0,0,1.0
만날,0,0,0,0,1,1.0
건가,0,1,0,0,1,2.0
노랗다,0,0,0,2,10,12.0
여자,0,0,0,1,3,4.0
훗날,0,0,0,0,2,2.0
가시,0,0,0,0,1,1.0
모르다,9,6,0,3,7,25.0
구함,0,0,0,0,1,1.0
벌리다,0,0,0,1,0,1.0
거의,0,0,0,0,3,3.0
오늘,3,0,0,2,14,19.0
습관,0,0,0,0,1,1.0
웃기,0,0,0,0,4,4.0
실버,0,0,0,0,2,2.0
봄바람,18,0,0,4,6,28.0
맞이,0,0,0,1,3,4.0
가슴,0,0,0,2,3,5.0
겁니다,0,0,0,0,1,1.0
얘,0,0,0,1,1,2.0
수입,0,0,0,0,1,1.0
이드,0,0,0,1,0,1.0
청취,0,0,0,0,1,1.0
피기,0,0,0,0,3,3.0
만나다,0,0,0,0,4,4.0
최소,0,0,0,0,1,1.0
이유,0,0,0,0,1,1.0
서울,0,0,0,0,1,1.0
풀다,0,0,0,1,0,1.0
얼른,0,0,0,1,0,1.0
의사,0,0,0,0,1,1.0
고,0,1,0,0,1,2.0
싸움,0,0,0,0,1,1.0
느끼다,0,2,0,2,9,13.0
진정하다,0,0,0,1,2,3.0
장님,0,0,0,0,1,1.0
틀,0,0,0,0,1,1.0
최적화,0,0,0,0,1,1.0
굳이,0,0,0,0,1,1.0
등장,0,0,0,0,5,5.0
벛꽃엔딩,0,0,0,0,1,1.0
어떻다,0,0,0,1,5,6.0
꽃길,0,0,0,0,1,1.0
판테온,0,0,0,0,2,2.0
안해,0,0,0,0,1,1.0
멸망,0,0,0,1,1,2.0
지갑,0,1,0,0,0,1.0
안타,0,0,0,0,1,1.0
병신,0,0,0,0,1,1.0
헐퀴,0,0,0,1,0,1.0
막상,0,0,0,1,0,1.0
자기,0,0,0,0,2,2.0
후,0,0,0,0,5,5.0
바로,0,0,0,1,4,5.0
무심하다,0,1,0,0,0,1.0
치트,0,0,0,0,1,1.0
존,0,0,0,1,0,1.0
다운,0,0,0,0,1,1.0
어서,0,0,0,0,3,3.0
넣다,0,0,0,0,2,2.0
인트,0,0,0,1,0,1.0
금타,0,0,0,0,2,2.0
아무,0,0,0,0,3,3.0
기운,0,0,0,0,1,1.0
신기,0,0,0,0,1,1.0
장봄준,0,0,0,1,1,2.0
봄스커봄스커,0,0,0,0,1,1.0
이중성,0,0,0,0,1,1.0
미리,0,1,0,0,5,6.0
떨리다,3,0,0,0,0,3.0
어마어마하다,0,0,0,0,1,1.0
반복,0,0,0,0,2,2.0
하모니카,0,0,0,0,1,1.0
단호박,0,0,0,0,1,1.0
다짐,0,0,0,0,2,2.0
유일하다,0,1,0,1,0,2.0
정도,0,0,0,6,12,18.0
벜벜,0,0,0,0,1,1.0
그렇다,0,1,0,2,10,13.0
다리다,0,0,0,0,1,1.0
여기,0,1,0,0,3,4.0
캠퍼스,0,0,0,0,2,2.0
쥐,0,0,0,0,1,1.0
애오,0,0,0,0,1,1.0
대신,0,0,0,0,1,1.0
입춘,0,0,0,0,1,1.0
열등감,0,0,0,0,1,1.0
순위,0,0,0,1,17,18.0
마침,3,0,0,0,0,3.0
다음,0,0,0,0,4,4.0
연금술사,0,0,0,0,2,2.0
첫사랑,0,0,0,0,1,1.0
기다리다,0,0,0,0,2,2.0
형,0,0,0,0,2,2.0
그것,0,0,0,0,1,1.0
애,0,0,0,0,2,2.0
새,0,0,0,0,1,1.0
교,0,0,0,0,1,1.0
년금,0,1,0,0,0,1.0
타다,0,0,0,0,6,6.0
우리엄마,0,0,0,1,0,1.0
준,0,0,0,0,1,1.0
예상,0,0,0,0,2,2.0
방탄,0,1,0,0,1,2.0
말다,0,0,0,1,1,2.0
베스트,0,0,0,0,1,1.0
짜릿하다,0,0,0,0,1,1.0
학년,0,0,0,0,1,1.0
빌런,0,0,0,0,1,1.0
영상,0,1,0,0,0,1.0
습격,0,0,0,0,1,1.0
도해,0,0,0,0,1,1.0
라면,0,0,0,0,2,2.0
이쿠,0,0,0,0,1,1.0
용,0,0,0,1,0,1.0
참고,0,0,0,0,1,1.0
거슬러,0,0,0,1,0,1.0
이르다,0,0,0,1,2,3.0
외롭다,0,0,0,0,1,1.0
벚꽃,21,12,0,45,297,375.0
그녀,0,0,0,0,1,1.0
투톱,0,0,0,0,1,1.0
다,0,1,0,0,0,1.0
시간,0,5,0,2,6,13.0
수많다,0,0,0,1,0,1.0
흘러나오다,0,0,0,1,2,3.0
대체,0,0,0,1,2,3.0
엔딩,0,6,0,19,81,106.0
평가,0,0,0,2,0,2.0
불가,0,0,0,0,1,1.0
주전,0,0,0,0,1,1.0
선명하다,0,0,0,1,0,1.0
드라이브,0,0,0,1,0,1.0
오니,0,0,0,2,3,5.0
보험,0,0,0,1,0,1.0
뭐랬,0,0,0,0,1,1.0
이외,0,0,0,1,0,1.0
않다,0,3,0,3,26,32.0
가입,0,0,0,0,2,2.0
이겠다,0,0,0,0,1,1.0
탑,0,0,0,1,3,4.0
값,0,0,0,0,2,2.0
기전,0,0,0,0,2,2.0
걸다,27,2,0,1,9,39.0
소중하다,0,0,0,0,1,1.0
상관없다,0,0,0,0,1,1.0
가성,0,0,0,1,0,1.0
무심천,0,0,0,1,0,1.0
장악,0,1,0,0,0,1.0
도돌이표,0,0,0,1,1,2.0
올해,0,1,0,7,54,62.0
받다,0,0,0,0,4,4.0
보내다,0,0,0,0,3,3.0
보,0,0,0,2,3,5.0
하이,0,0,0,0,1,1.0
새록새록,0,0,0,0,2,2.0
꽤,0,0,0,0,2,2.0
멀다,0,0,0,0,1,1.0
강남스타일,0,1,0,0,2,3.0
온난화,0,1,0,0,1,2.0
통장,0,0,0,1,0,1.0
븅신,0,0,0,0,3,3.0
기도,0,0,0,0,1,1.0
기분,6,1,0,2,7,16.0
만족,0,0,0,0,1,1.0
작년,0,1,0,0,9,10.0
어이,0,0,0,0,1,1.0
아,0,0,0,1,1,2.0
풀리다,0,0,0,0,6,6.0
걷다,0,0,0,5,3,8.0
오후,0,0,0,0,1,1.0
형님,0,0,0,0,3,3.0
청아,0,1,0,0,0,1.0
기억나다,0,0,0,1,2,3.0
스믈스믈,0,0,0,0,4,4.0
두준,0,0,0,0,2,2.0
바다,0,0,0,0,2,2.0
태식,0,0,0,0,1,1.0
순례,0,0,0,0,1,1.0
매년,0,0,0,1,33,34.0
리스트,0,0,0,0,1,1.0
위등,0,0,0,0,1,1.0
건지다,0,0,0,0,1,1.0
승,0,0,0,0,1,1.0
벚꽂,0,0,0,0,1,1.0
마쇼,0,0,0,0,1,1.0
잊다,0,0,0,0,3,3.0
효녀,0,0,0,1,0,1.0
모교,0,0,0,1,0,1.0
힐링,0,0,0,0,2,2.0
유행,0,0,0,0,1,1.0
불기,0,0,0,0,1,1.0
각,0,0,0,1,0,1.0
문득,0,0,0,0,1,1.0
따르다,0,0,0,1,0,1.0
풍경,0,0,0,0,2,2.0
강씨,0,0,0,0,1,1.0
평생토록,0,0,0,0,1,1.0
지도,0,1,0,0,0,1.0
누구,0,0,0,0,2,2.0
불어오다,0,0,0,0,1,1.0
여학생,0,0,0,0,1,1.0
오시,0,0,0,0,1,1.0
악쓰다,0,0,0,0,1,1.0
엊그제,0,1,0,0,0,1.0
추천,0,0,0,0,3,3.0
속,0,0,0,0,1,1.0
오지,0,1,0,0,0,1.0
당시,0,0,0,0,1,1.0
선곡,0,0,0,0,1,1.0
부분,0,1,0,1,0,2.0
유치원,0,1,0,0,0,1.0
이노,0,5,0,3,21,29.0
이야기,0,0,0,1,0,1.0
써다,0,0,0,0,3,3.0
그냥,0,1,0,4,8,13.0
아마,0,1,0,0,4,5.0
자,0,0,0,0,11,11.0
슬글슬금,0,0,0,1,0,1.0
버커버커,0,0,0,0,1,1.0
진리,0,0,0,0,2,2.0
잼,0,0,0,0,1,1.0
벛꽃보러,0,1,0,0,1,2.0
향기,0,0,0,0,1,1.0
데헤,0,0,0,0,1,1.0
오버,0,0,0,0,1,1.0
투여,0,1,0,0,0,1.0
황,0,0,0,0,2,2.0
년도,0,0,0,0,1,1.0
땜,0,0,0,1,1,2.0
기온,0,0,0,0,1,1.0
쥬,0,0,0,1,1,2.0
상쾌하다,0,0,0,0,1,1.0
엳시,0,0,0,0,1,1.0
여름밤,0,0,0,0,1,1.0
기상청,0,1,0,0,2,3.0
제비,0,0,0,0,1,1.0
남다,0,0,0,3,2,5.0
입다,0,0,0,0,1,1.0
흩날리다,21,1,0,2,4,28.0
내려오다,0,0,0,0,1,1.0
남기다,0,0,0,0,1,1.0
히든싱어,0,0,0,0,1,1.0
현재,0,0,0,2,5,7.0
이번,0,0,0,0,8,8.0
올리다,0,0,0,2,0,2.0
느므조탕,0,0,0,1,0,1.0
긁다,0,0,0,0,1,1.0
지내다,0,0,0,1,1,2.0
기대다,0,0,0,0,1,1.0
꽉,0,0,0,0,1,1.0
달리기,0,0,0,0,1,1.0
꼭,0,0,0,2,5,7.0
서다,0,1,0,0,2,3.0
수가,0,0,0,0,1,1.0
합치다,0,0,0,0,1,1.0
존귀,0,0,0,0,1,1.0
놓다,0,0,0,0,3,3.0
아아,0,0,0,0,1,1.0
절로,0,0,0,0,1,1.0
오예,9,0,0,0,0,9.0
나오다,0,3,0,5,44,52.0
데뷔,0,0,0,0,2,2.0
기입,0,0,0,0,1,1.0
머,0,0,0,0,4,4.0
이제,3,1,0,12,36,52.0
연인,3,0,0,1,1,5.0
봉꽃,0,0,0,0,1,1.0
솔탈,0,0,0,0,1,1.0
밤꽃,0,0,0,0,2,2.0
캐롤,0,0,0,2,10,12.0
왓어용,0,0,0,1,0,1.0
비다,0,0,0,0,1,1.0
버슼어버슼어,0,0,0,0,1,1.0
확인,0,0,0,0,1,1.0
빨르다,0,0,0,0,2,2.0
안되다,0,0,0,1,1,2.0
크다,0,1,0,0,2,3.0
정석,0,0,0,0,1,1.0
려고,0,0,0,1,0,1.0
졸업,0,0,0,0,1,1.0
쨰,0,0,0,0,1,1.0
전성기,0,0,0,0,1,1.0
단둘,0,0,0,0,2,2.0
쭉쭉,0,0,0,0,1,1.0
역싀,0,0,0,0,1,1.0
귀환,0,0,0,1,1,2.0
드리다,0,0,0,0,5,5.0
짜다,0,0,0,0,2,2.0
곧,0,2,0,2,11,15.0
버스커,0,4,0,2,9,15.0
음원,0,0,0,0,6,6.0
거리,27,2,0,1,7,37.0
힐것,0,1,0,0,0,1.0
류,0,0,0,0,1,1.0
뭉클하다,0,0,0,0,1,1.0
쫙쫙,0,0,0,1,0,1.0
덕,0,0,0,0,5,5.0
너머,0,0,0,0,1,1.0
천재,0,0,0,1,0,1.0
제발,0,0,0,0,4,4.0
세대,0,0,0,0,2,2.0
봄철,0,0,0,0,2,2.0
후천,0,0,0,0,1,1.0
안녕,0,0,0,0,5,5.0
음색,0,0,0,0,1,1.0
활동,0,0,0,0,2,2.0
만큼,0,0,0,0,1,1.0
갑,0,0,0,0,2,2.0
버르릉버르릉,0,0,0,0,2,2.0
이분,0,0,0,0,1,1.0
레전드,0,1,0,3,0,4.0
반갑다,0,0,0,0,8,8.0
심지어,0,0,0,0,1,1.0
움,0,1,0,1,0,2.0
앗,0,0,0,0,2,2.0
연금복권,0,0,0,0,3,3.0
준비,0,1,0,0,3,4.0
탁하다,0,0,0,0,3,3.0
마대,0,0,0,0,2,2.0
개나리,0,0,0,0,1,1.0
코인,0,0,0,1,1,2.0
돋다,0,0,0,0,3,3.0
시,0,0,0,0,1,1.0
위아래,0,0,0,0,1,1.0
구경,0,0,0,0,5,5.0
오오오,0,0,0,0,1,1.0
진심,0,0,0,0,1,1.0
툭툭,0,0,0,0,1,1.0
개띵곡,0,1,0,0,0,1.0
깊다,0,0,0,0,1,1.0
질린다,0,0,0,0,1,1.0
가지,0,0,0,0,1,1.0
불다,0,0,0,0,4,4.0
손색,0,0,0,0,1,1.0
괜시리,0,0,0,0,1,1.0
치다,6,0,0,2,1,9.0
점심시간,0,0,0,0,1,1.0
모습,6,1,0,2,0,9.0
코앞,0,0,0,0,1,1.0
불리다,0,0,0,0,1,1.0
음,0,0,0,1,2,3.0
멈추다,0,0,0,0,3,3.0
견,0,0,0,0,1,1.0
가보,0,0,0,0,1,1.0
수능,0,0,0,0,1,1.0
시작,0,0,0,10,34,44.0
위대,0,0,0,0,1,1.0
흥얼거리다,0,0,0,0,4,4.0
후련하다,0,0,0,0,1,1.0
내,0,1,0,2,12,15.0
섭섭하다,0,0,0,1,0,1.0
상위,0,0,0,0,2,2.0
크리스마스,0,1,0,1,0,2.0
출석,0,0,0,1,0,1.0
팍팍하다,0,0,0,0,1,1.0
진입,0,0,0,2,5,7.0
남편,0,0,0,0,1,1.0
살다,0,2,0,0,1,3.0
취업,0,0,0,1,2,3.0
버스킹,0,0,0,0,2,2.0
마지막,0,3,0,1,3,7.0
빵터지다,0,0,0,0,1,1.0
돈잘버,0,0,0,1,0,1.0
훈남,0,0,0,0,1,1.0
물씬,0,0,0,0,1,1.0
상승,0,0,0,2,2,4.0
년전,0,0,0,0,1,1.0
꽃나무,0,1,0,0,0,1.0
녀,0,0,0,0,1,1.0
알다,0,2,0,0,8,10.0
실시간,0,0,0,1,2,3.0
새내기,0,0,0,1,1,2.0
저편,6,0,0,2,0,8.0
흔들리다,0,0,0,0,1,1.0
행복,0,0,0,0,2,2.0
그때,0,2,0,2,16,20.0
송이,0,0,0,0,2,2.0
숨다,0,0,0,0,1,1.0
사다,0,0,0,1,0,1.0
랜,0,0,0,0,2,2.0
다양하다,0,0,0,0,1,1.0
여동생,0,0,0,0,1,1.0
짱짱,0,0,0,0,1,1.0
짐,0,0,0,0,1,1.0
보즈,0,0,0,1,0,1.0
덥다,0,0,0,0,1,1.0
낱,0,0,0,0,1,1.0
전,0,0,0,1,8,9.0
역쉬,0,0,0,0,2,2.0
잡수다,0,0,0,0,1,1.0
직함,0,0,0,0,1,1.0
이쯤,0,0,0,0,2,2.0
그리다,0,0,0,0,2,2.0
혹시,0,0,0,0,2,2.0
구태여,0,0,0,0,4,4.0
참다,0,0,0,0,1,1.0
괴롭히다,0,0,0,0,1,1.0
나중,0,1,0,1,5,7.0
찌다,0,0,0,0,1,1.0
진해,0,0,0,0,1,1.0
지나다,0,3,0,4,5,12.0
풋풋하다,0,0,0,0,1,1.0
꺼지다,0,0,0,0,1,1.0
데이트,0,0,0,0,2,2.0
하앍,0,0,0,0,1,1.0
어디,0,1,0,0,2,3.0
싱숭생숭,0,0,0,0,1,1.0
가장,0,0,0,2,2,4.0
봄빠람,0,0,0,0,1,1.0
세명,0,1,0,0,0,1.0
왓,0,0,0,0,1,1.0
부탁,0,0,0,0,6,6.0
놀래다,0,0,0,0,1,1.0
사실,0,2,0,0,2,4.0
존버충들,0,0,0,0,1,1.0
썻,0,0,0,0,1,1.0
재등장,0,0,0,0,1,1.0
당하다,0,0,0,1,0,1.0
위로,0,0,0,0,4,4.0
차트떳,0,0,0,0,1,1.0
전혀,0,0,0,0,1,1.0
끄다,0,0,0,0,1,1.0
궁금하다,0,0,0,0,1,1.0
코로나,0,4,0,1,8,13.0
출췍,0,0,0,0,1,1.0
날리다,0,1,0,3,2,6.0
떼돈,0,0,0,0,1,1.0
간,0,0,0,1,0,1.0
깨다,0,0,0,0,1,1.0
놀라다,0,0,0,1,1,2.0
살랑,0,0,0,0,1,1.0
주다,0,0,0,1,0,1.0
작다,0,2,0,0,0,2.0
대학시절,0,0,0,0,1,1.0
싫다,0,0,0,1,4,5.0
고려,0,0,0,1,0,1.0
상징,0,0,0,0,1,1.0
걸,0,1,0,1,9,11.0
팬,0,0,0,0,1,1.0
분발,0,0,0,0,1,1.0
떠올리다,0,1,0,0,1,2.0
댱,0,0,0,0,1,1.0
기록,0,0,0,0,1,1.0
차곡차곡,0,0,0,1,0,1.0
편하다,0,0,0,0,1,1.0
먹고살다,0,0,0,0,2,2.0
완벽하다,0,0,0,1,0,1.0
좋아지다,0,1,0,1,4,6.0
재고,0,0,0,0,1,1.0
어울리다,0,0,0,2,2,4.0
뚝,0,0,0,0,1,1.0
중,0,0,0,2,6,8.0
물어보다,0,0,0,2,1,3.0
먼지,0,0,0,1,1,2.0
기억,0,0,0,4,11,15.0
솔,0,0,0,0,1,1.0
끼다,0,0,0,0,1,1.0
싸우다,0,0,0,0,1,1.0
버스,0,2,0,0,2,4.0
슈스케,0,1,0,0,0,1.0
필요,0,0,0,0,1,1.0
반사,0,0,0,0,1,1.0
국어,0,1,0,0,0,1.0
띵곡중,0,0,0,0,1,1.0
질리,0,1,0,2,1,4.0
점,0,0,0,1,0,1.0
추가,0,0,0,0,1,1.0
언제,0,0,0,3,15,18.0
애국가,0,1,0,0,2,3.0
벗꽃,0,0,0,2,5,7.0
차이,0,0,0,0,1,1.0
실화,0,0,0,0,9,9.0
핀,0,0,0,0,2,2.0
니,6,0,0,2,4,12.0
구르다,0,0,0,0,1,1.0
음악,0,8,0,3,12,23.0
부활,0,0,0,0,6,6.0
공석,0,0,0,0,1,1.0
최애,0,1,0,0,0,1.0
바쁘다,0,0,0,0,1,1.0
중학교,0,3,0,0,2,5.0
작사,0,0,0,0,2,2.0
도덕,0,0,0,0,1,1.0
나무,0,2,0,0,2,4.0
여름,0,0,0,2,8,10.0
중이,0,0,0,1,2,3.0
일기장,0,1,0,0,0,1.0
적절하다,0,0,0,0,1,1.0
짱,0,0,0,2,2,4.0
벛꽃,0,0,0,2,7,9.0
갓,0,0,0,0,1,1.0
장범준,0,4,0,4,18,26.0
인류,0,0,0,0,1,1.0
수금,0,0,0,0,3,3.0
범준,0,1,0,1,6,8.0
삼천리,0,0,0,0,1,1.0
수학,0,1,0,0,0,1.0
성지,0,0,0,0,2,2.0
시각,0,0,0,2,1,3.0
나왓어,0,0,0,0,2,2.0
세월,0,0,0,1,0,1.0
스타트,0,0,0,1,2,3.0
여자친구,0,0,0,0,4,4.0
로꼬,0,0,0,0,1,1.0
다시금,0,0,0,0,1,1.0
타고,0,0,0,1,3,4.0
사라지다,0,3,0,3,2,8.0
과학,0,0,0,0,1,1.0
사회,0,0,0,1,0,1.0
개뿔,0,0,0,1,0,1.0
삶,0,0,0,0,1,1.0
때떡,0,0,0,0,1,1.0
동복,0,0,0,0,1,1.0
어떡하다,0,0,0,1,0,1.0
이론,0,0,0,0,1,1.0
산뜻하다,0,0,0,0,1,1.0
모든,0,0,0,0,1,1.0
깡패,0,0,0,0,3,3.0
명곡,0,1,0,2,14,17.0
무,0,0,0,2,1,3.0
짧아지다,0,0,0,0,1,1.0
그대로,0,0,0,1,3,4.0
은,0,0,0,0,1,1.0
감사하다,0,0,0,0,1,1.0
틀다,0,0,0,1,5,6.0
불리,0,0,0,0,1,1.0
맘,0,0,0,1,5,6.0
전주,0,0,0,0,1,1.0
신나다,0,1,0,0,2,3.0
벛,0,1,0,0,0,1.0
겠다,0,0,0,0,3,3.0
