,lyric,youtube,melon,bugs,genie,total
더하다,0,1,0,0,0,1.0
물다,0,0,1,0,0,1.0
걸다,0,0,0,0,2,2.0
전화,0,0,0,0,1,1.0
가성,0,1,0,0,0,1.0
아이,0,0,1,0,0,1.0
달려오다,0,1,1,0,0,2.0
윗,0,0,1,0,0,1.0
말로,0,1,0,0,0,1.0
질,0,0,1,0,0,1.0
학교,0,1,1,0,0,2.0
등,0,2,0,0,0,2.0
도,0,3,0,0,0,3.0
없다,6,21,3,0,5,35.0
젠,0,1,0,0,0,1.0
흐규흑,0,1,0,0,0,1.0
종성,0,1,0,0,0,1.0
받다,0,1,1,0,0,2.0
뜯다,0,1,0,0,0,1.0
올해,0,0,2,0,1,3.0
느껴지다,0,1,1,0,0,2.0
보내다,0,1,0,0,0,1.0
막히다,0,0,1,0,1,2.0
흐규흐규,0,1,0,0,0,1.0
하이,0,1,0,0,0,1.0
초코송이,0,1,0,0,0,1.0
들키다,0,0,1,0,0,1.0
새록새록,0,0,0,0,1,1.0
지구,0,1,0,0,0,1.0
영혼,0,0,0,0,1,1.0
쏠,0,3,0,0,1,4.0
공유,0,1,0,0,0,1.0
용이,0,1,0,0,0,1.0
댓글,0,1,1,0,0,2.0
겹,0,0,1,0,0,1.0
끝,0,0,1,0,0,1.0
죽다,0,1,0,0,0,1.0
사과,0,2,0,0,0,2.0
쩔다,0,1,0,0,0,1.0
감다,0,0,0,0,1,1.0
꽃감,0,2,0,0,0,2.0
안좋다,0,1,0,0,0,1.0
기도,0,1,0,0,0,1.0
어도,0,1,0,0,0,1.0
헋,0,0,1,0,0,1.0
기분,0,6,0,0,1,7.0
고민,0,0,1,0,0,1.0
넘어오다,0,0,0,0,1,1.0
누르다,0,1,0,0,0,1.0
작년,0,0,1,0,0,1.0
턱,0,0,2,0,0,2.0
놀리다,0,1,0,0,0,1.0
아,0,0,1,0,0,1.0
쩔어요,0,1,0,0,0,1.0
선생님,0,1,0,0,0,1.0
불안하다,0,0,1,0,0,1.0
동영상,0,0,1,0,0,1.0
차다,0,5,0,0,1,6.0
귀가,0,0,0,1,0,1.0
걷다,6,10,0,0,2,18.0
오후,0,1,0,0,0,1.0
형님,0,2,0,0,1,3.0
신선하다,0,1,0,0,0,1.0
먹다,3,7,0,0,2,12.0
후렴,0,0,1,0,0,1.0
수,0,0,1,0,0,1.0
나가다,0,1,0,0,0,1.0
알리다,0,0,1,0,0,1.0
많다,0,1,0,0,0,1.0
대학교,0,0,0,0,1,1.0
떠나다,0,1,0,0,0,1.0
이다,0,1,1,1,2,5.0
서원,0,1,0,0,0,1.0
갈다,0,0,0,0,1,1.0
두준,0,0,0,0,2,2.0
바다,0,1,2,0,0,3.0
독자,0,0,1,0,0,1.0
이오,0,1,0,0,0,1.0
션,0,1,0,0,0,1.0
듯,0,3,0,0,0,3.0
뭔가,0,1,1,0,0,2.0
타요,0,1,0,0,0,1.0
크리,0,2,0,0,0,2.0
이쁘다,0,1,0,0,0,1.0
개역,0,0,1,0,0,1.0
직접,0,0,0,0,1,1.0
쉬바,0,1,0,0,0,1.0
세트,0,0,0,0,1,1.0
건지다,9,15,1,0,1,26.0
이지연,0,1,0,0,0,1.0
아이유,0,1,0,0,0,1.0
주년,0,1,0,0,0,1.0
돼다,0,1,1,0,0,2.0
후회되다,0,0,1,0,0,1.0
처음,0,1,4,0,0,5.0
삥,0,1,0,0,0,1.0
정시,0,1,0,0,0,1.0
잊다,0,0,2,0,1,3.0
나타나다,0,0,1,0,0,1.0
메뉴,0,0,0,0,1,1.0
마음,0,4,5,0,1,10.0
집,0,1,1,0,0,2.0
업다,0,2,0,0,0,2.0
어제,0,0,1,0,0,1.0
호수,3,5,0,0,1,9.0
여수,0,1,2,0,1,4.0
고백,0,0,1,0,0,1.0
생기다,0,0,1,0,0,1.0
책,0,1,0,0,0,1.0
가사,0,6,6,0,1,13.0
집다,0,1,1,0,0,2.0
즇,0,0,1,0,0,1.0
문득,0,2,0,0,0,2.0
따르다,0,0,1,0,0,1.0
대박,0,2,0,1,0,3.0
이렇다,0,1,2,0,0,3.0
치자,3,5,0,0,0,8.0
날씨,0,2,0,0,0,2.0
수학여행,0,1,0,0,0,1.0
만들다,0,1,1,0,0,2.0
계절,0,1,1,0,0,2.0
느낌,0,4,5,0,0,9.0
그래그래,0,17,0,0,3,20.0
봄날,0,1,0,0,2,3.0
그립다,0,1,0,0,0,1.0
겨울,0,4,0,0,0,4.0
하루하루,0,0,1,0,0,1.0
첫,0,1,0,0,0,1.0
엊그제,0,0,1,0,0,1.0
부,0,0,1,0,0,1.0
라임,0,0,1,0,0,1.0
얼마,0,0,0,0,1,1.0
우리,0,3,2,0,0,5.0
함,0,2,1,0,0,3.0
맞추다,0,0,1,0,0,1.0
데,0,0,1,0,0,1.0
이후,0,0,0,0,1,1.0
영어,0,2,0,0,0,2.0
속,0,2,0,0,0,2.0
