,melon_id,댓글
298,jp.p,우왕 학교에서 폰 걷어서 볼사가 다시 위로올라갔당
299,마요참치,콘서트 기대하고 있습니다 ^^7
300,갓랩라쨩쨩,아직도 그얘기하십니까 다들 각자 자리로 돌아가세요 방탄팬은 여기서 무개념 일일이 잡지 마시고 그쪽으로 가셔서 열스하세요 볼사팬은 타팬 괜히 들먹이지 마시고 여기서 열스하세요!! 서로 언급 그뫈 무개념보이면 열불내지마시고 조용히 신고!! 모두들 개념팬이 되자구요^ㅇ^
301,Rrorins,와 진짜 목소리 멜로디부터해서 반주까지 예쁘고 사랑스럽다
302,sennh,무개념 볼사팬도 개많이 보이는데 방탄은 개나소나 후려쳐도되고 무개념 아미가 볼사 후려치면 아미 모두 싸잡아서 욕해버리넹ㅋㅋㅋㅋㅋ 아이돌 후려친다고 니네가 진정한 리스너라도 되는줄 아냐? 좋은 노래 듣다 니네 이중성 잘보고간당ㅋㅋㅋㅋㅎㅎ
303,VWVw,"너무좋다, , , ,"
304,응아응어,나만 안돼 그만해 ㄱ♩추넣어줘로 들리나
305,아기병사,요즘 날씨에 듣기 딱 좋은 노래.... 미세먼지만 아니였어도^^^
306,가요팝제이팝,노래좋다
307,56056ㅕㅇ,이번 봄노래 이거란 말야ㅜㅜㅜ순위 내려가지마
308,dw5243,와 방탄 사이에서 2위 하네..
309,Won,아니 무개념 아미 욕을 하지 왜 방탄욕을 하세요ㅋㅋ
310,European_Union,연간 5등안에 든다 1표
311,hjplmy21,"볼사팬 여러분 아미인데요,제가 대신 무개념 아미에 대해 사과드려요...
정말 제가 다 창피해서 사과드립니다..
전 타팬분들과도 친하게 지내고싶어요..!
저도 볼빨간 사춘기 노래좋아해요 방탄분들 너무 욕하지 말아주시고 정말 죄송해요...ㅠㅠ"
312,jp.p,근대 진짜 낮시간대엔 순위높고 저녁에는 낮아지는 이유가 학생분들 학교끝나고 방탄 노래 틀어놔서 그런건가요
313,탈퇴한 회원,너무좋다 봄노래 감성쩐듯
314,hohototo19,노래 듣고 있으면 설렘가득.. ㅋㅋ
315,piona7788,"진심 올봄에 들을 노래 너무 많아서 좋다 방탄, 볼사, 태연까지. 마구 마구 노래 듣고 있음. 어느 곡 하나 빠지는 곡이 없다는 개 함정."
316,gamsungchoong,왜자꾸 오르락내리락하너 심장떨리게
317,VWVw,목소리 너무 귀여워ㅠ ㅠ ㅠ ㅠ
318,이이름름없없음음,"와 엄청나게 끈질기네. 방탄, 볼사 둘다 응원해요"
319,afera10,"싸우지마세여....
전 둘다 좋슴다!!
볼사 흥해랏!!!!!
누가 더 잘난거를 따지는 것보단
더 잘나게되라고 응원하는게 더 좋지 않을까욤...
그게 한국(?)을 더 자랑(?)스럽게 하는 부분이지 않을까요...제가 말해놓고 제가 이상하다고 생각되네용ㅎㅎ
볼빨간 사춘기 화이팅!!!
좋은 노래 많이많이 내주세요!!!!"
320,9명이하나되어-,이것만 들으면 마음이 몽글몽글해진다ㅠ♡ 볼빨간 사춘기 흥해랏♡♡
321,당근순,"댓글 내려보니까 방탄멤버 프로필 사진만 보이네... 방탄 니들이 댓글 관리 안해줘도 대단한거 아니까 그만좀 싸워라 언급을 안할수가 없네 아미너네 까는애들은 차피
끝까지 저럴텐데 걍 무시하면 안되니...애드 시런이 줬는데 노래안좋다는건 걍 멍청이고"
322,짱짱쌔다,"우리가 언제 먼저와서 시비턴적 있냐 이제 그만좀 하자 왜자꾸 언급하는건데 비추 달짓을 하니까 비추를 달지
이제 다들 타그룹 언급하지말고 서로 좋은노래 많이듣자 제발"
323,wlsgud02,근데 음원 시스템 잘 몰라서 그러는데 노래 많이 들으면 그 가수한테 돈이 더 많이 가는거죠?
324,깅중형,방탄 팬덤 유일하게 뚫는 클라스보소
325,hye11w,버텨주시오 ... 볼사 하이팅 ❤️
326,KROWNSAND,차트 온통 핑크빛속에 차트에 굳건히 자리하고있는 볼빨간 사춘기 ㅠㅠㅠ 진짜 흥해랏!!! 이정도 버티는거도 대단한거임..ㄷㄷ
327,je_taime,왜 자꾸 타그룹 언급을 하시는지 모르겠네 하실거면 존칭 붙여가면서 하시던가 아님 써방하시던가 해주세요~ 이러는 거 볼사 분들이 보심 좋아할 거 같나요 자기 곡 댓창에 타가수 언급하면서 욕하는데~
328,XwXwY,앨범 사진 이뻐요ㅋㅋ 노래도 좋당 화이팅
329,탈퇴한 회원,왜 아직도 댓글에서 방탄얘기가 나오죠? 스밍빨인지 어떻게 아나요 그냥 팬들 머릿수가 엄청 많은데
330,이희원,지영아 응원한다 힘내라
331,JJJHHHHHHHH,처음 시작할 때 멜로디가 너무 좋다
332,이동훈,과거기록으로 보면 볼사가 대단한게 아니라 방탄이 대단한거임 볼4랑 같은 시기에 나왔으면 볼4가 이겼겠지.
333,heroheroo,대단하다ㅋㅋㅋㄱㅋ볼사 아예 관심도 없었는데 인기 오지네
334,서명규,1등 가아아아앙 쓓
335,어허하라,타팬이데 넘나 좋아요ㅠㅜ 매번 잘듣고 있습니다~
336,띵곡보면짖는개,"좋다,,,"
337,엌32,귀호강
338,열셋의소년들,타팬인데 볼빨간 사춘기 노래 너무 좋아서 매번 듣고 있ㅇ요 ㅠㅠㅠㅠㅠ 볼사 흥해라 !!!!!
339,괄도네넴띵,1등 가즈아아아앜 쓋
340,탈퇴한 회원,기계 스트리밍 하는거랑 니들이 안쓰는 계정들 총동원해서 무음 스트리밍 돌리는거랑 뭐가 다름?
341,잘생긴숙희,어딜가든 무개념은 있다 방탄 앨범 댓글와서 어그로 끄는 놈들이나 여기 댓글창와서 어그로끄는 놈들이나 다 무개념인거지 그냥 무시하고 자기가 듣고 싶은 노래 들으면되는거아니냐 굳이가서욕하고 그런 한심한짓좀 하지말자 볼사 노래는 사람들이 두루두루 들으니까 순위에 올라오는거고 방탄은 팬덤이 워낙큰데 거기에다가 일반인들도 들으니까 순위에 올라오는거지...
342,나나나후니,그와중에 음원 깡패인 방탄사이에서 2위라니 ㄷㄷㄷㄷㄷㄷ
343,tjgjstnr72,좋은 노래 내주셔서 너무 조아요~~ 나만 봄 너무 좋다아 히히
344,민화령,여러분 이노래 듣는겸으로 엘소드 볼빨이부른 밤의미궁 유튜브로 검색해서 들어주세요ㅠㅠ 갓곡인데 음원안낸다고합니다ㅠㅠㅠ
345,G0neGo,볼사 대단하네
346,Bollove,"근데 봄날,IDOL은 왜 다시 순위에 올라온거임?"
347,지수LOVE,"정정당당하게 방탄이 1위한게 뭐가 문제임?
스밍은 모든팬덤이 다돌리는데"
348,지횽이이,아니 여기다 방탄분들얘기 하지마세요 애초에;; 그리고 ㅂㅌ팬분들도 어그로는 무시하고가세요 여기는 그래도 볼사 페이지인데 댓글다 싫어요 다는거 추해요.
349,정은지너의밤은어때_안냔해롱,순위로 대중들이 원하는 음악이 무엇인지 증명한다.
350,aituo0,우리 서로서로 순위에 목숨걸지 말자구요ㅠ 방탄 볼사 둘다 충분히 좋은곡 많이 내잖아요. 게다가 잘 모르시는 분들도 한번씩은 마음에 품는 그런 아티스트 들이고요. 모두 좋은 가수들이랍니다
351,에프,"왜 구지 여기 댓글까지 와서 싸워야됨;;; 그냥 니네끼리 카톡방이나 파서 싸워 가만히있는사람 피해주지말고;;,,"
352,월드와이드핸섬_,이 노래도 좋고 방탄도 좋은대 아이돌 노래보고 노래같지도않은 노래래ㅋㅋ 자기는 뭐 얼마나 대단한 노래 듣길래;; 아 유치해 저 아래 님 ㅠㅠ 이 노래도 좋아하는 사람도 있고 아닌 사람도 있는거지 지 취향이 무슨 대단한마냥 왜 그러고 다녀요;
353,European_Union,다들 그만!
354,취미로음악듣는남자,방x 노래가 차트도배해도 상관없는데 힘겹게 올라온 노래보고 사재기라고 하지말자 ㅋㅋㅋㅋㅋ니네 노래만 듣는 그런망상에 빠지지말자는거야 ㅇㅋ?
355,자두먹으면자두되나,여러분 다같이 영차영차~ 좀만 힘내서 다시 올라가용
356,rhen,타그룹 언급할거면 존칭이라도 써주시는게 맞다고 생각이 드네요. 타그룹 비하는 피해주세요.
357,투패니,진짜 불쌍해 엑소 방탄 블핑 컴백타이밍에 다 엮여가지고.. 이리 치이고 저리 치이고..
358,하저너스,선방하기~
359,냠냠긋.,"진짜 이런 분위기, 느낌은 볼사 말고는 아무도 못따라하는것같아 진짜 음색 개찰떡"
360,루_뽀,노래 너무 좋아요! 자주는 못 들어도 항상 나오면 꼭 들어봅니다! 비눗방울 톡톡 튀는 듯한 상큼한 노래 불러주시고 만들어주셔서 감사합니다♥
361,DH_.,???
362,탈퇴한 회원,방탄팬인대 볼빨간사춘기 노래도 좋아해요. 시상식때보면 탄이들도 볼빨간사춘기 노래 따라 부르고 같이 즐겨요. 글에 비추천 누르는거 다 방탄팬이라고 생각 안했음 좋겠어요.
363,톸낏,막상 ㅂㅌ팬중에 무개념아니고선 시비 거는사람 거의 없는데 본인들이 좋은노래 댓글창 더럽혀놓고 수준보인다느니..ㅎㅎ 혹시 거울을 보고있는건 아닌지 확인부탁드림!
364,김성욱,1등가자
365,흐잇짜아,볼싸는 노래가 너무 좋아서 그누구도 욕않해요.인정하죠.아마 팬인척하며 팬들 이간질 시키는 사람이 대부분일 꺼에요~^^
366,하연쏭,노래 너무 좋아요 ㅠㅠㅠ 좋은노래 만들어주셔서 감사해요!!! 좋은 토요일 밤 되세요 ㅋㅋㅋ
367,Kjagw,"도입부 듣고 00인 줄...
재생 다운로드
00 (DOUBLE O)
NO:EL
DOUBLEONOEL"
368,VWVw,기여웡...ㅠ ㅠ
369,JGDZ,마음이 몽글몽글해지는 노래 너무좋다
370,자_드가자,지금 배성재 텐에 나와서 이거 라이브부르심ㄷㄷ
371,옐롱._.,"나만,봄 도 정말 좋지만 제 갠취는 이거 !!
만약 안들어보셨다면 들어보세용 ㅎㅎ
아미지만 볼사님들 노래 좋아해서 항상 나오면
전곡 틀기 해서 듣는데 이번꺼 다 넘 좋은듯용 ㅜㅜ
재생 다운로드
Mermaid
볼빨간사춘기
사춘기집Ⅰ 꽃기운"
372,Bollove,"아티스트의 이미지는 팬들 몫이다.
방탄 볼사 다 1등입니다."
373,HASHASH,헉 타이틀이세개였어? 앨범수록곡 다 타이틀인줄 수록곡들도 타이틀곡마냥 정성들여진게 보이고 좋네..
374,탈퇴한 회원,봄은 볼사다 ... 반박 불가
375,냠냠냠염염,"난 일반인이지만 볼사 나의 사춘기부터 이번 노래도 진짜 좋구 이번 소우주 노래 듣고 방탄 좋아하게됐는데 특히 에드시런 수록곡도 좋던데 왤케 싸우지... 다들 이 노래는 열심히 들었잖아영...
재생 다운로드
Shape of You
Ed Sheeran
÷ (Deluxe)"
376,안녕안졍,Respect each other
377,싣발어쩌라고,노래 ㅠ ㅠ 좋앙 ^^~~~~!~!~!~!_!_!_!_!_
378,Gkstkd,방탄아미 화력이 쌔긴하네.....
379,sssssls,볼사 최고 노래개죠아
380,갓랩라쨩쨩,이거든 옆집거든 각 팬들 나름대로 스밍 돌리면서 서로 비꼬는건 무개념으로 봐도 되는부분..??
381,난너무기여워,방탄 팬인데 볼사 안싫어하고 노래도 좋아함..싸움 그만...
382,MignonV,평화 유지군입니다. 제발 어느 가수든 서로 비교하지 말고 좋은 노래를 내준것에 감사하며 즐겁게 감상합시다.
383,kthㄱㅇㅇ,"볼사 방탄 다 실력좋고 노래좋아서 상위권에있는건데 왜자꾸 방탄욕하는지 모르겠음
솔직히 볼사 스밍 안돌리는거면 몰라도 다들 팬이면 돌리면서 결론은 밀린거 맞는거라고 생각하는데
게다가 스밍안하는아미 많음
인트로 듣는게 뭐가이상하지?컴백 티저가 인트로라 가장 익숙하게시작했고,
그리고 봄날 아이돌 계속 순위권에 있었고 컴백했으니까 같이 들어서 순위 올라온건데..."
384,ShouerKuer,진짜 목소리 악기다 악기
385,헤해헿핼,아니 볼사가 평점 왜이러냐고 ㅋㅋㅋㅋㅋㅋㅋ
386,ㅁ밍밍밍밍ㅁ,밑댓글 좀 봤는데 여기 방탄욕하는 댓이 많네요 전 아미이지만 볼사 우주를 줄게부터 좋아해서 컴백할때마다 듣고있는데 둘다 팬인 저로써는 기분이 좋진않네요 두가수다 열심히 만들고 힘들게 작업한곡들인데 그렇게 까내리지않았으면 좋겠습니다 이용자수가 뭐가중요한가요 둘다 노래좋으니까 이용자수 많은건데 서로서로 존중해주면안되나요?
387,sj2737,댓글 하나하나 모니터링 해서 비추다는거 우웩ㅋㅋ
388,ㅁ밍밍밍밍ㅁ,아무리생각해도 볼빨간사춘기는 노래 실력이나 노래나 걍 다 잘하는듯ㅠㅜ어쩜 나오는 노래마다 다 좋은건지 내최애곡 여행이였는데 이걸로 바뀔거같다ㅜㅜㅜ
389,어허하라,2위 ㅊㅋ
390,탈퇴한 회원,"도대체 나이가 몇인데 댓글수준이 이 모양 이 꼴이야!
(우리는 작품을 감상하려고 왔어요)"
391,leejw0055,이 노래 좋은데 1위에서 떡락하다가 다시 올라오시네 열심히 스밍할게요
392,kim인희,역시 볼빨간사춘기! 음원강자답넹
393,wildboy.,"우주를 줄게 때부터 팬이었어용
이번에 좋은신곡 내주셔서 감사해요 볼사♡"
394,정꾸최고,여기 댓글쓰는 애들중에 진짜 미치도록 파는 애들 거의없음 대부분 라이트덕후임 나빼고ㅋㅋ 그래서 멜론댓글에 수준낮은댓이 많은거임
395,배건영씨,감상자 수 이 노래가 더 많은데..?
396,악성팬덤댓글금지,순위 연연하지마여 어차피 일간순위가 무한스밍 무시한 숫자임ㅎ
397,은ㅇㅇㅇㅇ,노래 진짜 좋댜 봄노래다 딱 그런데 노래안좋으면 듣지를말지 뭐 안좋다 적당히해 방탄은 방탄이거 볼사는 볼사인데 쓸데없는 견제하고있네;
398,예은잉요,1위 가자ㅏㅏㅏㅏㅏ 노래 너무 좋다
399,효섭,노래 계속 끊기시는분 계심?
400,didekdlf,이용자 80만 ㄷㄷ
401,양지성,멜론 재생이 잘 안되냐;; 그분들때문인가
402,se_yeon010929,와 진짜 볼빨간 사춘기 노래가 얼마나 좋으면 방탄을 뚫고 3위까지 올라왔냐 대박 ㅠㅠㅠㅠㅠㅠ너무 기쁜걸? ㅠㅠㅠㅠㅠㅠㅠ
403,김민선,아니 지금 멜론 왜 이럼? 나만 이런건가...
404,로얄팡,"중간에 껴서 돋보이네요
역시 대중픽!"
405,CMajor7,이 노래는 방탄을 뚫어내네
406,다라미00,아미인데 이 노래 진짜 좋은 것 같아요! 같이 선의의 경쟁하면서 올라갑시다 갠적으로 썸 탈꺼야 제일 좋아하는데 이것도 봄 느낌나고 좋아요!ㅎㅎ
407,조용히있고싶다,가즈아 1등
408,pipokkk,나만봄 열스밍 1위가자
409,나는야_인간,와 이노래 너무좋아 Blue다음으로 제일 좋은듯
410,2017.11.07,노래 자체로만 승부 멋있네
411,베메네카카난,"여기서 ♩♪ 팩트는 방탄 악플다는애들은 볼사 팬은 아니다 ~
볼사가 팬이 많은것도 아니고 무슨 저격당할때마다 볼사가 바로 뒷순위니까
볼사팬들이 저격하는것처럼 말하냐
몇몇 아미들도 머가리 없는듯"
412,G0neGo,대단하다 ㅋㅋㅋ 팬덤없이
413,서어어정,"님들이 여기에 특정 가수 저격이나 비판, 비꼬는 댓글만 안써도 여기 안와도 됨"
414,rlawjddntkfkdgo,"수록까지 줄세우기한 방탄 역시 월클도 대단하고
그 사이에서 순위 유지하거 지금 심지어 3위엔 볼사도 ㄹㅇ 대단 ㅋㅅㅋ"
415,(기도하는부처님),와 방탄 사이를 뚫고 가는거 실화?
416,rckj,안돼 그만해 꼬추 넣어둬
417,강유지,노래 진짜 개좋음ㄹㅇ
418,멘델멘델,굳이 여기서 왜 타가수 비방하는지 이해가 안가네요 ;
419,한라봉구스,중간에 껴있는게 너무머쨔용 ㅎㅎ노래 너무조아영❤️ㅠ
420,탈퇴한 회원,쓰읍 애기들 타가수 비방 자제좀
421,어허하라,볼사님 노래 넘좋은것~^^7 스밍 돌려드릴께용~~
422,짱짱쌔다,"니들이 이런다고 볼사가 좋아할것 같냐~~
그냥 노래가 좋으면 노래만 들어
굳이 여까지와서 타그룹팬,타그룹 비꼬지 말고~~"
423,q-______-p,쭉쭉 올라가서 1위합시다
424,sj2737,지나가는 워즈원인데요 노래 진짜 좋네요 볼사 흥해라~
425,박준성,진짜 추한건 팬도 아닌데 댓글 상시 모니터링하면서 비추박는거^^
426,Miracle_Buddy,"진정한 대중픽 볼사
이대로 계속 올라가자"
427,rhen,"아니 방탄팬은 아닌데 비추가 많은 이유가 뭔지 아시나요ㅋㅋㅋ 누가봐도 방탄을 저격하는듯한, 비꼬는듯한 댓글을 다시니까 비추가 많아지는겁니다ㅋㅋ
무슨 방탄순위떨어진다, 볼사노래가 더 좋아! 방탄보다 볼사가 짱이다! 이런식으로 쓰고 심지어 닉네임을 방탄비꼬는 닉네임으로 해놓았던데 누가 비추를 안누릅니까?"
428,코콧ㅇ,노래가 좋아서 그런지 올라가나봐요^ㅁㅠ 서로파이팅해요!
429,YUJIN1227,올라오시오
430,je_taime,볼사 노래 항상 너무 좋아해요 이번에도 잘 듣고 있습니다♡
431,10월의_망개,볼사 노래 진짜 좋은데 여기서 왜 타가수 비방을해요; 추하게
432,joyfulhaha,본인이 작사 작곡한 노래를 부르는 기분 얼마나 좋을까요^^ 가사도 멜로디도 목소리도 넘나 예뻐요~~
433,Su_shi,여기서 비방댓글 달지맙시다 추해보여요
434,Gkstkd,응원은 하되 타가수 비방은 하지말자... 같은팬으로써 추하게보여..
435,aituo0,"대체 우리 한국의 아이돌,가수 들이 어떻게 해야 같은 한국인에게 인정받을 수 있나요? 유튜브에 외국인들이 반응 하는거보면 영어가사 따라하고 다 알아듣는 듯한데 왜 우리나라 사람들만 유독 그래요? 발음 이정도면 좋은거 아닌가 본토가 한국인데 얼마나 발음을 잘해야되요??"
436,eleup,이좋은 노래가 8등으로 내려오다니.. 맘이아프다..ㅠㅠ
437,탈퇴한 회원,볼사 다시 1위로돌아가자
438,종이비둘기,전주부분 그거 뭐지 부처핸썸인가 스님들이 랩하는거 생각남ㅋㅋ
439,Mal_lang,앞부분 약간 동물의 숲 느낌난당
440,Bollove,무한스밍 가즈아~~~~~~
441,gamsungchoong,볼사 진짜 음원강잔데 위에는 얼마나 화력이쎈거임
442,슈아,오랫동안 끊겨있던 봄노래 라인을 계승하는 노래네요 ㅎㅎ 안지영 음색이 달달한 노래에 참 잘 어울리는 듯
443,05070503,** 노래 좋은데 왜 난리야 ;;
444,클래오밥주라,발음좀 똑바로 하라 ㅡㅡ
445,탈퇴한 회원,"❤️80,000❤️"
446,Angel_In_Us,아....순위 떨어졌다ㅠㅠㅠ 위에분들 화력 진짜 쎄시네요
447,ViaVerry,"벚꽃도 뭐고 다 필요없어~~~
이부분 귀여워요"
448,킴미히75,방탄을 버텨내는 볼빨사 클라쓰
449,aizodl,담주 날 따뜻해지고 그러면 또 이거 쭉쭉 올라갈 것 같다 하지만 난 시험 기간이지 -☆
450,토롱킴,넘무상큼해
451,봄은a,"다시 1위했으면 좋겠다
작년 여행처럼"
452,이름없음.1,볼사도 대단하네...
453,남쳐흘러,살아남았다 ㄷㄷ
454,류다현임,와 살아남았누
455,진소리.,공격을 이겨내야한다
456,도리도리보리보리,전부터 볼사 노래 좋다고 생각했었는데 이건 너무 좋잖아요ㅠㅠㅠㅠㅠㅠ 지영언니 천재 사랑해요ㅠㅠㅠㅠㅠㅠㅠㅠㅠ
457,상놈_김첨지,안지영님은 설렘이라는 감정을 의인화 한거같아요...노래 미쳤네 진짜...★ 계속 듣고있어요
458,재훈이메론,들으면 기분이 좋아지네요
459,Kdh0304,볼사 콘서트를 기대하며 곡 많이 들어놔야지..
460,루즈오리,"와 작사 안지영 천재
가사보다가 소름
나만 보고 싶어 나만봄"
461,닉네임할거없다ㅏ,좋아요
462,yujin8471,들어도들어도 질리지 않는다
463,모A_In스피릿,"우주를 줄께 떡상!!(대박)
->참고로 지니차트임"
464,러브95z,"너와 걸을 수 있다면 부분
너무 청량하다...
재생 다운로드
나만, 봄
볼빨간사춘기
사춘기집Ⅰ 꽃기운"
465,독도리1,"매일 봄○☆
이유없이 보임&♧"
466,탐욕의떼껄룩,무서워서 네 곁을 맴돌고 있는난~ 부분이랑 나들이갈까의 이대로의 나는 네가 그런걸~ 이랑 똑같네요 ㅋㅋㅋㅋ그냥 다른버전같음
467,Sss0221,노래 너무좋아유ㅠㅠㅠ
468,Wooolllll,띵곡 맞지 이건 맞지
469,기맘빈,"아이코 여기 부들충 왜이리 많누ㅠㅠ
믿듣볼ㅠㅠㅠ"
470,M.M.L.,딱 붙어서어어~ 할 때 너무 귀엽다
471,탈퇴한 회원,"듣다보니 백번 채웠어요. ㅋㅋㅋ
노래 너무 좋다."
472,주접좀떨지마,노래는 겁나밝은데 왜케 슬프지ㅋㅋㅋ 짝사랑노래라 그런가
473,goodbyeser,❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️
474,라이탕평,볼빨간사춘기 신곡넘 좋아요!
475,모찌망개떡국,그냥 1위에 있길래 들었는데 너무 좋아서 깜짝 놀램...
476,최수빈개귀엽다,볼빨간사춘기 요번 신곡 넘 좋아여❤❤ 믿고 듣는 볼빨간사춘기!!
477,채아찌-,1위 지켜요오 ! 볼빨간 사춘기 예전부터 좋아했는데 이번 곡도 히트쳤네요 -
478,닉네임 없음,노래가 주옥같아요
479,쌈자와의3자대면,"코드랑 비트가 하나도 단조롭지가않고
목소리랑 진짜 잘어울려서
엄청난곡이되엇네"
480,정승냥,이 노래만 하루 1시간이상씩 듣는다 미쳤다;;
481,이상해시_,1위 지킵시다 ㅠㅠ
482,꿔바로우97,안지영 돈 어마무시하게 벌듯
483,19980324.,밝는 이 노래가 왜 술만 마시면 슬프게 생각나는지 모르겠다...ㅠㅠ
484,H.Crsepo,"봄밤에 듣기 좋은 노래 추천합니다. 완전 명곡~
재생 다운로드
With You
August
With You"
485,robincy,노래 짱 좋다...♥
486,Ares32,이곡 킬링파트는 딱 붙어서~~ 이거인듯 짱좋당
487,수민,아니 머지... 노래왜케조아.....
488,맷돌_손잡이,"여기에도 팬코와 어그로가 많네요
'뷔마에이쓰땅'은 타가수의 팬 닉넴 사칭해서 어그로 끄는 분입니다. 그런 관종은 무시하고 신고만해주세요:) 신고 누적쌓이면 관리자에 의해 바로 삭제됩니다. 어그로글에는 먹금유지가 답!"
489,Bostonmit,1주일째 지붕킥 일간100만유지 ㄷ
490,ghchoi0190,"초반부 이건줄 알았네
재생 다운로드
사랑이 뭔데
서현진, 유승우
또 오해영 OST Part.3"
491,김선우,아니이ㅠㅜㅜ너무좋자너ㅜㅠ이거 30분째 듣고있다고ㅠㅠㅜㄴ
492,DDDD--,노래넘좋다ㅠㅠ
493,Miracle_Buddy,이 띵곡... 전쟁터 4월 내내 1위였음 좋겠다...
494,할거없따아,자꾸 생각나서 들으러옴 볼사가 호불호가 제일 없는듯 흥해라
495,aituo0,"올해 봄, 부동의 1위가자 ㅠ"
496,K-HOPE,볼4 이번노래 진짜 대박이예요~ 창법도 좀 부드럽고 세련돼진거 같고.. 이대로 쭉~~~ 1위 하길 기도할께요!!
497,shsjsnsbdhdhd,믿고 듣는 볼사
498,탈퇴한 회원,그녀들의 한계는 어디까지..아직도 이용자수 100만명 ㄷㄷ 역시 대중픽
499,Palette__,나온지 쫌됬는데또 지붕킥...???드애박
500,남탓하면여눈감,볼빨 노래 좋아하진않는데 이건 존내좋네
501,이솔미,"이 곡이 생각나는 도입부의 곡
둘의 분위기가 비슷한것같아요!!
재생 다운로드
사랑이 뭔데
서현진, 유승우
또 오해영 OST Part.3"
502,shinrwea,볼빨간 막강하네ㅋㅋㅋ노래굿
503,reminiscence11,도입부가 너무좋다 ㅜㅜㅜㅜ
504,spring2051,"감사해요
Can't stop repeating this song ㅠㅠㅠㅠ"
505,메렁밥,"댓글창에 악플 조금 있는데 전혀 상처 받지마세요!
이번에도 좋은노래 들려줘서 너무 고마워요ㅜㅜ
항상 응원하고 사랑해여"
506,xkskakzk,"도입부는 비슷하네요 ㅎㅎ
재생 다운로드
사랑이 뭔데
서현진, 유승우
또 오해영 OST"
507,독도리1,"또 봄
또또 봄

보이니까... 봄"
508,H.Crsepo,"벚꽃구경할때 이거보단 이노래 추천ㅋㅋ이미 알사람은 다 아는 노래
재생 다운로드
Clean & Dirty
Harvard
Lesson"
509,opop841,바보 선샤인으로 들린다
510,빈틈없이살,가사가 너무 감동이 없네요. 울림은 좋은데 너무 울림만 신경쓴듯...
511,fran0416,처음엔 그저 그랬는데 쇼핑몰에서 들리는 노래가 너무 좋아서 계속 듣고 있음ㅋㅋ
512,21년8월7일전역,"짱모♡안지영
재생 다운로드
Can't you see I'm a rockstar? (Feat. Paul Blanco)
창모 (CHANGMO)
닿는 순간"
513,까내려,"아무리 좋은노래라도 볼사는 넘사 ,,"
514,21년8월7일전역,"해당 음원의 수익금은 소방 및 화재 피해 관련 단체에 기부됩니다.
재생 다운로드
119 REMIX
Various Artists
119 REMIX"
515,어린왕자알렉산더,딱붙어서~ 할때 목소리 하..
516,알빠업자나용,노래 낼때마다 레전드 ...
517,지오공,15732인 블핑이랑 60000넘는 우리랑 역대급 차이다ㄷㄷ
518,서진,진짜 볼사 최고 ㅠㅠ ❤️
519,가을가려고,"너무 좋아요!
봄 분위기 선선하게 불어오네요~^^
재생 다운로드
나만, 봄
볼빨간사춘기
사춘기집Ⅰ 꽃기운"
520,김진우,달다 달아
521,디질롯,갓띵곡 너무조음 ㅠㅠ
522,갓친버디포레버_MAGO,"항상 좋은 노래 내주셔서 감사합니다❤ 늘 응원할께요!!
재생 다운로드
나만, 봄
볼빨간사춘기
사춘기집Ⅰ 꽃기운"
523,재현아제발결혼하자,ㅠㅠ 상황이 나 같아서 공감되는 부분도 있음 ㅠㅠㅠㅠㅠㅠㅠㅠㅠ 슬푸당
524,재현아제발결혼하자,ㅠㅠㅠㅠㅠㅠ우주를 줄게 이후로 최애곡 ㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠ너무좋아ㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠ
525,옴몽곰문,요즘 계속 맴돌아서 일상생활이 안돼요ㅠㅠㅠ 볼사 음색은 진짜 독보적
526,nuremberg,왜 눈물이 나는지..
527,JJJHHHHHHHH,처음 들을 때 노래전개가 지루해서 안듣고 있었는데 앞부분 맬로디가 계속 생각나서 듣다보니깐 중독되버림
528,Lycin,조아 죠아
529,모A_In스피릿,"<1월초>
1위: 넘쳐
2위: 12시
3위: (360÷2)도
4위: got dragon ash
5위: sO1o

<현재: 4월초>
1위: 나만, 봄
2위: 죽여(??) 이 사랑
3위: 4계
4위: 별 보러 갈래?
5위: 사wol2 지나면 uri 해어져yo

차트 변동 오지는 군(근데 그걸 우리 볼4가 집권ㅋㅋ 대박)"
530,Stray_77,나온지 3일이 지났는데도 이용자 100만 실화냐
531,Leegwonsang,안졍 목소리 독보적
532,아이유-사랑해,볼빨간사춘기는 사랑입니다!❤
533,J.ihy.e,백만명 ㅁㅊ ㅋㅋㅋㅋ
534,호호롤로롤로,필요없소
535,광환,처음부분 사랑이 뭔데랑 개 비슷하다
536,탈퇴한 회원,노래나온이후로 쭉 이용자수 100만이상이네 갓이다
537,바선,나만 바보 선샤인 들었나? ㅋㅋㅋㅋ
538,문성현,믿듣볼
539,봄향기_가득한,믿고 듣는 볼빨간사춘기ㅠㅠㅜㅠㅠ❤
540,코코넛--,이게 제일 좋아..ㅜ
541,연다린,넘 좋아
542,KSECMHSA,ㄹㅇ띵곡임 믿고듣는볼사
