,melon_id,댓글
832,양주영2,이 노래는 과연 미쳤다고 할수있다. 만약 이 노래를 그렇게 춥다던 러시아에서 50년간 살아온 알렉세이 씨에게 들려준다면 갑자기 장범준 빙의해서 러시아어로 벚꽃엔딩을 부르리라.
833,프골팩,응원 온 원스입니다~~볼빨간 사춘기 파이팅! 목소리가 넘나 고와요
834,MyPlayList,"너무 좋아 봄 노래♥️♥️
재생 다운로드
정말 좋다니까 (feat. 박성욱 of 마리슈)
도리토리
정말 좋다니까"
835,kimjeoni,♥️♥️♥️♥️
836,ioip1212,"노래에 포인트가 없는 느낌? 어느 부분을 따라해야할지 한번에 갈피를 못잡겠음.
-별 보러 갈래가 더 봄같음 느낌"
837,한밤의카니발,안지영 천재
838,PAKA,들을거생김 개꿀
839,슬기,너무 좋아요 진짜ㅠㅠㅠㅠㅠㅠ❤️❤️
840,겨울.바다,봄에 듣기 가볍고 좋은 곡이네
841,이기쁨찾기,"이제 매년 봄에는 벚꽃연금에 이어서 나도연금의 탄생인가???
재생 다운로드
나만, 봄
볼빨간사춘기
사춘기집Ⅰ 꽃기운"
842,Crrush,"봄빨간사춘기 1위하자 ㅠㅠㅠㅠ
노래 진짜 최고,,"
843,배지녕ㅇ,노래 좋아..ㅜㅜㅜㅠㅠㅠㅠㅠㅠㅜㅠ 너무 좋아ㅠㅜㅠㅜㅠ
844,Kimherin,인트로랑 멜로디가 너무 또오해영....
845,WWWWWWWWV,너무 좋다 진짜
846,Kirr_1022,와 미친 역대급이다 진짜
847,Kim.aa,봄 느낌이 너무 좋닿 꿈 같은 느낌
848,ㄹ-록시땅-ㄹ,1등 가자!
849,I_MODA_U,봄 타도송이 점점많아지는군요 후후
850,cvrd_red_color,또다른 봄 anthem의 탄생이군뇨 ..... ✨
851,김지유김민지,개좋아
852,Seminy,믿고듣는 볼사 ㅠㅠ 볼사 없었으면 무슨 낙으로 살았을까
853,마른반찬,노래에 취한다
854,Before_sunrise,넘 좋당 ㅠㅠ
855,뺑알스,이게 가수지 !!!
856,탈퇴한 회원,외쳐 갓볼사
857,Su_J_,진정한 가수다 진짜로
858,아침은다시올거야,진짜 너무 좋다ㅠㅠㅠㅜ
859,이쁘다증말루,"너무 기다렸어 이 목소리ㅠㅠ
노래도 너무 좋고 사랑해,,❤️"
860,탈퇴한 회원,"볼빨간사춘기 노래들은 안좋은노래들이 없음
수록곡 매번 다 좋고 와 역시 볼빨간사춘기 이번앨범도 대박 ㅠㅠㅠㅠㅠㅠ 1위가자♥"
861,JKLR,노래 좋당
862,ㅎㅅㅎㅅㅎ11,믿듣이다 진짜
863,나연이가너무좋나연,잊지 않고 노래 내주셔서 감사합니다 ㅜㅜㅜ 곡 너무조아용
864,bbh0506loving,믿듣볼사
865,탈퇴한 회원,믿고 듣는 볼빨간사춘기~~~
866,hl7018,너무 좋다!!!!!!
867,곰키,안돼 그만해 꼬ㅊ은 넣어줘
868,Batori,"좋아요!!
재생 다운로드
좋다고 말해
볼빨간사춘기
Full Album RED PLANET 'Hidden Track'"
869,신채호,봄 노래 하나 또 나왔네 “믿듣”
870,홍멜스,"""믿듣"""
871,syounvely,인트로랑 간주부분 약간 유승우 서현진 사랑이뭔데랑 ㅂ슷한데...?
872,이런다있데,짝사랑 노래 너무 좋다...
873,가나다라마사자바,녹는다녹아 ㅎㅎ
874,parthos,믿고있었다구 ㅠㅡㅠ
875,키티님ㅇㅡㅇ,볼빨간 사춘기 봄이랑 넘잘어울리공 목소리도 매력쩔어요 ><
876,깡슬공주,봄 노래 감사합니다. 잘 들을게요 :)
877,OmuJi,"'봄'빨간 사춘기
사실 다른 계절에도 많은 곡들이 나왔지만 다 봄에 잘 어울리네요
재생 다운로드
나만, 봄
볼빨간사춘기
사춘기집Ⅰ 꽃기운"
878,명곡을들으면짖는개,왈왈왈왈왈왈왈왈왈왈왈왈왈왈왈왈왈왈왈왈왈왈왈왈왈왈왈왈왈왈왈왈왈왈왈왈왈왈왈왈왈왈왈왈왈왈왈왈왈왈왈왈왈왈왈왈왈왈왈왈왈왈왈왈왈왈왈왈왈왈왈왈왈왈왈왈왈왈왈왈왈왈왈왈왈왈왈왈왈왈왈왈왈왈왈왈왈왈왈왈왈왈왈왈왈왈왈왈왈왈왈왈왈왈왈왈왈왈왈왈왈왈왈왈왈왈왈왈왈왈왈왈왈왈왈왈왈왈왈왈왈왈왈왈왈왈왈왈왈왈왈왈왈왈왈왈왈왈왈왈왈왈왈왈왈왈왈왈왈왈왈왈왈왈왈왈왈왈왈왈왈왈왈왈왈왈왈왈왈왈왈왈왈왈왈왈왈왈왈왈
879,탈퇴한 회원,이게 진짜 타이틀중에 최고인듯
880,봄여율,내년에는 꼭...ㅠㅠㅠㅠㅠㅠ
881,rgkq,노래도 좋고 목소리도 봄에 넘 잘어울려 개좋네
882,관선관선,봄 여름 가을 겨울 볼사
883,RYD,1빠염
884,세네니스,봄 기운이 나는 노래
885,4zure,사랑해 ㅜㅜㅜㅜ
886,blx_e_kr,"몽글몽글 너무 설렌다 ,,"
887,탈퇴한 회원,올해도 볼사가 조진다~~
888,hyy2,역시는 역시다.. 개좋아ㅜ
889,redippo,벚꽃 핀 거리에 걸으면서 들으면 겁나 좋을듯한 노래ㅎㅎ
890,볼사에빠졌을때,우와ㅏ
891,므므므므느,그들이왔다
892,숀SHAUN,이곡은 봄이올때마다 역주행합니다
893,ㅇㅇㅇㅇㅋㅋㅎㅋㅎ,이번 봄은 볼사다
894,demiaro1,차트올킬
895,leehajoon,썸탈거야보다 좋은 노래가 나올까 했는데 바로 나와버리네 ㄷㄷ 역대급이다 1위 가즈아아
896,닥중이,이게 봄이다
897,Lilbluestar,우와 볼빨간사춘기 신곡 봄 노래다ㅎㅎㅎ 힐링돋는 느낌이네ㅋㅋㅋㅋ 차트 1위 가즈아~~!!
898,Bollove,"와.. 역시감탄밖에 안나온다. 믿고듣는 볼사노래... 졍쓰, 지윤모두 꽃길만 걷길~~ 노래역시 너무 좋네 차트 1위 런런 볼터치 여러분 사랑함돠~ 자신이 볼터치라면 제글 좋아요 ㄱㄱ"
899,hopeyu,1등 가자
900,이호찬임,그나저나 여친좀...
901,탈퇴한 회원,190402 봄과 함께 돌아왔습니다
902,안녕안졍,"이게노래야?진짜 별로
내 마음 속 별로"
903,Jinzyugz,올라갑시다
904,별하랑-별청,좋아오
905,자몽캌,"노래 너무 좋아요
사랑해요♥️"
906,쓰쁘링,good
907,LiIpump,차트 올킬이 시작대따
908,닉네임_뭐하지이,드디어 올라 왔다♡♡♡♡
909,Bollove,111
910,김강혁,ㅎㅎㅎ
