,user,comments,processed_comment
1085,J,언젠가1위하겠지 진짜벚꽃축제하고완전봄절정이면또1위할듯,"['위', '하다', '진짜', '벚꽃', '축제', '완전', '봄', '절정', '또', '위', '하다']"
1086,kim***,벚꽃좀비 ㅋㅋㅋ,"['벚꽃', '좀비']"
1087,J,ㅋㅋㅋ프사 존귀네여,"['프사', '존귀']"
1088,jji***,여름안에서 무시하시나요!,"['여름', '안', '무시', '하다']"
1089,nec***,가을은 잊혀진 계절 ㅋ 10월 마지막날 라디오에서 종일 나옴 ㅋ,"['가을', '잊혀지다', '계절', '마지막', '날', '라디오', '종일', '나오다']"
1090,ani***,ahhh~~여름은 투톱이였군요.,"['여름', '투톱', '이다']"
1091,caf***,벚꽃연금 ㅋㅋ,"['벚꽃', '연금']"
1092,ins***,27위,['위']
1093,애화랑,또올라왔어ㅋㅋㅋㅋ진짜 봄되면 생각남,"['또', '올라오다', '진짜', '보다', '면', '생각나다']"
1094,Lira,벚꽃엔딩이 봄이라는 계절에 대해서 얼마나 잘 표현하고 있는 곡인지 매년 봄 실시간 차트에서 찾을 수 있다는 것만 해도 말 다했지,"['벚꽃', '엔딩', '봄', '계절', '대해', '얼마나', '자다', '표현', '있다', '곡', '매년', '봄', '실시간', '차트', '찾다', '수', '있다', '것', '해도', '말', '하다']"
1095,과니❣️,내 군대 입대곡이였던 노래훈련소에서 자대갔을 때 얼마나 이 노래들으면서 전역하고 싶었던 지 ㅋㅋㅋ물론 전역한 지금도~~~~커플은아니지만벚꽃놀이 꼭 가고싶네요 ㅎ,"['내', '군대', '입대', '곡', '이다', '노래', '훈련소', '자다', '가다', '때', '얼마나', '이', '노래', '들다', '전역', '싶다', '지다', '전역', '지금', '커플', '아니다', '벚꽃놀이', '꼭', '가다']"
1096,ㅇㅅㅇ,버스커버스커를 대표하는노래,"['버스커버스커', '대표', '하다', '노래']"
1097,jji***,듀스의 여름안에서가 벌써 20년째 여름을 대표하는 노래라면 앞으로 20년쯤은 이노래가 봄을 대표하는 노래가 될듯,"['듀스', '여름', '안', '벌써', '여름', '대표', '하다', '노랗다', '앞', '노래', '봄', '대표', '하다', '노래', '되다']"
1098,hip***,캬 ... 봄만되면 차트에 올라오는 버스커버스커 역시 !!,"['캬', '봄', '되다', '차트', '올라오다', '버스커버스커', '역시']"
1099,hys***,드뎌 봄이‥ 오는건가?  추워죽음 ㅜㅜ,"['드뎌', '봄', '건가', '춥다', '죽음']"
1100,ser***,"좀비같음.,슬금슬금 올라오시네","['좀비', '같다', '슬금슬금', '올라오다']"
1101,J,이노래들으면 여의도벚꽃축제그길에서걸어가는거생각나 완전짜응 설렘 분홍빛이막아른거림 치마도다시입고싶고 진짜봄이계절중에짜응,"['노래', '들다', '여의도', '벚꽃', '축제', '길', '걸어가다', '생각나다', '완전', '짜다', '응', '설레다', '분홍', '빛', '막', '아른거리다', '치마', '다시', '입다', '진짜', '봄', '계절', '짜다', '응']"
1102,hes***,아마 벚꽃 필 때쯤이면 1위 하고 있지 않을까 하네요 ㅎ,"['아마', '벚꽃', '필', '때', '이면', '위', '하다', '있다', '않다', '하다']"
1103,다큰나이트,올해도 봄은 찾아온다!!,"['올해', '봄', '찾아오다']"
1104,hys***,봄에만 느낄수 있는 감정‥ 곧 봄이 오니 이 노래 들으면서 거리를 걸어보자구요!,"['봄', '느끼다', '있다', '감정', '곧', '봄', '오니', '이', '노래', '들다', '거리', '걸다', '보다']"
1105,kms***,봄이 오면 가장 생각나는 노래,"['봄', '오다', '가장', '생각나다', '노래']"
1106,J,ㅋㅋ계속올라옴,"['계속', '올라오다']"
1107,jml***,바퀴벌레년 주제엨ㅋㅋㅋㅋㅋㅋㅋㅋㅋ,"['바퀴벌레', '년', '주제']"
1108,J,ㅋ진리임그래서,"['진리', '임']"
1109,J,ㅋ맞음,['맞다']
1110,벚,진짜 그때쯤에 몇주쨰1위하고있음ㅋㅋ,"['진짜', '그때', '쨰', '위', '하다']"
1111,J,ㅇㅇ그리고벚꽃엔딩은또올라옴,"['벚꽃', '엔딩', '또', '올라오다']"
1112,ㅎ,벚꽃엔딩짜유ㅠㅠㅠㅠㅠㅠㅠ,"['벚꽃', '엔딩']"
1113,qkr***,뭐야이노래.....봄마다 차트에올라와 있자나ㅋㅋㅋㄱㅋㅋ,"['뭐', '노래', '봄', '차트', '올라오다', '있다']"
1114,mto***,ㅋㅋㅋㅋ 봄바다 폭풍 역주행~,"['봄바', '폭풍', '역주행']"
1115,구봉이,다시 오고있구나 미리 줄서봅니다,"['다시', '오다', '미리', '줄', '보다']"
1116,pun***,봄캐롤의 계절이 오구있당!!,"['봄', '캐롤', '계절', '오다']"
1117,avante,벚꽃연금 또 스멀스멀 올라오네평생타먹을듯,"['벚꽃', '연금', '또', '올라오다', '평생', '타', '먹다']"
1118,hy4***,올해도 역쉬,"['올해', '역쉬']"
1119,sh3***,스물스물~~,"['스물', '스물']"
1120,mil***,올해도 어김없이 벚꽃좀비!!!ㅋㅋㅋ,"['올해', '벚꽃', '좀비']"
1121,den***,올해3월되면 스물스물 차트올라옴,"['올해', '스물', '스물', '차트', '올라오다']"
1122,kkn***,봄되면생각나는노래♥︎,"['보다', '면', '생각나다', '노래']"
1123,초ㅕㅍ,벌써 스멀스멀올라오다니,"['벌써', '올라오다']"
1124,링크,하모니카 소리 미친듯이 설레요아 또 봄이 오는 구나!그대여~ 그대여~ 그대여~~,"['하모니카', '소리', '미치다', '설레다', '요', '또', '봄', '오다', '구나', '그대', '그대', '그대']"
1125,ash***,역시 벚꽃엔딩ㅠㅠ 역시 버스커버스커ㅠㅠ,"['역시', '벚꽃', '엔딩', '역시', '버스커버스커']"
1126,tvx***,이 노래만 들으면 괜스레 마음이 설레고 두근거려요ㅠㅠ❤❤❤❤❤,"['이', '노래', '들다', '괜스레', '마음', '설레다', '두근거리다']"
1127,얄리얄라,미친새낔ㅋㅋ프사봐,"['미치다', '새끼', '프사', '보다']"
1128,링크,마!! 미친새끼라니 내가 니 친구냐 ㅡㅡ,"['마', '미치다', '새끼', '내', '니', '친구']"
1129,roh***,이미 클래식,['클래식']
1130,niv***,이노래 2014 에 도 뜨길 바라는사람 좋아요 눌어요! 그대여 그대여 그대여 좋아요 ㅇㅇ?,"['이노', '도', '뜨다', '바라다', '사람', '좋다', '눌', '그대', '그대', '그대', '좋다']"
1131,a01***,십리벚꽃길에서 들으면 최고!,"['십리', '벚꽃', '길', '들다', '최고']"
1132,gil***,와~ 리뷰44444444번ㅋㅋ,"['오다', '리뷰', '번']"
1133,gil***,ㅋㅋ리뷰작성3번째,"['리뷰', '작성']"
1134,gil***,리뷰작성,"['리뷰', '작성']"
1135,gil***,봄바람&벚꽃,"['봄바람', '벚꽃']"
1136,gun***,사랑하는그대와단둘이손잡고,"['사랑', '하다', '그대', '단둘', '손잡다']"
1137,gun***,역쉬!,['역쉬']
1138,hoo***,추억이새록새록~,"['추억', '새록새록']"
1139,dyk***,봄에좋은노래(^o^),"['봄', '좋다', '노래']"
1140,mk4***,사랑하는그대와단둘이손잡고,"['사랑', '하다', '그대', '단둘', '손잡다']"
1141,bud***,트윗애드온즈하위메뉴마지막바람바보,"['트윗', '애드온', '하위', '메뉴', '마지막', '바람', '바보']"
1142,niv***,너무좋으다,['좋다']
1143,bud***,아침?바보?,"['아침', '바보']"
1144,bud***,바보,['바보']
1145,nic***,이노래 좋아요,"['이노', '좋다']"
1146,alc***,이노래좋음 여친있는데도,"['노래', '좋다', '여친', '있다']"
1147,DJB-):-\,쇼,['쇼']
1148,DJB-):-\,아좋다~,['좋다']
1149,sim***,이노래들으면아무추억도없는데설리설리두준두준,"['노래', '들다', '추억', '없다', '설리', '설리', '두준', '두준']"
1150,pps***,전 여자친구 그립네요 .. 여자친구 만날때 이노래 유행햇는데 ..,"['전', '여자친구', '그리다', '여자친구', '만날', '때', '이노', '유행', '햇', '늘다']"
1151,chi***,우리학교벚꽃축제에이노래썻는데,"['우리', '학교', '벚꽃', '축제', '노래', '썻', '늘다']"
1152,shs***,이노래들으면뭔가가슴이웅클함 ㅠㅠ노래좋으다,"['노래', '들다', '뭔가', '가슴', '이웅', '크다', '함', '노래', '좋다']"
1153,gns***,그대여 우리이제 손 잡아요,"['그대', '우리', '이제', '손', '잡다']"
1154,any***,지금이 딱 벚꽃엔딩ㅜㅜ,"['지금', '벚꽃', '엔딩']"
1155,sh1***,봄 향기가 물씬♥,"['봄', '향기', '물씬']"
1156,gar***,벗꽃이 지다...,"['벗꽃', '지다']"
1157,wol***,명곡이다,['명곡']
1158,cho***,벚꽃만 보면 생각나는 노래~ 명곡이야♥,"['벚꽃', '보다', '생각나다', '노래', '명곡']"
1159,wes***,벚꽃엔딩 됴티됴티♥,"['벚꽃', '엔딩', '됴티됴티']"
1160,nam***,봄~벚꽃~벚꽃엔딩이 필요~듣고싶어요,"['봄', '벚꽃', '벚꽃', '엔딩', '필요', '듣다']"
1161,job***,봄이니깐이노래들으면기분짱최고!!,"['보다', '노래', '들다', '기분', '최고']"
1162,oh2***,봄에 듣고싶은노래 ㅎㅎ,"['봄', '듣다', '노래']"
1163,kwj***,이노래 들으면서 봄 거리를 걸어야하는데 수능공부라니!!,"['이노', '들다', '봄', '거리', '걸다', '수능', '공부']"
1164,카리스마낭만츄리,"버스커버스커,목소리 넘 좋음!","['버스커버스커', '목소리', '넘다', '좋다']"
1165,bae***,그대여~,['그대']
1166,영이:^D,봄에는 버스커버스커♥핳♠,"['봄', '버스커버스커']"
1167,ska***,버스커 진짜...대단하다,"['버스커', '진짜', '대단하다']"
1168,mjm***,아...... ^.~          다운받고 싶당,"['다운', '받다', '싶다']"
1169,woo***,봄이 오면 생각나는 노래♥♥,"['봄', '오다', '생각나다', '노래']"
1170,myl***,좋탸,['좋탸']
1171,aud***,흩날리는 벚꽃 맞으러 갈까..~,"['흩날리다', '벚꽃', '맞다', '갈다']"
1172,171***,요즘듣기 딱좋은 노래^^,"['요즘', '듣기', '딱좋다', '노래']"
1173,wel***,♥머리가 아닌 마음에 새기는 곡♥,"['머리', '아니다', '마음', '새기다', '곡']"
1174,ssh***,들을때마다 기분좋아지는 곡♥버스커버스커 짱vv,"['들다', '때', '기분', '좋아지다', '곡', '버스커버스커', '짱']"
1175,wel***,그대보다 보기 힘든 벗이 보고 싶다^^,"['그대', '보기', '힘드다', '벗', '보고', '싶다']"
1176,아무거나일단틀어,이게 바로 송테크...잘만든 앨범으로 시즌마다 입금...,"['이', '바로', '송', '테크', '잘만', '앨범', '시즌', '입금']"
1177,jfo***,봄날엔 역싀 점점 사라져가는 봄..,"['봄날', '역싀', '점점', '사라지다', '봄']"
1178,wel***,여의도 벚꽃이 만개하는 날에 그녀의 손을 꼭 잡고 걸으리♥,"['여의도', '벚꽃', '개', '날', '그녀', '손', '꼭', '잡고', '걸다']"
1179,******,이런게 바로 진정한 힐링노래지♪ 아좋다,"['이렇다', '바로', '진정하다', '힐링', '노래', '좋다']"
1180,gml***,정말 좋아,"['정말', '좋다']"
1181,klw***,흐캬♥♥♥♥,['흐캬']
1182,cmc***,벚꽃. 마니마니 펴라,"['벚꽃', '펴다']"
1183,chl***,역시 봄 하면 벚꽃엔딩이죠♥♥,"['역시', '봄', '하다', '벚꽃', '엔딩']"
1184,kbi***,봄이오면버스커버스커노래가팍팍땡기네요봄느낌팍팍,"['보다', '버스커버스커', '노래', '땡기다', '봄', '느낌']"
1185,꽉,봄이 오면서 다시금 생각나는 버스커버스커...ㅎ좋다,"['봄', '오다', '다시금', '생각나다', '버스커버스커', '좋다']"
1186,whi***,추운 겨울에도 이 노래를 들으며 봄을 기다려왔어요. 다음주 주말쯤엔 이노래의 참맛을 느낄 수 있지 않을까요? 봄아 많이 기다렸다~~,"['추다', '겨울', '이', '노래', '들다', '봄', '기다리다', '오다', '다음주', '주말', '노래', '차다', '맛', '느끼다', '수', '있다', '않다', '봄', '기다리다']"
1187,vio***,와 차트 봐라;;,"['오다', '차트', '보다']"
1188,kaf***,꽃샘추위도 잊게만드는 봄을부르는노래~^~ 언제들어도 달달한곡♡,"['꽃샘추위', '잊다', '만들다', '봄', '부르다', '노래', '언제', '어도', '달달', '곡']"
1189,lon***,빨리 새앨범 나오길,"['앨범', '나오다']"
1190,eun***,이제 봄인데 이런 노래로 옆에허전함  을없에야 겠군요...  하......,"['이제', '봄', '이렇다', '노래', '옆', '허전하다', '없다', '겠다']"
1191,ejd***,시발?,['시발']
1192,jer***,아 애잔하다~~,['애잔하다']
1193,soh***,진짜 바람이 살랑이는 듯~♥,"['진짜', '바람', '살랑이다', '듯']"
1194,joo***,봄냄새나는노래,"['봄', '냄새', '나', '노래']"
1195,연듸,이노래 들으면 왠지설래.. 아무추억없는데ㅡ.ㅡ,"['이노', '들다', '설', '추억', '없다']"
1196,lsh***,이노래들으니 작년에 설레임이 생각나네,"['노래', '들다', '작년', '설레임', '생각나다']"
1197,DJ Czle,봄이왔다 벛꽃도왔다이제 버스커버스커만 오면될듯,"['봄', '오다', '벛꽃', '오다', '이제', '버스커버스커', '오다', '되다']"
1198,단아한그녀,벚꽃 엔딩만 들으면 봄이 생각나,"['벚꽃', '엔딩', '들다', '봄', '생각나다']"
1199,cpt***,벚꽃엔딩 = 봄의 알람소리,"['벚꽃', '엔딩', '봄', '알람', '소리']"
1200,gcs***,뭐 병신아,"['뭐', '병신']"
1201,pcr***,ㅋㅋㅋㅋㅋ귀염,['귀염']
1202,연듸,알림 백개이상떠서 놀랬네... 벚꽃좀비가 또...,"['알림', '개', '이상', '뜨다', '놀래다', '벚꽃', '좀비', '또']"
1203,1978390,벚꽃좀비 ㅋㅋㅋㅋㅋㅋㅌㅋㅋㅋㅋ,"['벚꽃', '좀비']"
1204,HahnGyurl,zㅋㅋㅋㅋㅋㅋㅋ아무추억없는뎈ㅋㅋ,"['추억', '없다']"
1205,백설지영,귀염귀염 ㅋ.ㅋ,"['귀염', '귀염']"
1206,klove8685,왜케웃기짘ㅋ,"['왜', '웃기']"
1207,Lem***,벚꽃 좀빜ㅋㅋㅋㅋ,"['벚꽃', '좀비']"
1208,sha***,ㅋㅋㅋㅋㅋㅋㅋㅋㅋ저도 ㅋㅋ,['저']
1209,syk***,전 이상형이 떠오르네요.......,"['전', '이상형', '떠오르다']"
1210,다슬냥,배뎃 빵터짐ㅋㅋㅋㅋ 아무추억없는데랰ㅋㅋㄱㅋㅋㅋㅋ,"['배뎃', '빵터지다', '추억', '없다']"
1211,연듸,추천수가 점점 올라가는걸보니 또..,"['추천', '수가', '점점', '올라가다', '보다', '또']"
1212,gen***,또....,['또']
1213,뚜,"아무추억없으니 설레는거애오,,,ㅎ 추억이있으면 들으면 슬퍼오,,,","['추억', '없다', '설레다', '애오', '추억', '있다', '들다', '슬프다']"
1214,뚜,"ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ나도 ,, 다시 슬플일만들구싶다 ,,,","['나다', '다시', '슬프다', '일만', '들다', '싶다']"
1215,may***,2017년도 벚꽃좀비때문에 알람이 또........ㅋㅋㅋㅋㅋㅋㅋㅋ,"['벚꽃', '좀비', '때문', '알람', '또']"
1216,연듸,4년째 알람와서 별 생각 없습니다 ㅎㅎ 석촌호수에 비나 한바가지 왔으면 좋겠네요,"['알람', '서다', '별', '생각', '없다', '석촌호수', '비', '바가지', '오다', '좋다']"
1217,삐약이,맞아요..,['맞다']
1218,mmy***,훈련소때 봄에 군대에서 떼창했던 기억이 ㅜ,"['훈련소', '때', '봄', '군대', '떼창', '하다', '기억']"
1219,ㅛㅎㅎ,또 올라왓습니다,"['또', '오르다', '왓습']"
1220,den***,작년엔 이거 들으면서 행복했는데ㅋㅋㅋ... 주륵..ㅠ,"['작년', '거', '들다', '행복하다', '주륵']"
1221,연듸,좀비보러 오신분들 올해도 행복하십셔!!!,"['좀비', '보다', '오신', '올해', '행복하다']"
1222,xog***,이분 뜻밖의 6년째 정기알람..,"['이분', '뜻밖', '정기', '알람']"
1223,스타벅스,와 초등학생때 나온 노래가 아직도...,"['오다', '초등학생', '때', '나오다', '노래']"
1224,갱,뜻 밖의 7년 째 정기 알림 ..*^^,"['뜻', '밖', '째다', '정기', '알림']"
1225,aut***,실버판테온도 설레십니까 형님,"['실버', '판테온', '설레다', '형님']"
1226,차일드,하 육군 훈련병때 종교행사가서 떼창한거 기억난다 그때가 이 노래나온지 딱 1년뒤였는디..,"['육군', '훈련병', '때', '종교', '행사', '가다', '떼창', '거', '기억나다', '그때', '이', '노래', '나오다']"
1227,아힛뎀🌌,실버판테온ㅋㅋㅋㅋ,"['실버', '판테온']"
1228,LIFEynMAN,ㅋㅋㅋㅋㅋㅋㅋㅋ이젠 봄보다 더 봄같은 노래ㅋㅋㅋㅋ,"['젠', '봄', '더', '봄', '같다', '노래']"
1229,pan***,봄의노래♥,"['봄', '노래']"
1230,pan***,봄의노래,"['봄', '노래']"
1231,다샘,올해 첨 재대로 듣는노래!,"['올해', '재', '듣다', '노래']"
1232,cco***,내년봄엔대학가서이노래듣고싶어요ㅎㅎ!!화이팅,"['내년', '봄', '대학가', '노래', '듣다', '화이팅']"
1233,포효,어쩐지 여운이 맘에 남는 노래,"['어쩐지', '여운', '맘', '남다', '노래']"
1234,개수빈,이제곧 벚꽃의계절 !!!,"['곧', '벚꽃', '계절']"
1235,카르페디엠,봄에 캐롤 듣는기분 두근두근 벚꽃엔딩,"['봄', '캐롤', '듣다', '기분', '벚꽃', '엔딩']"
1236,tyn***,아련하네요,['아련하다']
1237,sar***,봄이 오면서..이 노래가 먼저 생각났다. 작년 윤중로의 벚꽃이 생각나며 행복해져온다...,"['봄', '오다', '이', '노래', '먼저', '생각나다', '작년', '윤중로', '벚꽃', '생각나다', '행복하다', '오다']"
