,user,comments,processed_comment
222,버즈,진짜 신기하다 봄만되면 생각나네 ㅋㅋㅋㅋㅋ 벌써 몇년짼거지 ㅋㅋㅋㅋㅋ,"['진짜', '신기하다', '봄', '되다', '생각나다', '벌써', '년', '째다']"
223,모양,너무조아ㅜㅠ,['무조']
224,yeo***,2019년 봄에도 이노래 잘부탁해영🌸🌸,"['봄', '이노', '부다', '탁하다', '영']"
225,아ㅏ악,올해도 잘 부탁합니다,"['올해', '자다', '부탁', '하다']"
226,chl***,🌸2019에도 차트인 했습니다. 다음년도에도 확인해봅시댱🌸,"['차트', '하다', '다음', '년도', '확인', '해보다', '댱']"
227,Jino,장태식이.. 돌아왔구나!,"['장', '태식', '돌아오다']"
228,h1g***,어? 또 왔니?,"['또', '오다']"
229,anr***,벚꽃연금...,"['벚꽃', '연금']"
230,sur***,돌아왔구나 벚태식이,"['돌아오다', '벚태식']"
231,아련,다시 봄.,"['다시', '봄']"
232,다희~♡,너무 좋은노래예요~^^,"['좋다', '노래']"
233,pos***,또 차트인,"['또', '차트']"
234,gob***,사랑과 봄을 노래로 배운다고 할수있을거 같아,"['사랑', '봄', '노래', '배우다', '하다', '같다']"
235,aaw***,"풋풋한 20살, 대학생때 들었는데 벌써 졸업하고 취업까지했네 따스한 봄날의 추억이 생생해서 너무좋다","['풋풋하다', '살', '대학생', '때', '들다', '벌써', '졸업', '취업', '하다', '따스하다', '봄날', '추억', '생생하다', '좋다']"
236,꾸,진짜 이노래처럼 듣자마자 아 봄이다 ~ 이 느낌 빡 오는 노래도 없음 ㄹㅇ 봄 대표송,"['진짜', '노래', '듣다', '봄', '이', '느낌', '빡', '오다', '노래', '없다', '봄', '대표', '송']"
237,can***,엔딩없는 벚꽃엔딩.. 다시 시작!,"['엔딩', '없다', '벚꽃', '엔딩', '다시', '시작']"
238,big***,???:  살려주세요  저  여기있어요,"['살리다', '저', '여기다']"
239,ooo***,봄바람 휘날리므여~~~~~,"['봄바람', '휘날리다', '므']"
240,red***,봄이다~~,['봄']
241,prs***,역시 봄이네 ㅋㅋㅋ범준이 연금타는 계절 이노랜 언제들어도 좋다 ㅠㅠ,"['역시', '봄', '범준', '금타', '계절', '이노', '랜', '언제', '어도', '좋다']"
242,sun***,이 노래를 틀었더니... 옆에서  이 노래가 나오는걸 보니 봄이 왔는가보군.!,"['이', '노래', '틀다', '옆', '이', '노래', '나오다', '보다', '봄', '오다', '가보']"
243,긴생머리그녀,2012년 봄🌸 부평 베스코 룸카페에서 이 노래 들었던게 아직도 생생하다..ㄷ 7년전😱😢,"['봄', '부평', '베스', '코', '룸카페', '이', '노래', '들다', '생생하다']"
244,LLUN,벛꽃좀비,"['벛꽃', '좀비']"
245,베이지,슬슬 벚꽃엔딩 들을때가 되었군,"['슬슬', '벚꽃', '엔딩', '들다', '때', '되어다']"
246,히릿,이렇게 날씨 좋은날 벚꽃 좀비 깨어나라!!!,"['날씨', '좋다', '날', '벚꽃', '좀비', '깨어나다']"
247,ska***,오늘 날씨 너무 따뜻하니 절로 봄 노래가 생각난다. 봄 캐럴 하이,"['오늘', '날씨', '따뜻하다', '절로', '봄', '노래', '생각나다', '봄', '캐럴', '하이']"
248,ssu***,12학번 화이팅..,"['학번', '화이팅']"
249,ㅎ,12학번 아직도 수업중..,"['학번', '수업']"
250,잠이안오네,"나도 12학번 , 정말 취업하고 들으니 새롭다..누가 뭐랬는지모르지만 마음가짐이 그때랑은 너무나 다른데 노래는 그대로 스무살이다.. 듣고있는지금 많은것들이 스치고 어찌해야할지를 모를정도로 울컥하는게있다.","['나다', '학번', '정말', '취업', '들다', '새롭다', '누가', '뭐랬', '늘다', '모르다', '마음가짐', '그때', '다르다', '노래', '그대로', '스무살', '듣다', '금', '많다', '들이다', '스치다', '어찌', '하다', '하다', '모르다', '정도', '하다', '있다']"
251,카스타드광,오늘 날씨 뭔가 봄같아서 들으러옴,"['오늘', '날씨', '뭔가', '봄', '같다', '들다', '옴']"
252,히동,미리 들으러 옴 ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ,"['미리', '들다', '옴']"
253,hh,"2019년 2월 22일, 날 따뜻해지니 괜시리 듣고 싶어져서 옴","['날', '따뜻하다', '괜시리', '듣다', '싶다', '옴']"
254,후이,미리 들으러 왓습니다...,"['미리', '들다', '왓습니']"
255,swi***,처음 이 노래를 듣던 순간들이 곡과 함께 저장되어 들을 때마다 추억에 잠기게 만드는 노래. 내게 노래 그보다 이상의 것.,"['처음', '이', '노래', '듣다', '순간', '곡', '저장', '되어다', '들다', '때', '추억', '잠기', '만들다', '노래', '내다', '노래', '그', '이상', '것']"
256,hwe***,봄이 다가올 때 쯤이면 항상 생각나는 노래ㅋㅋ,"['봄', '다가오다', '때', '쯤', '항상', '생각나다', '노래']"
257,체체프라다,또 스물스물 기어올라오겠네,"['또', '스물', '스물', '기어오르다']"
258,big***,이제  곧이다   긴장해야해요  남친 여친 빨리 만듭시다,"['이제', '곧', '긴장', '하다', '해', '남친', '여친', '만듭시']"
259,노력하는곰돌이,음..곧 연금수령일이군.. 두달만 참아야지..,"['음', '곧', '연금', '수령', '군', '달', '참다']"
260,sh0***,삐빅 3달뒤 떡상할 노래입니다!,"['삐빅', '달뒤', '떡', '하다', '노래', '이다']"
261,lee***,"봄 노래 다 좋지만 역시 이게 최고,,","['봄', '노래', '좋다', '역시', '이', '최고']"
262,dms***,고백 할때 좋은 노래 같애요,"['고백', '하다', '때', '좋다', '노래', '같다', '애']"
263,sow***,이거 우리 학교에서 뮤직비디오 했음,"['거', '우리', '학교', '뮤직비디오', '하다']"
264,hwe***,해마다 역주행 하는 이 곡은....,"['역주행', '하다', '이', '곡']"
265,ㅇㅇ,나중에 이노래 들으면 눈물날것같음 난 딴거 다 필요없고 전주만 들어도 눈물 핑 돌듯 막 몽글몽글하고,"['나중', '이노', '들다', '눈물나다', '같다', '난', '따다', '필요없다', '전주', '들다', '눈물', '핑', '돌다', '막', '몽글몽글하다']"
266,노짱,삶이 팍팍해지는 걸 느끼는게벚꽃도 예전같지가 않고이 노래도 덜 듣게되네요.다들 괜츈하신지,"['삶', '팍팍하다', '걸', '느끼다', '벚꽃', '예전', '같다', '않다', '노래', '덜', '듣다', '되다', '들다', '괜츈', '하다']"
267,지니지니,이제 놀랍지도 않다. 내년에 또 봐요^^,"['이제', '놀라다', '않다', '내년', '또', '보다']"
268,lov***,또 다시 봄이 왔음을 알린다.,"['또', '다시', '봄', '오다', '음', '알리다']"
269,ot,매년 들어도 봄에 듣기좋은 노래중에 베스트노래입니닿ㅎ,"['매년', '들다', '봄', '듣기', '좋다', '노래', '베스트', '노래', '이다']"
270,ㆍ,아 지겨워 또올라왔네 했는데 왜땜시 들으면 심장이 몽골몽골해지냐고ㅜㅜ,"['지겹다', '또', '올라오다', '하다', '왜땜시', '들다', '심장', '몽골', '몽골', '하다']"
271,ysh***,명실상부 봄의 지배자,"['명실', '상부', '봄', '지배자']"
272,둥글동글,벚꽃사골ㅋㅋ근데 벚꽃엔딩을 대체할 봄시즌송이 없으니봄 하면 이 곡이 떠오르는것 같아요,"['벚꽃', '사골', '벚꽃', '엔딩', '대체', '하다', '봄', '시즌', '송이', '없다', '봄', '하다', '이', '곡', '떠오르다', '같다']"
273,윤매니저,2018년 4월 봄 내년에 봐요.,"['봄', '내년', '보다']"
274,hbn***,차트에 올라왔네요 봄노래중에 이노래만큼 설레이는 노래는 없는것같음,"['차트', '올라오다', '봄', '노래', '노래', '설레다', '노래', '없다', '같다']"
275,엑소는경마장못들어가,배댓들 뭔데 신고지,"['배댓', '뭐', '신고']"
276,22,32위 더 가즈아,"['위', '더', '가즈']"
277,twilight,와 37위 실화 벚꽃좀비 가즈아,"['오다', '위', '실화', '벚꽃', '좀비', '가즈']"
278,dbs***,피어나요 벚꽃좀비!😊,"['피다', '벚꽃', '좀비']"
279,dnd***,벚꽃좀비,"['벚꽃', '좀비']"
280,jos***,듣는다 1년만에~.~,['듣다']
281,nw1***,봄이 좋냐? 이것도있어요!!,"['봄', '좋다', '것', '있다']"
282,hid***,1위 설마 못가나요 가겠지?,"['위', '설마', '가다', '가다']"
283,qne***,또 시작이겠군...,"['또', '시작', '이겠다']"
284,mae***,다시 상위권가즈아,"['다시', '상위', '아']"
285,sup***,"현재 31위 ! 작년에 다시 벚꽃 무대인사 갔었는데 장범준 진짜 멋있었음,,,영원히 음악해주세요 ㅠㅠ","['현재', '위', '작년', '다시', '벚꽃', '무대', '인사', '가다', '장범준', '진짜', '멋있다', '영원하다', '음악', '해주다']"
286,ant***,수원 벚꽃 언제펴요?,"['수원', '벚꽃', '언제', '펴다']"
287,꒰ɞ̴̶̷·̮ɞ̴̶̷꒱,댓글 연도 진짜 다양하다ㅋㅋㅋ,"['댓글', '연도', '진짜', '다양하다']"
288,OliveYou,아닠ㅋㅋ 어디까지 올라왔나 보려고 100위까지 쭉 내렸더니 29위에 있었네,"['아니다', '어디', '올라오다', '보다', '위', '쭉', '내리다', '위', '있다']"
289,🎧,이거 한곡만냈어도 평생 먹고살았겠다,"['거', '곡', '내다', '평생', '먹고살다']"
290,ek7***,여전히 벚꽃이 만연하게 핀 길을 걸으면 생각난다 ㅎㅎ,"['여전하다', '벚꽃', '만연하다', '핀', '길', '걸다', '생각나다']"
291,bon***,이정도면 거의 벚꽃네버엔딩..,"['정도', '거의', '벚꽃', '네버엔딩']"
292,흔들어,2018 봄이 왔네요,"['봄', '오다']"
293,표블리,다시 시작인가,"['다시', '시작']"
294,내적댄스,33위ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ,['위']
295,sbs***,3월31일 오후3시51분기준 36위 미쳤닼ㅋㅋㅋ,"['오후', '위', '미치다']"
296,blo***,역시 벚꽃좀비,"['역시', '벚꽃', '좀비']"
297,tan***,또다시이노래가차트에스멀스멀기어올라온다,"['노래', '차트', '기어', '올라오다']"
298,타이타닉,벚꽃코인 ㅋㅋ,"['벚꽃', '코인']"
299,YarnBer,요즘 벚꽃핀 나무도 있더라ㅋㅋ,"['요즘', '벚꽃', '핀', '나무', '있다']"
300,너에게간다,현재 38위 ㅋ,"['현재', '위']"
301,dud***,올해는 언제 1위 찍을지 기대되넹 ㅋㅋ,"['올해', '언제', '위', '찍다', '기대다', '넹']"
302,junhwanlee,또왔노? 그계절,"['또', '오다', '계절']"
303,뀽,슬슬 올라오네 벌써 50위 안,"['슬슬', '올라오다', '벌써', '위', '안']"
304,다산,이노래가 거리에서 흘러나오면 봄이 왔구나 실감함,"['노래', '거리', '흘러나오다', '봄', '오다', '실감', '함']"
305,ntw***,연금 보태러 왔습니다. 올해도 잘부탁 드립니다ㅋㅋ,"['연금', '보태', '러', '오다', '올해', '자다', '부탁', '드리다']"
306,gg,진짜 봄이 없어져서 이 노래를 듣고 이게 봄였다 라고 말할 수 있는 노래다....맘이 뭉클하고 설레는 느낌이야ㅠ,"['진짜', '봄', '없어지다', '이', '노래', '듣다', '이', '보다', '말', '하다', '수', '있다', '노래', '맘', '뭉클하다', '설레다', '느낌']"
307,블링꽁,아마 곧.. 또 다시 올라올 벚꽃연금 ㅋㅋ,"['아마', '곧', '또', '다시', '올라오다', '벚꽃', '연금']"
308,dkf***,좀비가깨어나고있다,"['좀비', '깨어나다']"
309,dan***,언제들어도 좋다 ㅋㅋㅋㅋ,"['언제', '어도', '좋다']"
310,LAB917,큿.. 벚꽃 개화시기와 세트바리로 스믈스믈 민요등장..🌸,"['큿', '벚꽃', '개화', '시기', '세트', '바리', '스믈스믈', '민요', '등장']"
311,🐏,그 노래 또 그 노래했네ㅋㅋ,"['그', '노래', '또', '그', '노래', '하다']"
312,뿌셔뿌셔양념치킨맛,슬슬 오는구나 봄이,"['슬슬', '오다', '봄']"
313,mra***,곧 차트100안에들겠지 벚꽃축제 얼마안남았다,"['곧', '차트', '안', '들다', '벚꽃', '축제', '얼마', '안남다']"
314,jen.,봄만 되면 올라오는 그 노래...!,"['봄', '되다', '올라오다', '그', '노래']"
315,anzin,봄이좋냐 대리고 올라오는중이네 ㅋㅋㅋㅋㅋㅋㅋ,"['봄', '좋다', '대리', '올라오다', '중이']"
316,좋아한다니까,이제 또 스멀스멀 차트로 올라올 때가...,"['이제', '또', '차트', '올라오다', '때']"
317,미님,벚꽃엔딩과 함께 봄이 왔네요 ♡,"['벚꽃', '엔딩', '봄', '오다']"
318,ㅇㅇㅇㅇㅇ,이번 봄에도 다시 들으러 왔다 !연금 가즈아ㅏㅏㅏ,"['이번', '봄', '다시', '들다', '오다', '연금', '가즈']"
319,eun***,노래가 좋으니까 찾는 곡 중 하나겠지.,"['노래', '좋다', '찾다', '곡', '중', '하나', '겠다']"
320,pan***,자 곧 봄이다.. 또 가즈아!!!,"['자', '곧', '봄', '또', '가즈']"
321,하쿠엄마슈화,쿨타임 됐다,"['쿨타임', '돼다']"
322,서화,얘도 진짜 역주행 지린다...매년 벚꽃필때마다...,"['얘', '진짜', '역주행', '린다', '매년', '벚꽃', '필때']"
323,Moon,봄이 또 왔네 ㅋㅋㅋㅋㅋㅋㅋ,"['봄', '또', '오다']"
324,hai***,진짜 봄되면 듣고싶은노래 1위ㅠㅠㅠㅠ,"['진짜', '보다', '면', '듣다', '노래', '위']"
325,keu***,와 추억돋는다... 노래들으면서 추억떠오르고 아련하고 막 기분 이상한데 좋으네 발매된지 꽤 됬는데 전혀 촌스럽지 않고 걍 명곡이다ㅠㅠㅠㅠ,"['오다', '추억', '돋다', '노래', '들다', '추억', '떠오르다', '아련하다', '막', '기분', '이상하다', '좋다', '발매', '되다', '꽤', '되다', '전혀', '촌', '않다', '명곡']"
326,헤이즈다비치,존버충들이 빛을 발할때떡상중,"['존버충들', '빛', '발', '하다', '때떡', '상중']"
327,지이니이♡,슬슬 다시 올라오는구나ㅋㅋㅋㅋㅋㅋㅋ,"['슬슬', '다시', '올라오다']"
328,sol***,위로 가즈아!,"['위로', '가즈']"
329,리디아,3/16일 125위 실화냐 ㅋㅋㅋㅋ,"['위', '실화']"
330,ret***,벚꽃좀비 컴온!!!!,"['벚꽃', '좀비', '컴온']"
331,net***,질리지않고 봄만되면 생각나는 노래,"['질리', '않다', '봄', '되다', '생각나다', '노래']"
332,ㅈㅎ,스믈스믈,['스믈스믈']
333,베로니카,내가 스무살때 캠퍼스에서 벚꽃보고 들었던 노래인데...벚꽃풍경도 그대로고 노래도 그대로인데 나만 변했네,"['내', '스무살', '때', '캠퍼스', '벚꽃', '보고', '들다', '노래', '벚꽃', '풍경', '그대', '노래', '그대로', '나', '변하다']"
334,새우꽝,목록에 추가하였습니다.,"['목록', '추가', '하다']"
335,상은,노래 뜬거 보니깐 봄이왔네 ..내년에는 남자친구랑 들어야지 하고 다짐했는데 벌써 3년째 다짐만 하네,"['노래', '뜨다', '보', '봄', '오다', '내년', '남자친구', '들다', '하다', '다짐', '하다', '벌써', '다짐', '하다']"
336,azs***,벛꽃좀비가 스물스물~~봄이구나~🌸,"['벛꽃좀비', '스물', '스물', '봄']"
337,일곱시반,이곡이2012년 노래라니...,"['이곡', '노래']"
338,aruman12,봄이 왔어여ㅋㅋㅋㅋ,"['봄', '오다']"
339,kek***,누군가 그랬다 후에 벚꽃이 없어졌을때 벚꽃이 어떤 느낌인지 알려줄 띵곡이라고👍🏻🌸,"['누군가', '그렇다', '후', '벚꽃', '없어지다', '때', '벚꽃', '어떻다', '느낌', '알다', '띵곡']"
340,ari***,4월이 다가와서 다시 듣는 중언제 들어도 좋다😊,"['다가오다', '다시', '듣다', '중', '언제', '들다', '좋다']"
341,뿌요,벚꽃 꺼져!!!!!!!!!!!!!!,"['벚꽃', '꺼지다']"
342,윤봄,희희 재생목록 장-착,"['희다', '희다', '재생', '목록', '장', '착']"
343,달토끼,이번 봄에도 들으러 왔네요🌸,"['이번', '봄', '들다', '오다']"
344,jjh***,범준이형 연금나올때가 돌아왔습니다.,"['범준', '이형', '연금', '때', '돌아오다']"
345,ghs***,내가예상하는데 다음달 8일에 절정에 도달한다,"['내', '상하', '데', '다음', '달', '절정', '도달', '하다']"
346,kim***,다음주 봄이랍니다,"['다음주', '보다']"
347,oye***,또다시 벗꽃엔딩이 스물스물 기어나오는듯..ㅎ,"['벗꽃', '엔딩', '스물', '스물', '듯']"
348,앙ang123,벚꽃빌런이 등장할 차례인가..,"['벚꽃', '빌런', '등장', '하다', '차례']"
349,jh6***,이 노래를 들으면 그냥 재밌었던 기억들이 막 생각나고 좋은것들이 막 머릿속에 회상되요 신나고 정말 좋아요 첫사랑 같은 노래입니다....,"['이', '노래', '들다', '그냥', '재밌다', '기억', '막', '생각나다', '좋다', '것', '막', '머릿속', '회상', '되다', '신나다', '정말', '좋다', '첫사랑', '같다', '노래', '이다']"
350,dlf***,스물스물 또 올라오는구나 벚꽃좀비,"['스물', '스물', '또', '올라오다', '벚꽃', '좀비']"
351,sh0***,이제 떡상합니다 지금 들어가세요,"['이제', '떡', '하다', '지금', '들어가다']"
352,여늬,음악교과서에 실려할 노래,"['음악', '교과서', '실리다', '하다', '노래']"
353,gml***,봄 가즈아,"['봄', '가즈']"
354,bus***,"반갑네요, 이 노래가 돌아오니 봄도 같이 찾아왔군요😆😊","['반갑다', '이', '노래', '돌아오다', '봄', '찾아오다']"
355,wjd***,봄되니깐 스멀스멀 올라오네 ㅋㅋㅋㅋㅋㅋㅋ,"['봄', '되다', '올라오다']"
356,dks***,올 봄도 잘부탁해요 !!!,"['오다', '봄', '부다', '탁하다']"
357,tea***,봄 시작합니다!올라오십쇼!!,"['봄', '시작', '하다', '올라오다', '쇼']"
358,nmh***,봄이다 이제,"['봄', '이제']"
359,denensa,2018년 봄이 코앞이다..,"['봄', '코앞']"
360,mkh***,성지 순례왔습니다.올해 봄에는 벚꽃구경 갈수 있길둘이,"['성지', '순례', '오다', '올해', '봄', '벚꽃', '구경', '갈수', '있다', '둘']"
361,dan***,역주행 가즈아!!!!!,"['역주행', '가즈']"
362,jen.,슬슬 역주행할때가 됐군.,"['슬슬', '역주행', '하다', '때', '돼다']"
363,sks***,"성지왔습니다 올해는 이쁜연애하게 해주세요,","['성지', '오다', '올해', '이쁘다', '연애', '해주다']"
364,믕믕이,봄이 오면 생각나는 노래왜 이러지 이만 놓아줄때가 된것같은데벚꽃이 생각날때마다 듣게된다,"['봄', '오다', '생각나다', '노래', '왜', '이르다', '놓다', '때', '되다', '같다', '벚꽃', '생각나다', '때', '듣다', '되다']"
365,ksk***,온다 작년에도 이쯤에 차트인 가즈아ㅏㅏㅏ,"['오다', '작년', '이쯤', '차트', '가즈']"
366,아보카도,ㅋㅋㅋㅋㅋ날씨 좀 풀리니까 귀신같이 차트인ㄷㄷ,"['날씨', '좀', '풀리다', '귀신', '차트']"
367,뇽짱과함께하는음악시간,지금부터들어야지,"['지금', '들다']"
368,jae***,우리 음악교과서에 실림ㅋㅋㅋㅋㅋㅋㅋㅋ,"['우리', '음악', '교과서', '실리다']"
369,kin***,이정도면 한국의 봄은 이거다라 하겠네요,"['정도', '한국', '봄', '이다', '하다']"
370,lee***,봄이 왔을 때 뿐만 아니라 봄이 그리워질 때도 들음ㅠ,"['봄', '오다', '때', '뿐', '아니다', '봄', '그립다', '때', '들다']"
371,닉네임,잘지냈나요 ㅎㅎ 올해 봄도 잘 부탁해요♥,"['지내다', '올해', '봄', '자다', '부탁', '하다']"
372,뚝따라닥닥뚝딱딱,가즈아ㅏㅏ,['가즈']
373,몰랑몰,가즈아!!!!!!!!,['가즈']
374,ㅇㅅㅇ,언제와..,['언제']
375,닻별,비틀즈 급.. 아니 !..봄에는 .. 그 이상??,"['비틀즈', '급', '아니다', '봄', '그', '이상']"
376,fan***,국민봄가요,"['국민', '보다']"
377,0asis,이 노래 처음 나왔을 때가 생각나네요. 나온지 며칠 되지도 않아 입대했는데 하필 해군으로 입대하게 되어서 군항제 끝났을 즈음이었죠. 봄바람과 마지막 벚꽃을 맞으면서 들어갔는데ㅠ힘들 땐 이 노래를 생각하고 마음속으로 불러보고아 나중에 이 거지같은 곳은 여자친구생기면 다시 와서 좋은 기억으로 채워야지 생각하고ㅎㅎ 그냥 이 노래 들으면 그 때 그 기억이 살랑살랑 불어와 제 마음 한켠을 흔드네요.,"['이', '노래', '처음', '나오다', '때', '생각나다', '나오다', '며칠', '되다', '않다', '입대', '하다', '하필', '해군', '입대', '하다', '되어다', '군항제', '끝나다', '즈음', '이다', '봄바람', '마지막', '벚꽃', '맞다', '들어가다', '힘들다', '땐', '이', '노래', '생각', '마음속', '불다', '보고', '나중', '이', '거지같다', '곳', '여자친구', '생기', '다시', '오다', '좋다', '기억', '채우다', '생각', '그냥', '이', '노래', '들다', '그', '때', '그', '기억', '불어오다', '제', '마음', '하다', '켜다', '드']"
378,osh***,"리뷰가 2,3,4,5월에 몰려있음 ㄷㄷ","['리뷰', '몰리다']"
379,밒,한여름 조용한 새벽에 들어도 맘에 막 괜히 설레고 아련하고 그러네... 아무 추억도 없는데 ㅡㅡ,"['한여름', '조용하다', '새벽', '들다', '맘', '막', '설레다', '아련하다', '그렇다', '아무', '추억', '없다']"
380,닉네임,내년에 봐요 고마웠어요,"['내년', '보다', '고맙다']"
381,ㅇ,이정도면 벚꽃 좀비 아니냐,"['정도', '벚꽃', '좀비', '아니다']"
382,pcs***,예~yes,['예']
383,snafu,장범준 좋겠다 매년 벚꽃연금 너오고,"['장범준', '좋다', '매년', '벚꽃', '연금', '오']"
384,joa***,봄이다!,['봄']
385,yun***,걍 길가다 이노래들리면 봄온거임 썅.,"['길가', '노래', '들리다', '봄', '오다', '임', '썅']"
386,wns***,그냥 벗꽃좀비님 어서오세요 ㅎㅎ,"['그냥', '벗꽃', '좀비', '어서', '오다']"
387,닉네임을입력,봄에 뭐듣지 하다가 결국 이거 듣게됌..이것만큼 봄을 제대로 표현한 노래가 없어누가그랬지 미래에 봄이없어지면이노래 들려주면 된다고 이게봄이라고,"['봄', '뭐', '듣다', '하다', '거', '듣다', '돼다', '것', '봄', '제대로', '표현', '노래', '없다', '누가', '그렇다', '미래', '봄', '없어지다', '노래', '들려주다', '되다', '게봄']"
388,big***,592기쯤  되시겠네요 ㅋㅋㅋㅋㅋ  수병님  저는  600기입니다   ㅋㅋㅋㅋㅋㅋ,"['쯤', '되다', '수병', '저', '기입', '니']"
389,kkm***,누가 그랬는데,['누가']
390,tna***,zmz***이 그랬는데?,['이']
391,sm1***,그들이 또다시 온다..,"['그', '오다']"
392,zmz***,아마 봄이 없어진다면 이 노랠 틀며이게 봄 이라고 말해도 될 정도다..,"['아마', '봄', '없어지다', '이', '노랗다', '틀다', '봄', '말', '하다', '되다', '정도']"
393,단지,벛꽃엔딩 또 차트 위로 올라온다,"['벛꽃', '엔딩', '또', '차트', '위로', '올라오다']"
394,유동,버스커버스커 노래 중 듣는 노래 딱 두개 봄에 이거여름에 여수밤바다,"['버스커버스커', '노래', '중', '듣다', '노래', '개', '봄', '거', '여름', '여수', '밤', '바다']"
395,눈,25위 실화냐,"['위', '실화']"
396,눈,아놔 벚꽃좀비,"['놓다', '벚꽃', '좀비']"
397,jje***,언젠가 미래 세대들 교과서에 실릴것 같앜ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ,"['미래', '세대', '교과서', '실리다', '같다']"
398,big***,13위  실화나,"['위', '실화']"
399,dnj***,14위실화냐,"['위', '실화']"
400,ㅇㅇ,빨리 위로 올라가라~~~!!,"['위로', '올라가다']"
401,khj***,25위 실화냐,"['위', '실화']"
402,joa***,이제 슬슬~♡,"['이제', '슬슬']"
403,Bootleg gir1,연금,['연금']
404,6f,혐오,['혐오']
405,ㅈㅎ,반가워 벚꽃좀비 ! 🌸,"['반갑다', '벚꽃', '좀비']"
406,kkytime,ㅋㅑ.... 그 가수에 그 팬이로세,"['그', '가수', '그', '팬']"
407,일산흔남,듣지마옄ㄲㅋㅋㅋ혐오노래듣는게 취미세요?,"['듣다', '옄', '혐오', '노래', '듣다', '취미', '세']"
408,송현호,졷까세요,['졷까세']
409,으느느느우,ㅋㅋㅋ벌써 17위네,"['벌써', '위']"
410,iee***,그켬,"['그', '켜다']"
411,MIN,벚꽃계의 머라이어캐리,"['벚꽃', '머라이어캐리']"
412,dae***,노래 나올 당시 이등병이라 노래 들으면서 마대질 하고 있었는데 왜 마대질이 하고싶어지냐,"['노래', '나오다', '당시', '이등병', '노래', '들다', '마대', '질', '하다', '있다', '왜', '마대', '질', '하다']"
413,jjh***,여러분 모두 헤어지세요,"['여러분', '모두', '헤어지다']"
414,zzwjddkzz,벚꽃 연금ㅋㅋ,"['벚꽃', '연금']"
415,ssk,거의 봄의 아리랑 정도됨ㄷㄷ,"['거의', '봄', '아리랑', '정도', '되다']"
416,눈,벚꽃 엔딩버스커 버스커,"['벚꽃', '엔딩', '버스커', '버스커']"
417,현,올라올때 됬자나,"['올라오다', '때', '되다', '자']"
418,진구,올라오너라,"['올라오다', '너']"
419,insun,사랑하는 연인들이 많군요알 수 없는 친구들이 많아요흩날리는 벚꽃잎이 많군요 좋아요♡,"['사랑', '하다', '연인', '많다', '알', '수', '없다', '친구', '많다', '흩날리다', '벚꽃', '잎', '많다', '좋다']"
420,김곰,벚꽃연금 ㅋㅋㅋ,"['벚꽃', '연금']"
421,내낵닌가나,꽃이피는게 당연하듯이 이 노래가 올라오는것도 당연,"['꽃', '피다', '당연하다', '이', '노래', '올라오다', '연']"
422,닉네임을입력,또륵,['또륵']
423,이이,전지현 닮으신거같아요,"['전지현', '닮다', '거', '같다']"
424,내적댄스,아리랑ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ,['아리랑']
425,lr9***,고등학교 다닐 적 점심시간에 이 노래 들으며 운동장 트랙 거닐던 기억이 납니다. 좋아요~~~~😊,"['고등학교', '다니다', '적', '점심시간', '이', '노래', '들다', '운동장', '트랙', '거닐다', '기억', '나다', '좋다']"
426,CakeFree,올라간다!꽉잡아!,"['올라가다', '꽉', '잡다']"
427,mig***,사랑할 수 없는 사람조차 사랑하게 만드는 노래,"['사랑', '하다', '수', '없다', '사람', '사랑', '하다', '만들다', '노래']"
428,wls***,올라와라~~~~~~~,['올라오다']
429,가즈아ㅏㅏ,30위 지렷다 15위 안에 가자 ㅋㅋㅋㅋㅋㅋ,"['위', '지리다', '위', '안', '가다']"
430,Black,오늘이 나온지 딱 5년된 날이네,"['오늘이', '나오다', '날']"
431,내적댄스,ㅁㅊ 또올라왔엌ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ봄이라니 신난닼ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ미세먼지때문에 봄인줄도 몰랐네,"['또', '올라오다', '봄', '신나다', '미세먼지', '때문', '보다', '모르다']"
432,송현호,1등 찍어야지,['찍다']
433,youngforever,지금바로 벚꽃연금 가입하세요 노후걱정 뚝!,"['지금', '바로', '벚꽃', '연금', '가입', '하다', '노후', '걱정', '뚝']"
434,일산흔남,분발해야지 여기서 멈추는건 아니지,"['분발', '하다', '여기', '멈추다', '아니다']"
435,응듀,또올라옴ㅋㅋㅋ,"['또', '올라오다']"
436,레이크힐,명 곡 명 곡 명 곡 명 곡 명 곡,"['명', '곡', '명', '곡', '명', '곡', '명', '곡', '명', '곡']"
