,melon_id,댓글,processed_comment
527,luffy778,블핑이 1위 못하는 이유 나만 봄 재생버튼 누르면 알게됨,"['블핑', '위', '하다', '이유', '나', '봄', '재생', '버튼', '누르다', '알', '되다']"
528,탈퇴한 회원,아니 무슨 아직도 이용자 수 100만이냐? 이게 대중성인가,"['아니다', '무슨', '이용자', '수', '이', '대중성']"
529,은버11,항상 느끼는 거지만 볼빨간사춘기음악은 바닐라 아이스크림 먹는느낌이에요 ㅎㅎ 넘좋네요,"['항상', '느끼다', '거지', '볼', '빨갛다', '사춘기', '음악', '바닐라', '아이스크림', '먹다', '느낌', '넘다', '좋다']"
530,탈퇴한 회원,"블핑 타이틀이랑 댓글 수만 500개가 넘는 차이가 나는데, 그런 곡을 지탱하고 1위에 있네 ;; 대중성이 뭔지 확실히 알고 간다","['블핑', '타이틀', '댓글', '수만', '개', '넘다', '차이', '나다', '그렇다', '곡', '지탱', '위', '있다', '대중성', '뭐', '확실하다', '알', '간다']"
531,종이잉간,바보션샤인으로 들리네,"['바보', '션', '샤인', '들리다']"
532,Bollove,응 블랙핑크 볼사한테 못이겨,"['응', '블랙', '핑크', '볼사', '이기다']"
533,뿌숭뿌슝,봄스러운 노래..자꾸 멜로디가 생각나..,"['봄', '노래', '자꾸', '멜로디', '생각나다']"
534,lovejlove,"나만 후렴구 바보선샤인 으로 들리냐?
진심 야들 곡은 좋은게 몇인긴한데
영어발음이 졸1라 이상해 저번곡도 생리통 으로 들리고 에휴....","['나', '후렴구', '바보', '선샤인', '들리다', '진심', '들다', '곡', '좋다', '은', '몇', '기다', '영어', '발음', '졸', '이상하다', '저번', '곡', '생리통', '들리다']"
535,지수레게노,이용자수 100만 넘은거 실화!!?,"['이용', '자수', '넘다', '실화']"
536,10월의_망개,노래 진짜 너무 좋아요ㅠㅜ,"['노래', '진짜', '좋다']"
537,탈퇴한 회원,대박이당 무조건1위얌 기여운 볼사언니들~~♡♡,"['대박', '당', '무조건', '위얌', '귀엽다', '보다', '언니']"
538,designerkk,다른 싸람 타 사라쳐라 나만 폼,"['다른', '싸람', '타', '사라', '치다', '나', '폼']"
539,주매미씨,절대 안듣기 기능은 없나?,"['절대', '듣다', '기능', '없다']"
540,월드와이드핸섬_,근래 1위 찍은 곡들 중 제일 내 취향이에요~,"['근래', '위', '찍다', '곡', '중', '제일', '내', '취향']"
541,태-,벌써 티비에 나오네 좋다ㅠㅠ,"['벌써', '티비', '나오다', '좋다']"
542,망개남,"이것도좋지만 별보러갈래가 대박임
1,2위 둘다먹즈아
재생 다운로드
별 보러 갈래?
볼빨간사춘기
사춘기집Ⅰ 꽃기운","['것', '좋다', '별', '보다', '갈래', '대박', '임', '위', '두다', '먹다', '아', '재생', '다운로드', '별', '보다', '갈래', '볼', '빨갛다', '사춘기', '사춘기', '집', '꽃', '기운']"
543,찐만두두개,예전부터 느낀건데 바닐라맨이 진짜 음악성이 뛰어난거같아영 천재라는걸 실감,"['예전', '느끼다', '바닐라', '맨', '진짜', '음악', '뛰어나다', '같다', '아영', '천재', '는걸', '실감']"
544,노논노가,"목소리가 그냥 아무거나 불러도 다 좋다.

봄처럼 상큼해진다. 뭘 불러도.","['목소리', '그냥', '거나', '불다', '좋다', '봄', '상큼', '하다', '뭘', '불다']"
545,이연우,목소리가 넘 좋아여 :),"['목소리', '넘다', '좋다']"
546,닉네임 없음,무슨노래든 음색이 다 똑같은 빨춘기,"['노래', '음색', '똑같다', '빨', '춘기']"
547,야채더미,"이 노래 표절인거같은데??????

후렴부분 나만 봄이랑 우연히봄 완전빼박!

20초부분
재생 다운로드
우연히 봄
로꼬, 유주 (여자친구)
아티스트 더보기
냄새를 보는 소녀 OST Part.2","['이', '노래', '표절', '같다', '후렴', '부분', '나', '봄', '봄', '완전', '빼박', '재생', '다운로드', '봄', '로꼬', '유주', '여자친구', '아티스트', '더', '보기', '냄새', '보다', '소녀']"
548,K-HOPE,다들 화이팅 해서 쭉~ 1위 지켜봐요!!!!!,"['들다', '화이팅', '하다', '쭉', '위', '지켜보다']"
549,무지1w128a,조아요 ❤,['좋다']
550,spring2051,진짜 좋다!!!,"['진짜', '좋다']"
551,인둥이,그녀들이 오고있슴다 열스밍합시당,"['그녀', '오다', '스밍', '하다']"
552,이승원,블핑팬인데 이노래는 진짜 좋네요 ㅎㅎ,"['블핑팬', '노래', '진짜', '좋다']"
553,야경속으로,"노래 참 좋네요..
벚꽃도 뭐고 다 필요 없오~","['노래', '차다', '좋다', '벚꽃', '뭐', '필요', '없다']"
554,탈퇴한 회원,아직도 이용자 수 100만 넘네 ㄷㄷ,"['이용자', '수', '넘다']"
555,독도리1,"너도, 봄☆

♤
봄봄&&","['너', '봄', '봄봄']"
556,탈퇴한 회원,계속 쭉 1위 가즈아~~,"['계속', '쭉', '위', '가즈']"
557,habaro,노래가 너무 이쁘다 넘 조아,"['노래', '이쁘다', '넘다']"
558,rlawjddntkfkdgo,진짜 봄이 옴을 느끼게 해주는 노래❤️,"['진짜', '봄', '옴', '느끼다', '해주다', '노래']"
559,SeWooo,이게 진짜지..힐링하고갑니다,"['이', '진짜', '힐링', '가다']"
560,9end.2out,"댓글 잘 안남기는데
띵곡이다 띵곡
설레네요~","['댓글', '자다', '남기다', '띵곡', '띵곡', '설레다']"
561,iama882,와 지금 햇살 따뜻할 때 들으니까 이게 힐링인가 싶음. 진짜 봄 오는 느낌..,"['오다', '지금', '햇살', '따뜻하다', '때', '들다', '이', '힐링', '싶다', '진짜', '봄', '오다', '느낌']"
562,EnNaSeng,킬링파트:딱붙어서~~,"['킬링', '파트', '붙다']"
563,유e나,블핑도 막는 볼사!!!,"['블핑', '막다', '보다']"
564,나는흰둥이다,이번 앨범 뭔가 다른 앨범들 보다 다 가사가 잘들린당 노래 너무 좋앙요ㅠㅠㅠㅠㅠㅠㅠ,"['이번', '앨범', '뭔가', '다른', '앨범', '보다', '가사', '들리다', '노래', '좋앙']"
565,하태양,"봄에 듣기 진짜 좋아요 필수로 다운 해야하는 노래에용!! 남자 볼빨간사춘기!!
재생 다운로드
우리의 봄
KANU (하태양)
우리의 봄","['봄', '듣기', '진짜', '좋다', '필수', '다운', '하다', '노래', '용', '남자', '볼', '빨갛다', '사춘기', '재생', '다운로드', '우리', '봄', '태양', '우리', '봄']"
566,jp.p,이분들이 인기가 많아지긴했나보군 질투공격글들 보니,"['이분', '인기', '많아지다', '하다', '보다', '질투', '공격', '글', '보다']"
567,wlsah839,"오랜 기다림에 만난 곡
듣다보면 저절로 미소 짓게 되고 기분이 좋아져요
행복해지는 노래에요
정말 좋아해요","['기다림', '만난', '곡', '듣다', '보다', '저절로', '미소', '짓다', '되다', '기분', '좋아지다', '행복하다', '노래', '정말', '좋아하다']"
568,doebfo,나만 봄보다 별보러 갈레 노래가 더 봄 노래 같다고 하시는데 어짜피 둘다 타이틀이니 상관없다는것! 노래 넘 좋다!,"['나', '봄', '별', '보다', '갈레', '노래', '더', '봄', '노래', '같다', '하다', '두다', '타이틀', '상관없다', '노래', '넘다', '좋다']"
569,할머니3912,"이거 시작 도입부가 익숙하다 싶었는데,
GOT7 HEY랑 비슷하네...!
재생 다운로드
HEY
GOT7 (갓세븐)
FLIGHT LOG : TURBULENCE","['거', '시작', '도입', '부가', '익숙하다', '싶다', '비슷하다', '재생', '다운로드', '갓세븐']"
570,킹맥콜,뭐라는지 모르겠어서 가사보니깐 플라워 선샤인 완벽한 하루를이었네,"['뭐라다', '모르다', '가사', '보', '플라워', '선샤인', '완벽하다', '하루', '이다']"
571,화짱나,봄 햇살 맞으며 벚꽃 비 내리는 거리 걷는데 이 노래 들으니까 너무 행복하다,"['봄', '햇살', '맞다', '벚꽃', '비', '내리다', '거리', '걷다', '이', '노래', '들다', '행복하다']"
572,ki8695,노래 내주어서 감사합니다,"['노래', '내주다', '감사하다']"
573,JaysonTatum,"나만 봄 이거의미가 나만 그사람 본다는거랑
그 사람을 나만 바라보니까 나만 봄(계절)이라는 뜻 2가지
맞나여??
이거 땜시 짝사랑 하면 겁나 공감되는듯요ㅠㅠ
노래 좋아요","['나', '봄', '거의', '미가', '나', '사람', '보다', '그', '사람', '나', '바라보다', '나', '봄', '계절', '뜻', '가지', '맞다', '거', '땜시', '짝사랑', '하다', '겁나다', '공감', '되다', '듯', '노래', '좋다']"
574,노래노랭ㅇ,개조앙,"['개', '조앙']"
575,낸내_,역시 일단 믿고 듣는다,"['역시', '일단', '믿다', '듣다']"
576,ljh13027,아 노래 너무 잘나왔다,"['노래', '잘나오다']"
577,seraphic_00,"도입부 이거랑 비슷한거같당
재생 다운로드
하기나 해 (Feat. Loco)
GRAY (그레이)
grayground. 01","['도입', '부', '거', '비슷하다', '같다', '재생', '다운로드', '하다', '해', '그레이']"
578,얼짱명키,"요약하면 구걸신라충 일루미나티답게 다급히 인간상전들 앞에서 봄 타령하는 자리바꾸기 구걸용 발버둥에, 나머지 정상적인 인간상전들을 혐오하는 '다른 사람은 필요없다.'에 인간상전들의 진취성으로 세계에 기여한 일본에 대한 열폭성 자기혐오를 벚꽃도 필요없다고 드러낸 거죠?

곤충만도 못한 견쌍도이천년구걸족 종특이 물씬~❤️","['요약', '하다', '구걸', '신라', '충', '일루미나티', '답', '다급하다', '인간', '상전', '앞', '봄', '타령', '하다', '자리', '바꾸다', '구걸', '용', '발버둥', '나머지', '정상', '인간', '상전', '혐오', '하다', '다른', '사람', '필요없다', '인간', '상전', '진취', '세계', '기여', '일본', '대한', '열폭', '자기혐오', '벚꽃', '필요없다', '드러내다', '거', '곤충', '못', '견쌍', '천년', '구걸', '족', '종특', '물씬']"
579,얼짱명키,[선플] 각본대로 만들어진 구걸신라충 일루미나티 주제에 너무 분수넘게 인간상전들 앞에서 봄 운운하네.,"['선', '각본', '만들어지다', '구걸', '신라', '충', '일루미나티', '주제', '분수', '넘다', '인간', '상전', '앞', '봄', '울다']"
580,정영도,치.. 안나가,"['치', '안나']"
581,슈저이이,미칭 노래 개져아ㅠ ㅠ 기분좋다 봄이 왔구나~~~,"['미칭', '노래', '개다', '기분', '좋다', '봄', '오다']"
582,Holyfuxxking__,왜 나는 맨처음부분에 음란마귀가 꼈는가,"['왜', '나', '처음', '부분', '음란', '마귀', '끼다']"
583,Vs원,살다살다 100만 넘은건 처음보네 좋으다...♡,"['살다', '살다', '넘다', '처음', '보다', '좋다']"
584,딩슈,상큼하니 너무 조아용!!♡♡,"['상큼', '하다', '좋다']"
585,물파스다마셔,그냥 좋다,"['그냥', '좋다']"
586,하하하하하씨이바아아알,진쩌 노래 너뮤 좋아요 빨리 외워서 부르고싶다,"['진쩌', '노래', '뮤', '좋다', '외우다', '부르다']"
587,황인범,매년 볼사노래는 신이랑같이만든건가. 비트랑 계절완전 어울리네,"['매년', '보다', '노래', '신', '만들다', '건가', '비트', '계절', '완전', '어울리다']"
588,케라와잉,깍붙어서 |~~보길ㄹ다,"['붙다', '보다']"
589,케라와잉,애인적으로 딱붙어서 가 듣기싫다,"['애인', '붙다', '가다', '듣기', '싫다']"
590,꽃길만걷는달뇽탱,노래가 사랑스러워요~!!,"['노래', '사랑스럽다']"
591,느아아앙아앙,치유된다,"['치유', '되다']"
592,진_수연,사랑이 뭔데 듣다가 이 노래 들었는데 도입부 감성이 비슷해서 노래 안넘어간줄 알았네요ㅋㅋ,"['사랑', '뭐', '듣다', '이', '노래', '들다', '도입', '부', '감성', '비슷하다', '노래', '넘어가다', '알다']"
593,omar1121,"가사가 너무 공감되서 좋아요ㅠㅠ
진짜 짝사랑하는 사람있으면 공감되는 노래 ㅠㅠ","['가사', '공감', '되다', '좋다', '진짜', '짝사랑', '하다', '사람', '있다', '공감', '되다', '노래']"
594,탈퇴한 회원,너무 좋음 ㅠㅠ 안지영 작사 어쩔,"['좋다', '안지영', '작사']"
595,플로나잇,오래 기다렸지않녕 그거생각난다,"['기다리다', '않다', '녕', '그거', '생각나다']"
596,BTOB_mellody._.,진짜볼빨간 사춘기 노래는 언제나 차트 정복 노래 너뮤 됴아❤️,"['진짜', '볼', '빨갛다', '사춘기', '노래', '차트', '정복', '노래', '뮤', '됴']"
597,오늘은어제의내일,딱부터서~,['부터']
598,Daniel_cho,사춘기 소녀감성 그대로 계속 갑시다~! 응원해요♡,"['사춘기', '소녀', '감성', '그대로', '계속', '가다', '응원', '하다']"
599,수호^^,"노래 너무 좋아요~~
상큼(?) 해요.
연예세포가 다시 살아나게 하는 노래네요....","['노래', '좋다', '상큼', '해', '연예세포', '다시', '살아나다', '하다', '노랗다']"
600,인텐션,노래진짜좋아요,"['노래', '진짜', '좋다']"
601,규묭묭,왜이리 아무것도 안했는데 설레지 ><~,"['왜', '것', '하다', '설레다']"
602,쵯지수,"노래 너무 좋다 ㅠㅠㅠㅠ
취향저격","['노래', '좋다', '취향', '저격']"
603,ll링크볼리ll,"아니 ㅋㅋㅋ
악플을 왜 거의 다 똑같은 사람이 다는데
볼빨사 깔려고 그러나 초반 도입부는 돌려쓸수잇어요ㅋㅋㅋ
다 초반 도입부는 만든 사람이 허락하면 너도 쓰고 나도 쓰고 하는거죠","['아니다', '악플', '왜', '거의', '똑같다', '사람', '볼', '빨다', '깔다', '초반', '도입', '불다', '돌리다', '쓸다', '잇다', '초반', '도입', '불다', '만들다', '사람', '허락', '하다', '너', '쓰다', '나다', '쓰다', '하다']"
604,봉블리야,"도입 인트로 5초
재생 다운로드
사랑이 뭔데
서현진, 유승우
또 오해영 OST Part.3","['도입', '인트', '재생', '다운로드', '사랑', '뭐', '서현진', '유승우', '또', '오해', '영']"
605,주약동고릴라,"볼빨간 좋은데 소속사에서 너무 혹사시키지 않았으면. 행사왔는데 진짜 가수라고 하기엔.. 못들어줄 정도의 목상태였음..
그날만 그런게 아니라 속속들이 들려왔었음 목상태 안좋다고... 롱런 해야지요 한철 뽑아먹고 목 맛가면 안되잖아요 ~~","['볼', '빨갛다', '좋다', '소속사', '혹사', '시키다', '않다', '행사', '오다', '진짜', '가수', '하다', '들어주다', '정도', '목', '상태', '이다', '그날', '그렇다', '아니다', '들이다', '들려오다', '목', '상태', '안좋다', '롱런', '하다', '한철', '뽑다', '먹다', '목', '맛', '가면', '안되다']"
606,drch1360,"볼사 1위 너무 자랑스럽다~
항상 응원해~><","['보다', '위', '자랑스럽다', '항상', '응원', '하다']"
607,봉블리야,"초반 인트로가 또 오해영 ost랑 너무 똑같은데;
곡 1절 끊기는거랑 2절들어가는부분이나
중간중간 오묘하게 수정해서 바꿔버린 느낌
근데..표절이라고 하기엔 딱 애매한 경계선을 지켜서 샘플링한 느낌이라고 해야되나..
인트로는 불과 몇초밖에안되지만 그 몇초의 멜로디가 그 곡의 좋고 나쁨을 가릅니다 엄청중요한건데..
들어보세요
사랑이뭔데-서현진,유승우","['초반', '인트로', '또', '오해', '영', '똑같다', '곡', '절', '끊기다', '절', '들어가다', '부분', '중간', '중간', '오묘하다', '수정', '하다', '바꾸다', '버리다', '느낌', '표절', '하다', '애매하다', '경계', '선', '지키다', '샘플링', '느낌', '하다', '나', '인트', '불과', '초', '안되다', '그', '초', '멜로디', '그', '곡', '좋다', '나쁘다', '가르다', '중요하다', '들다', '보다', '사랑', '데', '서현진', '유승우']"
608,탈퇴한 회원,이제 봄캐롤은 이노래다 ㅋㅋㅋ,"['이제', '봄', '캐롤', '노래']"
609,고.자,우와 노래 개좋음!,"['노래', '개', '좋다']"
610,IIIIISSSSSu,이번노래 개잘뽑았네 ㅇㅈ한다,"['이번', '노래', '개', '잘뽑다', '하다']"
611,남베리,여행 이후로 비슷한 노래 스타일 아니게 된거같은데? 노래도 좋긴 한데 솔직히 음색이나 창법이 거의 8할인듯ㅋㅋㅋㅋ 굿굿,"['여행', '이후', '비슷하다', '노래', '스타일', '아니다', '된거', '같다', '노래', '좋다', '솔직하다', '음색', '창법', '거의', '할인', '듯', '굿굿']"
612,whatever_you_do,이번 노래도 성공적..! 너무좋음 ㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠ,"['이번', '노래', '성공', '좋다']"
613,잠_,볼빨간 사춘기 노래 개인적으로는 좋아하지 않은데 이번곡은 진짜 괜찮네요! 잘듣겠습니다!,"['볼', '빨갛다', '사춘기', '노래', '개인', '좋아하다', '않다', '이번', '곡', '진짜', '괜찮다', '듣다']"
614,sjsi,영원히 딱 붙어주세요,"['영원하다', '붙다']"
615,NadiaCassel,갓빨간 사춘기 기다렸습니다!,"['빨', '사춘기', '기다리다']"
616,짜냥하는여친,첫날부터 이용자 수 100만... 대단,"['첫날', '이용자', '수', '대다']"
617,평범한유저얌,"하....진짜 이 노래 들을때마다 너무 좋다..
매일듣는데도 새로운기분
역시 볼빨간사춘기 짱짱!!
계속 흥해라~~!^-^","['진짜', '이', '노래', '들다', '때', '좋다', '매일', '듣다', '새롭다', '기분', '역시', '볼', '빨갛다', '사춘기', '짱짱', '계속', '흥', '하다']"
618,훈발롬,사랑해요 노래 진심 개좋앙ㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠ,"['사랑', '하다', '노래', '진심', '개', '좋다']"
619,yonggary0525,"봄마다 들을 플레이리스트 추가요
설레는 봄노래 만들어줘서 고마워요","['봄', '들다', '플레이', '리스트', '추가', '설레다', '봄', '노래', '만들다', '고맙다']"
620,Ubermcht,너무 좋은거 아니야?,"['좋다', '거', '아니다']"
621,hyo--ni,"얼마나 좋을까
좋아한다고 말하기가 무서워서
이부분 무슨노래랑 비슷한데 뭔지 아시는분","['얼마나', '좋다', '좋아하다', '말', '하다', '무섭다', '부분', '노래', '비슷하다', '뭐', '아시', '분']"
622,보라빛향수,"볼사만의 감성은 따라잡을수가 없다
나중에 성인이 되서 10대를 생각할때 볼사 노래들 몇개는 떠오를거같음 이번 노래도 달달하고 좋아요!
재생 다운로드
나만, 봄
볼빨간사춘기
사춘기집Ⅰ 꽃기운","['볼', '사만', '감성', '따라잡다', '없다', '나중', '성인', '되다', '대다', '생각', '하다', '때', '보다', '노래', '몇개', '떠오르다', '같다', '이번', '노래', '달달', '좋다', '재생', '다운로드', '나', '봄', '볼', '빨갛다', '사춘기', '사춘기', '집', '꽃', '기운']"
623,ssumi9090,"항상 느끼지만
볼빨간은 보컬,멜로디에 비해
가사가 너무 유치하고
거기서 거기..
가사 진짜 못 쓴다","['항상', '느끼다', '볼', '빨갛다', '보컬', '멜로디', '비다', '가사', '유치하다', '거기', '거기', '가사', '진짜', '못', '쓴다']"
624,맘에쏙들어,볼사 누나들 덕분에 올해 봄이 너무 행복할 것 같아요ㅎㅎㅎ 노래해줘서 고마워요!!,"['보다', '누나', '덕분', '올해', '봄', '행복하다', '것', '같다', '노래', '해주다', '고맙다']"
625,재현아제발결혼하자,안지영 진짜 잘 짓는다......ㅠㅠ 나만 봄이 이중의미네 진짜 대박 ㅠㅠㅠ,"['안지영', '진짜', '자다', '짓다', '나', '봄', '이중', '의미', '진짜', '대박']"
626,yci,볼사 노래는 안좋은 노래가 하나도 없어...봄에도 정말 잘어울린다ㅠㅠㅠ앞으로 더더 승승장구 했으면 좋겠구 남이 뭐라하든 볼사 하고싶은대로 맘껏해!!,"['보다', '노래', '안좋다', '노래', '하나', '없다', '봄', '정말', '어울리다', '앞', '더더', '승승장구', '하다', '좋다', '남', '뭐라다', '보다', '하다', '싶다', '맘껏', '하다']"
627,duswo3804,"믿듣볼!!♡ 우주를줄게 발매 했을때부터 신곡 꾸준히 들어왔어요!! 좋은노래 고마워요! 열심히 활동해주세요!!♡
볼사 사랑해요♡♡","['믿다', '듣보다', '우주', '줄', '발매', '하다', '때', '신곡', '꾸준하다', '들어오다', '좋다', '노래', '고맙다', '활동', '해주다', '보다', '사랑', '하다']"
628,낮눙,노래 진짜 개좋다ㅜㅠㅠㅠㅠㅠㅠㅠㅜㅠㅠㅠ 이거 듣느라 공부 못하는 중ㅜㅠㅠㅠㅠㅠㅠ,"['노래', '진짜', '개', '좋다', '거', '듣다', '공부', '하다', '중']"
629,탈퇴한 회원,바보 선샤인??.. 저만 이렇게 들리나요?? 그 와중에 노래 넘나좋다,"['바보', '선샤인', '들리다', '그', '와중', '노래', '넘다', '좋다']"
630,으아그아앙,와 타이틀곡이 3개네.. 신기하다!! 노래 좋아요,"['오다', '타이틀곡', '개다', '신기하다', '노래', '좋다']"
631,중앙경찰학교,ㄹㅇ 개띵곡 볼사 음색이 봄에 잘어울리는듯,"['개띵곡', '보다', '음색', '봄', '어울리다']"
632,앗살라말라이큠,ㅋㅋ 댓글들 개더럽네 팬코부터 비공테러까지; 얼마나 질투나면 ㅋㅋ,"['댓글', '개', '더럽다', '팬코', '비', '테러', '얼마나', '질투', '나다']"
633,omar1121,노래 가사가 너무 예뻐요 ㅠㅠ,"['노래', '가사', '예쁘다']"
634,채워니2020,노래가 다 비슷비슷,"['노래', '비슷비슷']"
635,앚엑,에휴...비추부터 악플까지 다양하다..첸 노래 좋은거 누가 모르냐...나도 첸 좋아하는데 이건 아니잖아...1위 못 해서 글케 ㅂㄷㅂㄷ거리면 니네가 스밍을 열심히 돌리세요^^ 어떤 사람은 볼사랑 팬맺어놓고 어떤 사람은 첸 노래 듣지도 않고 이럼;;,"['비추다', '악플', '다양하다', '첸', '노래', '좋다', '거', '누가', '모르다', '나다', '첸', '좋아하다', '것', '아니다', '위', '못', '하다', '거리', '네', '스밍', '돌리다', '어떻다', '사람', '볼', '사랑', '팬', '맺다', '어떻다', '사람', '첸', '노래', '듣다', '않다', '이렇다']"
636,대진이왤케많아,딱 붙어서어~,"['붙다', '서어']"
637,txemin,노래개조티 ㅠㅠ,"['노래', '개조', '티']"
638,재민아밥먹어,노래 완전 달달하고 맘이 간질간질 멜로디도 ㅈㅏ꾸 흥얼거리게 되는게 완전 명곡이당,"['노래', '완전', '달달', '맘', '멜로디', '꾸다', '흥얼거리다', '되다', '완전', '명곡', '당']"
639,YEYOON_,와아ㅠ넘 좋아요ㅠ♥,"['넘다', '좋다']"
640,Bostonmit,130만 미쳤다 ...,['미치다']
641,꼬부기예링,"""나만 봄~"" 이 파트 듣고 역시 띵곡이구나 말하게 만들어버리는 갓볼빨사","['나', '봄', '이', '파트', '듣다', '역시', '띵곡', '말', '하다', '만들다', '버리다', '볼', '빨다']"
642,지예ㅇ,ㅎㅇ요,['요']
643,탈퇴한 회원,왕! 좋다ㅎㅎㅎㅎ 벚꽃 보고 있는 기분 쿨럭ㅋㅋㅋㅋㅋ음색 진짜 압살이네 볼사는ㅋㅋㅋㅋㅋ,"['왕', '좋다', '벚꽃', '보고', '있다', '기분', '음색', '진짜', '압살', '볼', '살다']"
644,Cafferatte,노래가 살랑살랑하이 좋구먼 허헣,"['노래', '하이', '좋다', '허헣']"
645,황인범,아시ㅂ 진짜 나만봄이네 ....,"['아시', '진짜', '나', '봄']"
646,대가리깨져도송형준,실화냐 ㅋㅋㅋㅋㅋ,['실화']
647,luving_hyun56,노래 진짜 개 좋다 앨범 언제나오나 기다렸어요ㅠㅠ,"['노래', '진짜', '개', '좋다', '앨범', '언제', '나오다', '기다리다']"
648,지구젤리인싸템,이젠 그냥 믿고 듣는 볼빨간사춘기,"['젠', '그냥', '믿다', '듣다', '볼', '빨갛다', '사춘기']"
649,scrrim,볼빨간도 벚꽃연금 가즈아,"['볼', '빨갛다', '벚꽃', '연금', '가즈']"
650,아무일도없엇당,"내가 아는사람 얘기해줄게
재생 다운로드
아는사람 얘기
San E
'Not' Based On The True Story","['내', '알다', '사람', '얘기', '해주다', '재생', '다운로드', '알다', '사람', '얘기']"
651,남권,뭔가 봄에하는 오해영같은 그런 달달한 드라마에서 나올듯하당 너무좋네,"['뭔가', '봄', '하다', '오해', '영', '같다', '그렇다', '달달', '드라마', '나오다', '듯', '당', '좋다']"
652,doebfo,"나는 왜케 볼사가 좋은걸까? 넘 좋은곳
볼사 곡 나오면 타이틀 말고도 다른곡도 다 다운받고 듣는데 엄청 다 좋음! 이번 엘범도 좋다!!","['나', '왜', '볼', '사가', '좋다', '끄다', '넘다', '좋다', '곳', '보다', '곡', '나오다', '타이틀', '곡', '다운', '받다', '듣다', '좋다', '이번', '엘범', '좋다']"
653,Miracle_Buddy,지붕킥 5회 지렸다 진짜...,"['지붕킥', '지리다', '진짜']"
654,탈퇴한 회원,이용자수 120만명 돌파 ㄷㄷ 역시 대중픽,"['이용', '자수', '돌파', '역시', '대중', '픽']"
655,효나비나,차트미쳤당...!!!!!!!,"['차트', '미치다']"
656,명곡저격수,"봄 버전 ♡
재생 다운로드
좋다고 말해
볼빨간사춘기
Full Album RED PLANET 'Hidden Track'","['봄', '버전', '재생', '다운로드', '좋다', '말', '하다', '볼', '빨갛다', '사춘기']"
657,XXXTentacion-,씽나 ~ 나만 씽나??,"['씽', '나', '씽']"
658,lIllIlIIIIl,믿듣볼,"['믿다', '듣보다']"
659,Gkstlove,볼빨언니들 목소리는 상큼한 딸기케이크같아...노래 들을때마다 좋아하는 사람한테 고백하고싶다,"['볼빨', '언니', '목소리', '상큼', '딸기', '케이크', '같다', '노래', '들다', '때', '좋아하다', '사람', '고백', '하다']"
660,Jinwooking,선 좋아요 후 감상,"['선', '좋다', '후', '감상']"
661,지너,"나만, 미세먼지?","['나', '미세먼지']"
662,shinelp,넘모 조아요 오홍홍,"['넘다', '모', '좋다', '홍홍']"
663,KSJ00,요즘 이별 노래 밖에 없어서 봄 느낌 없었는데..역시 볼빨간사춘기~~봄 느낌이 나는구나. 막 설레~,"['요즘', '이별', '노래', '없다', '봄', '느낌', '없다', '역시', '볼', '빨갛다', '사춘기', '봄', '느낌', '나다', '막', '설레다']"
664,보글뽀글1,딱 붙어서~~ 이부분 너무 좋다..,"['붙다', '부분', '좋다']"
665,마음가는대로_,누가 들어도 볼사 노래당,"['누가', '들다', '보다', '노래']"
666,녀이녀이,아 진짜 노래 너무좋다ㅠㅠㅜㅠㅠㅠㅜㅜ,"['진짜', '노래', '좋다']"
667,Seesaw.,볼사ㅠㅠ 오랜만이라 더 좋다...봄에 좋은 곡으로 와줘서 고마워요,"['보다', '만이', '더', '좋다', '봄', '좋다', '곡', '오다', '고맙다']"
668,tes07124,반주나오자마자 다운받았다,"['반주', '나오다', '다운', '받다']"
669,baby_s_vely,미쳤어..,['미치다']
670,승쓰__,따뿌터서어어~♬,"['따다', '뿌터', '어어']"
671,YUJIN1227,오빠 차트 떨어져서 어떡하냐 ㅜㅜ 할 줄 아는거라곤 악플밖에,"['오빠', '차트', '떨어지다', '게', '하다', '줄', '알다', '악플']"
672,엄씨몽.,가장 볼사스러운 노래라서 가장 좋은듯! 나만 봄~,"['가장', '볼사', '노래', '가장', '좋다', '듯', '나', '봄']"
673,탈퇴한 회원,"Officially missing you - Tamia
곡과 후렴부분 코드체인지가 같아서 자꾸 들리네요","['곡', '후렴', '부분', '코드', '체인지', '같다', '자꾸', '들리다']"
674,May_S,미쳤다.. 진짜 좋잖아!!,"['미치다', '진짜', '좋다']"
675,방뚜방뚜,"선댓후 5곡 다 듣겠습니다 ㅎ
볼사 화이팅!","['선', '후', '곡', '듣다', '보다', '화이팅']"
676,01.S.Y,이젠 봄에는 이 노래군 ㅋㅋ,"['젠', '봄', '이', '노래']"
677,bright0100,"노래 너무 좋은데 갑자기 울컥한 게 올라온다ㅠㅠㅠㅠㅠ
슬픈데 애써 밝게 지내려 하는 느낌..
이런 노래가 젤 좋다","['노래', '좋다', '갑자기', '게', '올라오다', '슬프다', '애쓰다', '밝다', '지내다', '하다', '느낌', '이렇다', '노래', '젤', '좋다']"
678,lililliilliil,믿고듣는다 ㅠㅠㅠ,"['믿다', '듣다']"
