,youtube_id,comment,like_num
258,suye0nKim,2019년3월!💕,1개
259,응아니야,으아 알람소리다!,0개
260,JenniferSong,"ㅋㅋ 마이 네임이즈 송이꽃 
리얼리",23개
261,진독,좋다..,0개
262,야스오,역시 버스커버스커 목소리 갑,0개
263,이서진,봄봄봄도 좋고 꽃송이가 도 좋음!,0개
264,진호변,꽃송이가 꽃송이가 그 꽃한송이가 ,0개
265,이혜석,19년에 온사람들 손,72개
266,이강희,하모니카의 매력이 느껴진당,0개
267,LOOK,난 이거 우리중에서 라디오때 나오길래 노래좋아서 들음,0개
268,이준우,조아조아 하모니카 솔로!,0개
269,단순하게잘살곤,좋아,0개
270,규빵,좋아 좋아! 하모니카 쏠로!,4개
271,마이클정정의구,이제는 봄,0개
272,,그런것 같네요 이노래 듣기전엔 겨울이엇는데 듣고나서 여름이 됫네요 ㅎ,0개
273,추성훈,너무너무조아여수밤바다조아조아😍,0개
274,박건우,0:00,0개
275,이재혁,벌써 오래됬구나,7개
276,찬희송,와..바이브레이션 오진다,0개
277,양이펭덕,스테디셀러다 이건.,1개
278,열심히살아야지,2019/12/15/일요일 에 왔다갑니다.,0개
279,황준원,미래에2020년에 나에게말하고싶은거 적고가~,6개
280,이름없음,"2019.08.10
무더위가 절정",1개
281,조진욱,그러니깐 애인사귀고싶다 ...ㅠ,0개
282,조성우,좋다,0개
283,KOREANAIR,2019.11.21,3개
284,COLORs,흐규흐규 하모니카가 솔로래 흐규흐규ㅠㅜㅠㅜ,0개
285,김도혜,도혜가 이노래를 좋아해요,1개
286,이이,이런노래 뮤비 없나,0개
287,WhoSoonHwang,2019.10.25 (금) 퇴근송,0개
288,홍퍼맨,"18년에 온사람손







있을리가 없지 지금 2017년인데",7개
289,머함,좋다~,0개
290,이대희,꽃감 먹고싶다,2개
291,한국인,아.. 보고싶다 돌아와줘,0개
292,정오의드림곡,역시 버스커버스커!,0개
293,곽재헌,보물섬 때문에 온사람 손,16개
294,포모남tv,노래되게좋아요,0개
295,김문수,0:35,0개
296,야오린,소속사 가없다니..,0개
297,김현서,노래좋당,0개
298,창호한,19년에 온 사람,3개
299,신현주,전 장범준  정말로팬이에요,0개
300,instagram,꽃송이가..시들었다..,0개
301,짱각성델론즈,노래좋다,0개
302,복숭아하늘,노래조타♡,0개
303,취퀸,"노래틀자마자 덴본사람
↓↓",3개
304,김윤종,0:39,0개
305,김보성,뽀성이가~~~뽀성이가~~~,0개
306,hyosungkim,20년에  올사람 손,0개
307,우파TV,음악 좋네~,0개
308,KimDoYeon,순실이가~ 순실이가~ 근혜 근혜 도왔네~,112개
309,moomgom,하모니카 매력있네 잘부르시고 (ToT) 하모니카 부는사람은 알거임 숨차다는거,0개
310,김미란,커플지옥솔로천국loveyou♡😻><,1개
311,pearlpearl,몇년을 거쳐도 킹스커갓스커,0개
312,이다형,우와...,0개
313,WonhoSo,버스커버스커 해채됬죠?,6개
314,김유빈,ㅗㅜㅑ,1개
315,LEMONJOON레몬준,goob^^,0개
316,W8N,노래좋당♥,0개
317,10대라쓰고20대라불리네,빨리 봄좀 와라,0개
318,JohnPark,세상이 이렇게 우낀 가사와 목소리 맬로디 리듬 찾기 함듬 ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ,6개
319,종이접기나라,노래 잘하시네,0개
320,윤태,4월달에 온사람 손,0개
321,강행중,벗었어 벗었어. 꽃송이가~~,0개
322,유나원,하모니카 쏠로~!!....어뜨케....ㅋㅋㅋ,0개
323,LINGI,"배드민턴 치자고 꼬셔
커피 한 잔 하자고 불러
동네 한 번 걷자고 꼬셔
넌 한 번도 그래 안 된다는 말이 없었지

꽃송이가 꽃송이가 그래 그래 피었네
꽃송이가 꽃송이가 그 꽃 한 송이가 그래 그래 피었구나

거리에 사람들 수많은 사람들 그 길에 사람들
그래 나는 네게 얼마만큼 특별한 건지
그게 어려운 거야 그게 어려운 거라 그게 어려운 거야

맛있는 거 먹자고 꼬셔
영화 보러 가자고 불러
단대 호수 걷자고 꼬셔
넌 한 번도 그래 안 된다는 말이 없었지

꽃송이가 꽃송이가 그래 그래 피었네
꽃송이가 꽃송이가 그 꽃 한 송이가 그래 그래 피었구나

거리에 사람들 수많은 사람들 그 길에 사람들
그래 나는 네게 얼마만큼 특별한 건지
그게 어려운 거야 그게 어려운 거라 그게 어려운 거야
좋아 좋아 하모니카 솔로

꽃송이가 꽃송이가 꽃송이가 그래 그래 피었네
꽃송이가 꽃송이가 그 꽃 한 송이가 그래 그래 피었구나

거리에 사람들 수많은 사람들 그 길에 사람들
그래 나는 네게 얼마만큼 특별한 건지
그게 어려운 거야 그게 어려운 거라 그게 어려운 거야",53개
324,시온,"배드민턴 치자고 꼬셔
커피 한 잔 하자고 불러
동네 한 번 걷자고 꼬셔
넌 한 번도 그래 안 된다는 말이 없었지

꽃송이가 꽃송이가 그래 그래 피었네
꽃송이가 꽃송이가 그 꽃 한 송이가 그래 그래 피었구나

거리에 사람들 수많은 사람들 그 길에 사람들
그래 나는 네게 얼마만큼 특별한 건지
그게 어려운 거야 그게 어려운 거라 그게 어려운 거야

맛있는 거 먹자고 꼬셔
영화 보러 가자고 불러
단대 호수 걷자고 꼬셔
넌 한 번도 그래 안 된다는 말이 없었지

꽃송이가 꽃송이가 그래 그래 피었네
꽃송이가 꽃송이가 그 꽃 한 송이가 그래 그래 피었구나

거리에 사람들 수많은 사람들 그 길에 사람들
그래 나는 네게 얼마만큼 특별한 건지
그게 어려운 거야 그게 어려운 거라 그게 어려운 거야
좋아 좋아 하모니카 솔로

꽃송이가 꽃송이가 꽃송이가 그래 그래 피었네
꽃송이가 꽃송이가 그 꽃 한 송이가 그래 그래 피었구나

거리에 사람들 수많은 사람들 그 길에 사람들
그래 나는 네게 얼마만큼 특별한 건지
그게 어려운 거야 그게 어려운 거라 그게 어려운 거야",0개
325,TaeHoNo,18년 봄에 온 사람 손,0개
326,고마워요,크으으,0개
327,장대호,2020년에 본 분들 ㅎㅇ,4개
328,이토끼,서울특별시 종로구,0개
329,토비맥과이어,기타시험곡;; 어렵다,0개
330,히안,꽃송이가~,0개
331,고구미,19년에 온사람 손,3개
332,김민규,와 우리 지구,0개
333,박건우,노래 좋아여,0개
334,고윤성,꽃송이가~~ㅎ-ㅎ,0개
335,러러,크~~,0개
336,강건마,민중화가~~~,5개
337,김민재,이거 잘못들으면 그래그래 니엄마라고들리던뎈ㅋㅋㅋ,0개
338,펑,첨부분 어렵내..,1개
339,강민균,"실버3,4.......실버3,4.......그 실버판테온 그래그래 내RP가....",0개
340,JJY,개인적으로 그마힘이 ㄹㅈㄷ,0개
341,연근,22년에 오신분✋,4개
342,허언증2,19년에 온사람 손,1개
343,이태훈,기모찧ㅎㅎ,2개
344,,19년에 온 사람 손🙌,0개
345,딸기생크림초밥,타모니카 쏠로!,0개
346,박재우,19년에 온사람 손,3개
347,QUASAR,조아조아 하모니카 솔로~~~,0개
348,그래,0:56,0개
349,AnnaMa,2019년3월,1개
350,l,좋당♥,2개
351,문진옥,장범준은봄노래의신?인정하면좋아요,6개
352,박명우,시간을달려왔습니다,0개
353,김민서,방금 라디오 듣고 온 가조쿠 손,0개
354,ginger,어우 난이거 기타로치기 진짜힘든대 진짜 잘치는사람들 부럽다,0개
355,GeorgyParadaMass,"gracias por la canciôn de primavera !  Bonita primavera, bella primavera, 감사합니다 !",2개
356,최준영,와!!!!,0개
357,과제올리기위해만든계정,갑자기 하모니카 존나배우고싶다,0개
358,악으,2018 손~,0개
359,김영월,버스커 버스커가 다씨 만나다씨 아름다운 노래를 들려줬으면! :),0개
360,신짱,꽂송이,1개
361,정찬영TV,역시 장범준 님,0개
362,dayevery,2018서왔다,1개
363,채윤,21년에 온사람?,0개
364,OXF,보물섬 보고 온사람!!!ㅋㅋㅋ,0개
365,김도환,2019년 5월!!,1개
366,없음알수,2017년 여름..,0개
367,이우람,장범준 조아,0개
368,심슨,2019 미세먼지 2020 코로나,0개
369,김우빈,🎤꽃송이가 꽃송이가 꽃송이가~ 그래그래그래그래그래그래그래 고기그램🎶,0개
370,노무현,기분좋다  그게어려운거야 그게어려운거야,0개
371,없음알수,하모니카 솔로~,0개
372,몬짱,19년에 올사람 손,0개
373,,재생속도2배하면 염소목소리 들림,0개
374,박미경,환상적이네요^^😍😍😍,0개
375,kYeun,코로나가~ 코로나가~,0개
376,은총장,18년에 온사람 손,0개
377,Leiji,이제는 2018,1개
378,박민성,좋아 좋아! 타요니까 솔로! 읍~으읍!읍 읍!!,0개
379,안성현,굿,0개
380,김대륙,조아조아 하모니카 솔로!,0개
381,,꽃송이가 꽃송이가,0개
382,양진,호홍홍호호,0개
383,너라는여름,봄봄봄 서울에서 첫 봄이다,0개
384,YessyBravo,"Pronuntiation lyrics please:,)",0개
385,kerJot,구래구래~~피엇구나~~,0개
386,태산태신,10년  마다  여자가  왔는데    어떻게  해야  할지  고민  중  입니다........   ????,0개
387,로나gaming,네가  말하는 세상,0개
388,니얼굴,그 맥크리가 그맥크리가 그래그래 짤렸구나,0개
389,dkrcjsqks,그래그래 피었구나~~^^ ♥,0개
390,RozennChangmee,19년에 온사람 손!,0개
391,해병두,19년에 온사람 손,0개
392,이상수,19년에 온사람 손,0개
393,강호민,실버판ㅌ온 조회수기 더 높네,0개
394,사운드오브뮤직,오,0개
395,채널뿜빠,18년에 온 사람 손,0개
396,김신애,와,0개
397,브론즈훈,나도 2019년,0개
398,마스야드,19년에 온 사람 손,0개
399,박석민,ㅇㅅㅇㅈ,2개
400,이승호,19년에 온사람 손,0개
401,토린이극복,ㅎㅎ;;;,0개
402,박미숙,원곡은따로있다ㅇㄱ,0개
403,이재윤,굳,0개
404,안녕하세요,18년에 온사람손,0개
405,9등급감성,꽃구경가고싶다,0개
406,아오아아,18년에온사람손,1개
407,이승현,2021년에 온사람,1개
408,구혜윤플로리,뻔데기탕 먹자고 꼬셔~~,1개
409,포모남tv,역시버스커,0개
410,정헌오,하이,1개
411,지현이다,2:09,0개
412,NTT,밤꽃냄새가~(밤꽃은 이것과 냄새가 비슷해요 바로 정ㅇ...),0개
413,뎅풍,그래그래~니엄마로 들리는건 저만 인가요,0개
414,히옹,"하모니카
0:00
1:05
2:10
2:58",1개
415,신짱,오늘,1개
416,전희준,"꽃송이가

그래그래",0개
417,felEIf,1800좋아요는 내가! ㅎㅎ,0개
418,김우혁,좋아좋아 나는모태솔로 흐어어어어엉ㅇ 흐어어어엉어 흐어어어엉엉 흐어어어엉,0개
419,박상영,"병아리: 삐약삐약
강아지: 멍멍
ㅂㅅ들: 2019년? 2019년?",0개
420,김해슬픈눈을가진청년랄로를아시나요,"하모니카:싫음
ㅂㅅㅋㅂㅅㅋ:유감",0개
421,김예일,19년에 올사람손,0개
422,김완,단대호수 걷자고 꼬셔,0개
423,부산대빙신스,일주일뒤에ㅡ꽃많이핀ㅡ놀이동산에서틀어주면ㅡ졸라ㅡ신나지는노래ㅋ,0개
424,이은석,2020손!,0개
425,이승재,'피었다' 부분이 '귀엽다' 라고 들리네요.,0개
426,2616손현재,지금보는분~ㅋㅋㅋ,0개
427,김세훈,2018년 손!!,0개
428,건우,링크좀...............,0개
429,이토끼,골드블랙 실버블랙,0개
430,김영영,18년에 온사람 손,0개
431,가슈,ㅎ,0개
432,형민,이 초코송이가,0개
433,박은채,정지우강성욱은채.이지연선생님 떡강성욱은채편지,0개
434,임종민,제가 초6이엿을때 국어교과서에 버스커버스커 노래가사잇엇다져,0개
435,TunTrnxOx,요즘 사과티비 사과티비하는데 도대체 그게 뭐임 이 씹ㄷ들아 ㅈㄴ 궁금하네,0개
436,박은채,강성욱은채정지우떡....필통을 도시락편지.대전관저중학교,0개
437,YO서기,"밤꽃송이가ㅋㅋㅋ
스멜",0개
438,뀸꾸박,19년에온사람 손,0개
439,테신이,손,0개
440,정교준,손,0개
441,김영우,ㅋㅋ,0개
442,es,18년 2월 온사람 손,1개
443,홍주의,영화,1개
444,FleckArthur,18년에 온 사람 손,0개
445,백진우,18년에 온 사람 손,0개
446,allicechan,"넌 한번도 그래 안된다는법이 없었지~~~~
꽃송이가 그래그래 피었네~~~",0개
447,최형봉,이제슬슬 봄올때 됬구만..,0개
448,잼잼TV,"내 여자친구가 불러줬던 노래 ..
잘지내지?",1개
449,와꾸스윙스,6학년떼 울 담임쌤.벨소리,0개
450,박엉은,2020년,0개
451,라떼녹챠,🌸,0개
452,지헌김,넌 항상 그랬지 항상.,0개
453,닉네임,"배드민턴 치자고 꼬셔 
커피 한 잔 하자고 불러 
동네 한 번 걷자고 꼬셔 
넌 한 번도 그래 안 된다는 말이 없었지 

꽃송이가 꽃송이가 그래 그래 피었네 
꽃송이가 꽃송이가 그 꽃 한 송이가 그래 그래 피었구나 

거리에 사람들 수많은 사람들 그 길에 사람들 
그래 나는 네게 얼마만큼 특별한 건지 
그게 어려운 거야 그게 어려운 거라 그게 어려운 거야 

맛있는 거 먹자고 꼬셔 
영화 보러 가자고 불러 
단대 호수 걷자고 꼬셔 
넌 한 번도 그래 안 된다는 말이 없었지 

꽃송이가 꽃송이가 그래 그래 피었네 
꽃송이가 꽃송이가 그 꽃 한 송이가 그래 그래 피었구나 

거리에 사람들 수많은 사람들 그 길에 사람들 
그래 나는 네게 얼마만큼 특별한 건지 
그게 어려운 거야 그게 어려운 거라 그게 어려운 거야 
좋아 좋아 하모니카 솔로 

꽃송이가 꽃송이가 꽃송이가 그래 그래 피었네 
꽃송이가 꽃송이가 그 꽃 한 송이가 그래 그래 피었구나 

거리에 사람들 수많은 사람들 그 길에 사람들 
그래 나는 네게 얼마만큼 특별한 건지 
그게 어려운 거야 그게 어려운 거라 그게 어려운 거야",0개
454,이토끼,서울대학교 의과대학,0개
455,이형우,2:10,0개
456,GlorieAlegria,this is really sweet ...i love busker busker ... i  like a lot it!!!,1개
457,화랑,ㅅㅗㄹ아 나랑 데이트 해줘ㅠㅠ,0개
458,울재정,2019.04.09,0개
459,Arurorin,"배드민턴 치자고 꼬셔
커피 한 잔 하자고 불러
동네 한 번 걷자고 꼬셔
넌 한 번도 그래 안 된다는 말이 없었지

꽃송이가 꽃송이가 그래 그래 피었네
꽃송이가 꽃송이가 그 꽃 한 송이가 그래 그래 피었구나

거리에 사람들 수많은 사람들 그 길에 사람들
그래 나는 네게 얼마만큼 특별한 건지
그게 어려운 거야 그게 어려운 거라 그게 어려운 거야

맛있는 거 먹자고 꼬셔
영화 보러 가자고 불러
단대 호수 걷자고 꼬셔
넌 한 번도 그래 안 된다는 말이 없었지

꽃송이가 꽃송이가 그래 그래 피었네
꽃송이가 꽃송이가 그 꽃 한 송이가 그래 그래 피었구나

거리에 사람들 수많은 사람들 그 길에 사람들
그래 나는 네게 얼마만큼 특별한 건지
그게 어려운 거야 그게 어려운 거라 그게 어려운 거야
좋아 좋아 하모니카 솔로

꽃송이가 꽃송이가 꽃송이가 그래 그래 피었네
꽃송이가 꽃송이가 그 꽃 한 송이가 그래 그래 피었구나

거리에 사람들 수많은 사람들 그 길에 사람들
그래 나는 네게 얼마만큼 특별한 건지
그게 어려운 거야 그게 어려운 거라 그게 어려운 거야",0개
460,아뚱이,오늘,0개
461,최준하,19년에올사람손,0개
462,정교준,밤꽃송이가~~,0개
463,Suzuyuki,0:00,0개
464,v소심한감자,봄이 좋냐 여름이 와라 다들 떨어지게,0개
465,어깨,내 짝남이 좋아해서 들었는데 진짜 좋다 ... :) ♡ 짝남과도 해피엔딩 됬으면 !,0개
466,최준영,꽃송이가아니라초코송이가!!(ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ),0개
467,쓰잘떼기없는,0:00,0개
468,,초6때 이노래로 반주제가 만들었는데 벌써 고1이네ㅠㅠ,0개
469,하니,2020년 손 ((퍽,0개
470,아뚱이,나오늘이사람봄!!,0개
471,수박바리,배드민턴하저고 꼬셔??,0개
472,김수민,18년10월31일부터손,0개
473,천사,뽀쏭이가~ 뽀송이가~ 그래 귀없구나~,0개
474,TigerBig,그래 안됩니다 한적없었지,0개
475,보진tv,난 남친 없는데ㅠㅠ,0개
476,RIONBITTV,19년 12월 31일에 온사람 손!!!!,0개
477,,2020?,0개
478,Honghu,2019.4.20,0개
479,cheese현준,19년에서온사람손,0개
480,이예봄,신나,0개
481,한다안녕,저여,0개
482,이재오,서원,0개
483,이정아,18년에 보시는 분 손,0개
484,김현서,하모니카는솔로,0개
485,팬치노가리,내가 더,0개
486,주,나 이노래만 유일하게 잘부름 ㅋㅋㅋㅋㅋㅋㅋ 근데 잘 부르긴함. 친구들이 그런겁니다.,2개
487,,장범준 이때 열정대단했는데 돈을 수백억벌더니 초심잃었지..,0개
488,김우빈,꽃송이가 꽃송이가 꽃송이가 그래그래그래그래그래그래×10,1개
489,욥욥,2020,0개
490,초보,밤꽃송이가~밤꽃송이가~,1개
491,1617Maeve최고은,헐... 빅스 라비도 꽃송이가 불렀는데   비슷한듯..,0개
492,아시안,ㄹㄹㄹ,0개
493,한스,음이않올라감.......,0개
494,현피승률1,그냥 다 꼬셔,0개
495,1532홍수찬,1분3초,0개
496,머니,외계인,0개
497,한길,2040년에 향냄새 맡으며  들을사람손!,0개
498,이우람,저장범준님펜이에요,0개
499,이후재,2020년에온사람 손!,0개
500,차제우,콧소리가 콧소리가,0개
501,팬치노가리,내가 더더,0개
502,채채,"꽃돼지가~ 꽃돼지가..

꽃송이가 초코송이가~",1개
503,아라,ㅍ,0개
504,박광우,2020년 1월 봄을 기다리며,0개
505,정대만,초반 도입부가  10센치 사랑은 은하수 다방에서랑 비슷,0개
506,구독,18년에 온 사람 손,2개
507,이수원,수원아너밥안먹고,0개
508,이영민,This song is very nice,1개
509,Y4SSIN,남자들한테 제일 좋은 유튜브 사과티비 개꿀 입니다. 두번보세요.,0개
510,츄츄,.,1개
511,김태민,2099년에 온사람 손,0개
512,김성훈,18년도푸쳐핸섭!!!!!!,1개
513,차민서,보물섬 때문에 온사람 손,0개
514,안녕,"배드민턴 치자고 꼬셔
커피 한 잔 하자고 불러
동네 한 번 걷자고 꼬셔
넌 한 번도 그래
안 된다는 말이 없었지
꽃송이가 꽃송이가
그래 그래 피었네
꽃송이가 꽃송이가
그 꽃 한 송이가
그래 그래 피었구나
거리에 사람들 수많은 사람들
그 길에 사람들
그래 나는 네게
얼마만큼 특별한 건지
그게 어려운 거야
그게 어려운 거라
그게 어려운 거야
맛있는 거 먹자고 꼬셔
영화 보러 가자고 불러
단대 호수 걷자고 꼬셔
넌 한 번도 그래
안 된다는 말이 없었지
꽃송이가 꽃송이가
그래 그래 피었네
꽃송이가 꽃송이가
그 꽃 한 송이가
그래 그래 피었구나
거리에 사람들 수많은 사람들
그 길에 사람들
그래 나는 네게
얼마만큼 특별한 건지
그게 어려운 거야
그게 어려운 거라
그게 어려운 거야
좋아 좋아 하모니카 솔로
꽃송이가 꽃송이가
꽃송이가 그래 그래 피었네
꽃송이가 꽃송이가
그 꽃 한 송이가
그래 그래 피었구나
거리에 사람들 수많은 사람들
그 길에 사람들
그래 나는 네게
얼마만큼 특별한 건지
그게 어려운 거야
그게 어려운 거라
그게 어려운 거야",2개
515,장범준,아 아 지금은 2020이다 대답해라 2021.,0개
516,원형탈무무무,저작권.....,0개
517,안옥주,"2020년에 온 사람 손
👇
👇
👇",1개
518,,2026년에 온사람 손,0개
519,레고밟기좋은날씨,2020년에 들으시는 분!,2개
520,권민성,2040년에 온사람 손,0개
521,이의주,.,0개
522,현수꿀잼TV,영상정민수꿀잼 구독과 좋아요 눌러주세요,0개
523,박뱅하얀,ㅋㅋㅋㅋ,0개
524,김민혁,민주화가 ㅋㅋㅋ,0개
525,이충연,2022년 손,0개
526,ChuHansSan,can you please give me mp3 lyrics ok?,0개
527,assaulphist,이상해져,0개
528,pearlpearl,Listening in 2017,0개
529,전호민,1.25배속으로 들으시는거 ㅊㅊ,2개
530,홍준표,21년에 온 사람 손,2개
531,이우람,😎😎😎😎😎😎,0개
532,김주희,"꽃송이가
꽃송이가
그 꽃 한송이가
그래 그래 피었구나",2개
533,1532홍수찬,1 3,0개
534,광주는폭동이야광주는폭동이야,봄만되면 돈버시네요 버스커버스커,0개
535,IlllIIIlIlIllIl,민주화가~,1개
536,aguylivingalone,"전 이 노래 데모버전이 사실 더 낫던데, 누구 올려주실분 없나요? 어떤 가수든 정식녹음하면 퀄리티, 정확성은 더 높아질지라도 처음의 그 삘은 안 살더라구요. 이 노래도 장범준이 뭔가 방구석에서 연습하면서 친 듯한 그 데모버전의 그 느낌은 없네요. 데모버전은 하모니카 아닌 멜로디언 솔로~입니다.",0개
537,노무현,민주화가   민주화가  야기분좋구나,0개
538,팡고른숲,20년에 온사람 손,1개
539,녹차라떼,19년에 온 사람 손,0개
540,이충연,"2
  0
    1
      9
        ?",0개
541,마크샌즈도티잠뜰YT오버워치겐지,??:민주화가~민주화가~,0개
542,aly,english title pls?,0개
543,박준성,민주화,0개
544,assaulphist,점점,0개
545,이현호,"Давайте бить бадминтон
Позвони мне на чашечку кофе
Я хочу гулять по городу
Ты никогда не говорил нет
Цветок расцвел вот так
Цветок расцветает, цветок расцветает так
Люди на улице
Да, как это особенное для вас
Это сложно Это трудно Это сложно
Я хочу съесть что-нибудь вкусное
Позвони мне в кино
Озеро Дандэ бросили гулять
Ты никогда не говорил нет
Цветок расцвел вот так
Цветок расцветает, цветок расцветает так
Люди на улице
Да, как это особенное для вас
Это сложно Это трудно Это сложно
Хорошо хорошо гармоника соло
Блоссом Блум Блоссом Блум Блум Блум
Цветок расцветает, цветок расцветает так
Люди на улице
Да, как это особенное для вас
Это сложно Это трудно Это сложно",0개
546,NTT,19년 온사람 손,0개
547,assaulphist,20년에 온사람 손,0개
548,최성원,19년에 올사람 손,0개
549,aftermath,19년에 올 사람 손,1개
550,roryp,NAME TRANSLATE?,0개
551,간지,18년에 온사람 손,0개
552,책만,"(미리해야지 !  )  20년에보고있는분 손

(미리해야지 !  2  )  21년에보고있는분 손",0개
553,귀여운마이송,너네 언제봤는지 안궁금해,0개
554,최지은,이 부분은 좀. . 이 관계자는 이날 오전 서울 자양동. . 하지만 이런 일이 일어나지 않도록 하기 위한 것 아니냐는 지적이 나오는 것을. 하지만 그 순간. . 하지만 이런 일이 없도록 할. 이 대통령은 이 같은 내용을 담은 사진을 접한 누리꾼들은 이날 방송에서는 개그맨 이수근이. 이 대통령은 특히 이번 시즌 첫 승을 것. 하지만 그 동안 잘 ᆞ 안녕. . 이 이 같은 내용의 글을. . 이 같은 내용을 보면 정말 좋은 것 아니냐는 관측이. 하지만 이 모든 것이 가장 ᆞ 것. 하지만 이 같은 사실을 안 전 후보는 이날 오전 열린. 하지만 이 같은 내용의 공문을 보낸 것 아니냐는 관측이. 이 대통령은 이 같은 내용의 공문을 보낸 사람. 이 대통령은 이 대통령은 특히 그는 이날 방송에서는 개그맨 김병만 키 굴욕 사진을 접한 누리꾼들은 이. 이 대통령은 이날 오전 국회 본회의 표결. 이 대통령은 이날 저녁 서울 강남 스타일 아이콘. 이 대통령은 이 대통령은 ,1개
555,AyuShu,"hm, what i dont understand is why the lower quality video has 700k views and this one has 67k only >>",0개
556,뭐하자는거지,2019년에 온사람~좋아요 ㄱ,1개
557,AFewGoodMan,0:39그래그래 니엄마~~,1개
558,하하하,2:09,0개
559,JPush,19년도에 왔다 손,2개
560,밈승,19년에 온사람 손,2개
561,,19년에 온사람 손,2개
562,이동욱,19년에 온사람 손,2개
563,NEL넬,댓글에 왜이리 일베충이 많나...더러워,0개
564,,19년에 온사람 손,0개
565,최준영,면허 2개이상 있는사람!,0개
566,사랑사랑,못해 솔로,0개
567,고도원,Qrfrre Stuttgart  budget Guggenheim chug Guggenheim ,0개
568,,민주화가~ 민주화가~,1개
569,연수,d,0개
570,IKSDBLunion,2023년 손,0개
571,박이탄,"배드민턴 치자고 꼬셔 
커피 한 잔 하자고 불러 
동네 한 번 걷자고 꼬셔 
넌 한 번도 그래 안 된다는 말이 없었지 

꽃송이가 꽃송이가 그래 그래 피었네 
꽃송이가 꽃송이가 그 꽃 한 송이가 그래 그래 피었구나 

거리에 사람들 수많은 사람들 그 길에 사람들 
그래 나는 네게 얼마만큼 특별한 건지 
그게 어려운 거야 그게 어려운 거라 그게 어려운 거야

맛있는 거 먹자고 꼬셔 
영화 보러 가자고 불러 
단대 호수 걷자고 꼬셔 
넌 한 번도 그래 안 된다는 말이 없었지 

꽃송이가 꽃송이가 그래 그래 피었네 
꽃송이가 꽃송이가 그 꽃 한 송이가 그래 그래 피었구나 

거리에 사람들 수많은 사람들 그 길에 사람들 
그래 나는 네게 얼마만큼 특별한 건지 
그게 어려운 거야 그게 어려운 거라 그게 어려운 거야
좋아 좋아 하모니카 솔로 

꽃송이가 꽃송이가 꽃송이가 그래 그래 피었네 
꽃송이가 꽃송이가 그 꽃 한 송이가 그래 그래 피었구나 

거리에 사람들 수많은 사람들 그 길에 사람들 
그래 나는 네게 얼마만큼 특별한 건지 
그게 어려운 거야 그게 어려운 거라 그게 어려운 거야",31개
572,bchssj,그래그래,0개
573,m24,솔직히 보물섬보고왔다 눌러,1개
574,10632진재영,"치킨이나 먹자고 꼬셔
콜라 한 잔 하자고 불러
라면 한 번 부수자고 꼬셔
넌 한 번도 그래 안 된다는 말이 없었지
 
꽃돼지가 꽃돼지가 그래 그래 나였네
꽃송이가 꽃송이가 초코송이가 그래 그래 맛있구나
 
거리에 사람들 수많은 식당들 그 길에 돼지들
그래 나는 네게 얼마만큼 특별한 건지
그게 어려운 거야 그게 어려운 거라 그게 어려운 거야
 
맛있는 거 먹자고 꼬셔
 피자 한판 먹자고 불러
단대 호수물 마시자고 꼬셔
넌 한 번도 그래 안 된다는 말이 없었지
 
꽃돼지가 꽃돼가 그래 그래 나였네
꽃송이가 꽃송이가 초코송이가 그래 그래 맛있구나
 
거리에 사람들 수많은 식당들 그 길에 돼지들
그래 나는 네게 얼마만큼 특별한 건지
그게 어려운 거야 그게 어려운 거라 그게 어려운 거야
좋아 좋아 진라면 매운맛
 
꽃돼지가 꽃돼지가 꽃돼지가 그래 그래 나였네
꽃송이가 꽃송이가초코송이가 그래 그래 나였 구나
 
거리에 사람들 수많은 식당들 그 길에 돼지들
그래 나는 네게 얼마만큼 특별한 건지
그게 어려운 거야 그게 어려운 거라 그게 어려운 거야",1개
575,IKSDBLunion,2022년 손,0개
576,카페인,Anyone In 5019^^,1개
577,IKSDBLunion,2025년손,0개
578,IKSDBLunion,2024년손,0개
579,바큐모고,나만 이현석 버전이 더 좋냐,0개
580,콩수현,민주화가~민주화가 그래그래피었네,0개
581,ryusonils,2022년에 보고있는사람 손드셈,1개
582,profighter,2008-2012년 국민 행복지수 최정점 찍던시절. 특히 2011-2012년 사이기간. 전세계적으로 다 불황일때 우리나라만 특이적으로 다 치고나가서 +설장률 기록하고 북한 개쉽새끼들이 지랄해대도 국가적으로는 아주 잘 나가던 시기. 출산율이 역반등 하던 시기. 어차피 정치인들 다 똑같이 해쳐먹고 민주 민생 거리면서 강남에 땅 사고 친척까지 동원해서 해쳐먹는 새기들인데 이명박 처람 잘 하기라도 하던가. 근데 더 웃긴건 정신나간 년놈들은 김정은 귀엽다 이지랄 해대고 쥐박이 이러고 다니지 ㅋㅋㅋ 국민평균 5등급 수준 ㅋㅋㅋㅋ 이미지정치에 놀아나는 한심한 종자들,0개
