,youtube_id,comment,like_num
283,병진뚜렛,실버판테온 보고 왔다,2개
284,AnneL,Here because of JHope😂,0개
285,SendyChn,"The Korean restaurant i used to part time at often played this song
And it just stuck in me after so many years",1개
286,AgustinaFitaaa,Hi i'm from indonesia i like this song 😃,0개
287,ManUtd,곧부활할노래,11개
288,메롱롱,"코로나19는 이겨내고!벚꽃구경하라 갑시다.여러분덜!!!대구,경북 화이팅❤",2개
289,ManangFangirl,GOT7 Jinyoung made me listen to it 💚,4개
290,MtPAJI,Finally found it.,1개
291,이태윤1,너무 좋다.. 노래,1개
292,SudhaJadapola,Awwwwwwww......the song ended!!!!!,0개
293,김성혁,진짜 ㄹㅇ로 응답하라 시리즈 나오면 무줘건 이 노래 나올 듯,1개
294,seholiccaerizen,THIS SONG IS TIMELESS!!!,1개
295,RyanR,Fools brought me here. ❤️ Such a lovely song.,0개
296,자연인,"비록 코로나 바이러스 땜에
제대로 된 봄 기운을 느끼진
못 하겠지만 이 노래를 
들으며 봄을 그나마 느껴보자.",794개
297,가은이팬1호,03:15 하 눈물난다..,1개
298,SooJinCherry,"Hong Jin Young unnie brought me to here, I love this song ❤ Everyone can check her song about spring, that's Coming Spring so great",2개
299,ycho,다시 왔구나,3개
300,쭌이,"벚꽃 엔딩 가사

그대여 그대여 그대여 그대여 그대여
 
 
오늘은 우리 같이 걸어요 이 거리를
밤에 들려오는 자장노래 어떤가요 ( oh yeah )
몰랐던 그대와 단 둘이 손 잡고
알 수 없는 이 떨림과 둘이 걸어요
 
봄바람 휘날리며
흩날리는 벚꽃 잎이
울려 퍼질 이 거리를
( UhUh ) 둘이 걸어요
 
봄바람 휘날리며
흩날리는 벚꽃 잎이
울려 퍼질 이 거리를
( UhUh ) 둘이 걸어요
 
( oh yeah )
 
그대여 우리 이제 손 잡아요 이 거리에
마침 들려오는 사랑 노래 어떤가요 ( oh yeah)
사랑하는 그대와 단둘이 손잡고
알 수 없는 이 거리를 둘이 걸어요
 
봄바람 휘날리며
흩날리는 벚꽃 잎이
울려 퍼질 이 거리를
( UhUh ) 둘이 걸어요
 
봄바람 휘날리며
흩날리는 벚꽃 잎이
울려 퍼질 이 거리를
( UhUh ) 둘이 걸어요
 
바람 불면 울렁이는 기분 탓에 나도 모르게
바람 불면 저편에서 그대여 니 모습이 자꾸 겹쳐
오 또 울렁이는 기분 탓에 나도 모르게
바람 불면 저편에서 그대여 니 모습이 자꾸 겹쳐
 
사랑하는 연인들이 많군요 알 수 없는 친구들이 많아요
흩날리는 벚꽃 잎이 많군요 좋아요
 
봄바람 휘날리며
흩날리는 벚꽃 잎이
울려 퍼질 이 거리를
둘이 걸어요
 
봄바람 휘날리며
흩날리는 벚꽃 잎이
울려 퍼질 이 거리를
둘이 걸어요 ( oh yeah )
 
그대여 그대여 그대여 그대여 그대여",56개
301,ManuelaBalam,Amo :),2개
302,TsalisAcha,I'm wondering about how Busker Busker is doing these days. Anyone keeping updates on them? What is their latest song?,2개
303,고명수,2021년 출첵,0개
304,minaPetite,I always heard of this song in kdrama especially in spring season and university kdrama,3개
305,ytfreq,simon and martha's link to the article brought me here,17개
306,FERNFEFO,2020!!!!🤚🏻🤚🏻🤚🏻🤚🏻🤚🏻🤚🏻🤚🏻🤚🏻,1개
307,PROSOTO,"Hermosa canción.. no conocía a estos chicos,  alguien sabe si aún siguen ??",0개
308,LindrindonArmymarmy,From run bts🤗 песня такая красивая 🤧👏💜💜💜,1개
309,임필수,봄도 아닌데 와버렸네;;;,1개
310,MC,"After few years,still no one talk about Kang Sira PD101 here :(((",2개
311,YenLinhDao,It's springtime again and just like every year I came here to listen to this masterpiece.,4개
312,VebyKurniaOktasyah,I can't help but crying,0개
313,이라,FYI: busker busker won MAMA in 2012 with this song.,54개
314,우주와하준TV,"2012:우와 노래 좋다
2020:히든싱어 보고왔어요 편해준ㅋ",1개
315,NikkiStar,Who else knew that they were coming for that tree instead of the girl because they watched too much kdramas to expect the plot twist? :) ,106개
316,Toraosan,The legend usually has no many song. They only release one song when debut yet it's last long forever. They are legend.,82개
317,김지원,1년 뒤에 다시 오게 될 2021년을 기다리며....,2개
318,ShimiShimi,I know them since one of the members go to the return of the superman,7개
319,BayouDrank,I had always assumed my spring time allergies were due to the cherry blossoms blooming but it turns out it's just this song,3개
320,taehktk,so this is song i've always heard on most every variety show,177개
321,GeunmyeongBaick,저거 빠니보틀 차아니냐 ? ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ,4개
322,이모띠,노래 너무 좋다,1개
323,아잉,1:20,0개
324,chaimajimin,8 years ago when i first listened to it i laughed so hard i found it silly song and the channel i watch used to play it at least 3 time a day so i used to it and  i like its one of my favourite songs 💜💜,9개
325,당탕박,0:24 겨울방학이 이까지 연기된걸 예견한 대사. 장범준은 이 모든 상황을 본거다. 장범준 그는 대체..,0개
326,구누,아 진짜ㅋㅋ 저 노란색 머리분 너무 데이브 닮으셨엌ㅋㅋㅋ,1개
327,UmmiSuraya,Knowing bros brought me here,0개
328,한도경,와..벌써이노래가 8년전이네 시간빨리간다...ㄷㄷ,1개
329,김민석,브래드 근황보고온사람?,2개
330,Rhea,I first fell in love with this song when I heard it in the return of superman.🥺,0개
331,JohnNinenine,This feels like a copycat version of Tenterfield Saddler by Peter Allen,0개
332,ViviB,En el manhwa fools todos querían aprender a tocar esta canción en guitarra 🙈,0개
333,AnissaAlfian,2020.. Present..,0개
334,김기수,8년전 오늘,2개
335,읃등,"방탄 얘기 그만해ㅠ
This is not a video of bts. Stop talking about bts. plz...🙁",296개
336,saikikismybabydaddy,idk why but they remind me of ben&ben but korean,0개
337,Bitia,💕💕,1개
338,PassingBy,이 곡 모르면 간첩ㅋㅋㅋ,0개
339,감자,"와 ㅁㅊ 이게 2012년 노래라니 말도 안돼 ㅁㅊㅁㅊㅁㅊ
지금은 아내분이랑 잘 살고 계시겠지",1개
340,김선표,크리스마스에  캐롤이 있다면 봄에는 벛꽃엔딩이 있다,232개
341,덕질계,이제 곧 길거리에서 이노래 많이 들리겠구먼... 시간 진짜 빠르다...이게 벌써 7년전 노래....ㅠㅠ😭,52개
342,royseo,뮤비 웰케 귀엽냐 ㅋㅋㅋㅋㅋ 노래 너무 좋다..,1개
343,이윤지,e학습터땜에 오신분....,1개
344,최영진,벚꽃의 원산지가 한국이다. 일본이아니다.,6개
345,YouthOne,Finally! I found this. You don’t know how much time I spent to find this!! D,52개
346,홍효정,노래가너무좋아요~~^^,1개
347,간단한미역국레시피로구독자모으기,0:26,0개
348,SrijayaSalim,So this is the most downloaded song of all time in South Korea ? like it ^^,257개
349,dayanastyles,Come here bcs hyungsik,0개
350,고등어운동유튜브,0:25 여기서 겨울방학이 좀더 길었으면 좋겠다하는데 지금 겨울방학이 몇주가 연기되는거야 ㄷㄷ,0개
351,남박지용,진짜 벛꽃엔딩...  이네....,1개
352,김민수,코로나 너무 심해진 지금 이번년도 빨리 지나고 적어도 내년 봄엔 마스크 안써도 되는 세상에서 살고싶다 정말로 너무 지긋지긋하다 코로나,3개
353,fridenzarizkineta,2020 check,0개
354,이모띠,와 겁나 오래된 노래네 ㅋㅋㅋㅋㅋ 8년전이네 ㅋㅋ,1개
355,MintiMin,Came back here after 4 years. I really miss them T.T,92개
356,아라,날씨는 쨍쨍하지만 그리 덥지도않고 바람도 선선하게 부는 날씨에 하늘위를보면 구름이 둥실둥실떠있고 옆에는 벛꽃나무랑 꽃들이 있는 산책길에서 내 친한사람과 같이 도순도순애기하며 행복하게 그 거리를 걷고 싶다,1개
357,소희,"벚꽃엔딩, 무한도전, 건축학개론, 2012 이 때 좋았지",1개
358,ruthlessrays,"If I ever visit Korea, I'd want it to be spring season. I'll wander around the place while listening to this and BTS' spring day with my earphones~ 🌸",2개
359,장원,이 노래만큼 이렇게 오랫동안 1년에 1번씩은 무조건 차트 순위권 드는 노래가 있을까,152개
360,Mellifluous,"진짜 역겹다
방탄팬 어느정도가있지
좋은댓글많았는데
해외팬들 때문에 다 묻혔네",118개
361,흑흑,"""라이엇은 벚꽃엔딩 판테온을 만들어달라!""",549개
362,SGY,잘지은 노래하나 열빌딩 안부럽다.,14개
363,eunjioppa,"every year, when the spring comes, I start playing this song for hours and I feel like im in heaven",26개
364,JM주남,"이게 6년전인데 아직도듣고있네 ㄷㄷ 
띵곡 ㅇㅈ(1월달에쓴거)

자자 이제 주목!! 벛꽃 몰려올거같네요 노래와함께 < 3월 31일에 쓴거",214개
365,JungkookwifeButhedontknow,This will forever be my favorite spring song,4개
366,예슈아곧오신다,"저는 이노래들으면 학교에서 그림그리고 뮤직비디오(?) 만든거 생각나요ㅠㅠ
이런노래들으면 동심으로 돌아가는 기분...",2개
367,모닝,데이브다~~~~~~~,1개
368,이무기인싸,와..... 봄하면 이 노래밖에 생각안난다! 다들 인정 하죠?,3개
369,몬붕이,플래티넘 갈거야~,1개
370,아영어학원숙제그지같다,"현 중3입니다 초2때부터 알게된 곡인대 이게 장범준님 곡인줄 몰랐네요 ㅋㅋㅋㅋ 저는 중1때부터 롤창인생을 시작해서 이번에 실버판테온을 통해 장범준 님 을 알게되었고, 다른곡도 찾아보던중에 이 노래가 나와서 깜작 놀랐습니다 ㅋㅋ",5개
371,YuiHin,2020 anyone ?,0개
372,SungjinSong,코로나 C팔 진짜,1개
373,신현우1834,진심 그렇게 많이 들었는데 뮤비는 오늘 처음으로 찾아서 본다...,529개
374,경찬,지금도 보는사람 없겠쥐 ㅋㅋㅋㅋ,1개
375,TatianaAraujo,Brazillian hereeeeeee✊ 🇧🇷🇧🇷🇧🇷🇧🇷🇧🇷🇧🇷,0개
376,약빤발라크,"다시, 벚꽃",2개
377,MarkusSiagian,Did Anyone came here because of Running Man? I listened to this song from the variety show Running Man and I liked it. So easy listening,0개
378,cozy,0:26,0개
379,모두의가족부,뮤비 제대로 본 적 없는데 내용 잘 보니까 개웃기네 ㅋㅋㅋㅋㅋ,1개
380,Syoobi,I listen to this song for probably more than 6 hours already..  It just puts me into a happy mood!,23개
381,우진님등장,"우리 엄마가 정말 좋아했던 노래인데ㅎㅎ
많은 여성들과 손 잡고 걷는 생각은 참 많이 했는데 왜 엄마랑 같이 할 생각은 못했을까요
엄마 우리 하늘에서 만나면 꼭 같이 노래 들으면서 걷자 사랑해 우리 엄마 아이디에요 욕은 하지 말아주세요ㅎㅎㅎ",399개
382,NurulHuda,You know spring has started when this song is starting to climb back up the charts,11개
383,최지호,0:26,0개
384,KimFamily,와 이거 저에 학교에서 들었는데 또 들으네요 이 노래 참 좋다,1개
385,안수연,0:01,0개
386,NonaNanna,i love this song when i first hrd it.. love from indonesia,2개
387,방향제멜론,2021년 첫댓글이다..,0개
388,안수연,0:1,0개
389,문재인탄핵사형,"봄스커 봄스커의 장봄준이 부릅니다
벚꽃 연금",1개
390,훼잇빌한인장로교회,i am Korean and i live in America. I just can type in Korean. but I can do this... ㅠㅠ,0개
391,PaluHope,Muito bom ♡,0개
392,재주도SGDK,어떻게 이런 생각하지?!!1:18,1개
393,ImeneBouz,Timeless,0개
394,남자,2021,1개
395,키주TV,네가 4살 때잔엌ㅋㅋ,1개
396,강정림,ㅋㅋㅋㅋ조횟수 지렸다.ㅋㅋㅋㅋ,1개
397,성씅이에게임방송,아 개축억ㅠㅠ,0개
398,RominaCenturin,World should be full of bunnies. Yep.,10개
399,KongpobSarawat,Verivery brought me here... 💙,1개
400,얀수,2021 1 1 :) 새해 복 많이 받으세요 다들 🥰🥰 벌써 일 년이 지나갔네요 너무 허무하지만 이 노래로 허무함을 채우는 중입니다 🥰🥰🥰🥰🥰,0개
401,La0taku,Apuesto a ke llegaste aki por Fools 👺👌🏻🌸,0개
402,PujiRestuMaulida,Korean spring national anthem,0개
403,눌하,I thought that they were going because of the girl but they were going because of the tree...,8개
404,134340,Here because ateez 💙💙,0개
405,JanssenLynn,"I had known this song for the first time in 2012 because of my Korean friend, his name is Jo Jong Geun. He said this song very popular that time in Korea. But then I lost contact with him since he has a girlfriend and his girlfriend was very jealous with me😄",1개
406,봉봉200,8년이 지낫지만 봄에 길거리에서 이 노래를 못들은 해 는 한번도 없다,2개
407,HosaNiana,"Come here because BTS, they really share great taste in music",10개
408,FranciaLopez,"Stray kids :,)",0개
409,mi,진짜 어딜가나 bts..나만 지겹나,153개
410,AasAasds,얼었던 겨울이 녹는노래,2개
411,안수연,1:00,0개
412,Jumana,the song is back on melon music chart again!!!,39개
413,southpaw20,i came here because of Fools,0개
414,Irocktorres,BIGGEST PLOT TWIST IN MY WHOLE LIFE,6개
415,minny,who else is coming here as spring approaches!!!🌸🌸,1개
416,겜록스tv,지금도 듣는사람 있나??,1개
417,LionelMessi,이 노래가 그 봄만되면 돈을 쓸어담는다는 그 노래인가요?,1개
418,JocelynChew,song jihyo was singing this on Running man haha,6개
419,gigijjang,"Nothing more suit as BGM when spring has come.
This n Roy Kim-Bom bom bom are spring anthem in korea.",42개
420,김강산,"This song is the perfect song that describes SPRING.
If kids ask me what was spring when spring has disappeared because of global warming, I'll let them listen to this song.",144개
421,됐다됐어,와 뮤비 진짜 추억이다 봄에 1학년때 선생님이 틀어줬던 기억이...,0개
422,KennethH,this song is back on the mnet music charts again,270개
423,장용재,ㄴㅋㅋ 너무좋앙,0개
424,StreamYestoday,This song will never get old :),43개
425,kloamncz,벚꽃엔딩 이후에 봄 대표곡이 나올까 ㅋㅋㅋㅋㅋㅋ,0개
426,penguinic,"somebody told me that Akdong Musician Time And Fallen Leaves is an autumn anthem, then Busker Busker Cherry Blosson Ending is a spring anthem! XD ",6개
427,MatildeMagalhes,I'm here because of a manhwa named fools,0개
428,별이,온라인학습때문에 온사람 손!,1개
429,DrawingRabbit드로잉레빗,여자 말고 벚꽃나무를 원한겨..?,1개
430,나한국인임youfate,2021년 출체 댓글이 만아질 예정,0개
431,박찬율,아니 선생님 온라인수업에서 이걸보게합니까....?,1개
432,Sora,Gente vengo por fools y me quedo por qué es alta cancion,0개
433,크리즈원에플,"그래......역시 장범준밖에 없다.....이수,박효신 노래 부를라다가 이거 부르니까 천국이 따로없네ㅋㅋ",1개
434,채,ㅋㅋㅋㅋㅋㅋㅇㄴ 8년전 영상인데 댓글들 다 최근이야ㅋㅋㅋ ㅋ,0개
435,스타셀,생각해보니까 이노래 나왔을때 초 2였네...,1개
436,방구빵우리는방구가족방구빵뽕뿡,장범준천재♡,1개
437,박지민,코로나땜에 이곳으로 달랜다,1개
438,CYPark,Since spring is here... I'm here,83개
439,이야맛이이기똥차다,봄인데 왜 우리한텐 봄이안오는걸까..,1개
440,s백서현,이게 조회수가 이천만밖에 안된다뇨..새삼 노래 진짜 좋긴 하다 이제 곧 들을날이 오겠구만 코로나도 이거듣고 눈치껏 꺼졌으면 좋겠네요,0개
441,faasakura,IU's Homebody Signal bring me here.😍 Great song & really addictive.,1개
442,FitrianiGiringan,Who’s here after watching Mtopia?,0개
443,JadeCristine,who came here because of busker busker ._.,372개
444,LovelyPoblete,"You can hear this song in almost every korean show during spring. 😍
I just found out who was the singer after watching TROS. Appa fighting!",780개
445,KalmMckenzie,Soy la única que cree haber encontrado el hermano gemelo de Eric Nam????? Son idénticos XD,0개
446,유다영,의외로 조회수 낮아서 놀람,2개
447,LorranyAlves,"Só lembrando do bts cantando essa música, bem legal",0개
448,,와 방탄얘기밖에 없어 으,38개
449,pokachok,"That was awesome...
I don't understand Korean ..
But music has no language..
Keep it up guys that beautiful sound...
",5개
450,Ayyydollfiddler,Very indie-ish. That explains why Koreans love them.,66개
451,GISELARTICAFERRER,Me gustaría tanto que vuelvan a sacar canciones así de bonitas <3,6개
452,melissapeach,sad that all of the comments are about bts instead of the actual song,363개
453,곽춘배,대한민국에서 이거 모르면 진짜 사람아님ㄹㅇ,1개
454,방탄소년단BTS,ชอบเพลงนี้ตามมาจากrun Bts,0개
455,재넌보호위원회,실버 판테오온오오온~~,1개
456,wannaonesshit,English comment passing by,0개
457,밍밍,가고픈 대학 붙어서 내년엔 벚꽃구경가자 !!,1개
458,MiuTrn,23/8/2020❤️,0개
459,이이지웅,곰탕같은 노래.. 재탕해도 여전히 깊은 맛이,1개
460,정재헌,이노래는 좋겠다 봄만되면 차트에 올라서....,48개
461,nostlgxx,"이제 또 올라온다,, 멜론차트 재진입ㅋㅋㅋㅋㅋㅋ앞으로 10년 뒤에도 사람들 기억에선 잊혀지지 않을듯",159개
462,SHKIM,20년에도 들으러 왔습니다. 다들 건강한 봄 됐으면...,1개
463,hh,형태님..노래내주세유ㅠㅠ,0개
464,오준,벚꽃 연금 ㄹㅇ ㅋㅋ,0개
465,박진영,"시대를 안타는 노래. 100년이 지나도, 300년이 지나도 봄만 오면 사랑받을 노래다.",1개
466,정정미,곧 온다~~봄  빨리와라  미세먼지는 델꼬오지말고~너만 빨리와라,55개
467,잉속았지,다시 뜰 시간 왔노,1개
468,이도연,이곡의 라이벌인 봄봄봄이 조회수가 더 높다니.....,1개
469,BTSARMY,Came here because of BTS💜,0개
470,SN,진짜 세상에서 제일 설레는 노래 같당..,0개
471,CarolineLe,BUSKER BUSKER BRAD AND ERIC NAM FOREVA BROMANCE <3,6개
472,KatherineCisneros,Vengo de Fools xdxd,1개
473,고무고무팬,영상에나온토끼는 운이좋네 ㅎㅎ,1개
474,연초연어초밥,그리고 처음에 나오는 그림 나만 귀엽나 ㅋㅋㅋㅋ,0개
475,혜진,"아니 잠깐만.. 이게 8년전 노래요..?ㅋㅋㅋㅋ
지금도 엄청 좋아하고 잘듣고있는데 뭐야..
진짜 세월빨리갔어 퓨ㅠㅠㅠㅠㅠㅠㅠ",0개
476,SaypanBank,ชอบเพลงนี้มาก ฟังตั้งแต่ออกใหม่ๆ เมื่อคืนย้อนไปดู Flower boy bromance นัมจูฮยอกกับจีซู ร้องเพลงนี้ เลยคิดถึงกลับมาฟังอีก❤️,0개
477,하클,지구 온난화 최대 피해자 댓글 어디 갔냐 ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ,0개
478,뀨우,형태 뭐하고사냐 ㅠㅠㅠ,0개
479,전기민들레,이게 8년전이라니 시간 빠르다..,1개
480,이재원,장범준 가문의 가언은 'spring is coming' 이 아닐까?,228개
481,SHINeeNAilee,Am I the only one who came here because I remembered when it was released as the huge monster it was and wanted to hear it again? Yes?,214개
482,김득춘,2019 3월달에 듣고계신분~,336개
483,AyumiIkedaWulff,"들은 노래 at Seoul again and again.
Cherry blossom song for love ",20개
484,제루,8년이나 됬구나 다시들어도 너무좋다.,1개
485,YouLocalWeirdo,I’ve come here because of a bl manwha and I regret nothing,0개
486,kinanakajima,♡♡♡♡♡♡♡from🇯🇵,0개
487,LeidyAO,Realmente me enamoré  de la música uf 💜,1개
488,김은채,이거 뭐 버스커버스커가 방탄 노래를 커버한줄알겠네ㅋ,26개
489,이솜사탕,0:26,0개
490,김태성,반전주의 ㅋㅋㅋ,0개
491,정수아,왕^^~~~~~좋다!!저 팬이에요!!,0개
492,나문희,범준이형 실버탈출기를 기원하자,1개
493,김진욱의미국VLOG,와....썸네일...데이브인줄 ㅋㅋㅋ,0개
494,Claudiashe,Just gotta thank stray kids for making me come here cuz this song is legendary 😍😍,2개
495,public,어떻게 노래가 7년이 지나도 촌스럽지가 않고 그때듣던 그 느낌을 그대로 전달하는거지 버스커버스커 대단하다 진짜..,140개
496,안수연,1:34,0개
497,나나,장범준 ㅋ,1개
498,김성호,??? 미드로 가보자 스노우볼을 굴려보자~~~,1개
499,건희,"제발 코로나,미세먼지는 가고 봄 바람만 오기를...",1개
500,AdindaNurulHusna,am i the only one who came here because fools lol ?,0개
501,EmPLoYEeMaNgLeR,"Man, those high notes just slayed me. >_<",5개
502,Cracker,I wish they would release more albums. Their music is so natural and pure and talented. ,168개
503,domilama,❤️❤️❤️,0개
504,김현민,"봄하면 떠오르는 삼대장
버스커 버스커
로이킴
꽃가루",1개
505,흔한악뮤팬,대한민국 쌉 명곡 애국가말고 온 국민이 아는노래,103개
506,조현준,역시  장범준 👍👍👍👍👍👍👍👍👍👐👍👍👍♥♥♥♥♥♥♥♥♥♥♥♥♥♥♥♥,1개
507,Tifa,I came here because of a manhua.,0개
508,ChelseaBisenius,"I read somewhere that it is this particular song that becomes popular during the spring. An article about Busker Busker that was published in 2013 says, ""The record continues to surprise: this past April, the year old hit, ""Cherry Blossom Ending,"" returned to the top of the U.S. charts sans promotion, simply because it had become synonymous with spring for so many Koreans."" In my head it reminds me of how Mariah Carey's song All I Want For Christmas has topped the iTunes charts every year around Christmas. The song was released in 1994.",9개
509,maniachik92,you know its spring when this is back on the charts,61개
510,사랑해요입분,보고싶은장법준,1개
511,파란오렌지,"모든계절을 다 이 노래로 보내네ㅎㅎ
빨리 코로나는 가고 벚꽃을 볼 수 있는 날이 오면......",1개
512,IrhamK,Ada gak yang dari Indonesia nonton ini?,1개
513,이우키,이야 판테장인 풋풋한거 봐 ㅋㅋㅋㅋㅋㅋ,1개
514,썹썹이,와 어릴때 개 많이 들었는데... ㅎㅎ,2개
515,Majessty,A-a... A white person!!!!! Finally! Lol,7개
516,김루킹,배란다 창밖은 벛꽃엔딩 나가면 핵피엔딩 쉬발,1개
517,아침낮잠,"0:23
5252아직은 안 된다구. 2년만 기다려",0개
518,AuliaNofrianti,Is anyone here searching this song bcs heard it at the first time from running man? I like this song very muuuch...,8개
519,lilmamagc,They better re release this for the 10 yr anniversary,0개
520,MrHellowassup,I realized liked this song back then because it really was super fresh. Busker Busker makes good music.,5개
521,LA,"I remember I listened to Busker Busker so much before I knew kpop, I've heard somewhere them and was just obsessed lol
The singer's voice is so beautiful",5개
522,GOODMUSIC,I came here because this song is Korean spring anthems,187개
523,니나,"This was the song Gu Seung Joon sang when he was in the car with Seo Dan 😭😢

Why does he frickn have to die 😭😭

#cloy

구 승 준!!! 😭😭😭😭",1개
524,한달랭커,실버 빵테온~,1개
525,너닉씹덕같아,추운 가을밤에 이불둘러쓰고 보고있는사람 손?,1개
526,리해,그대여 하는순간 마음속으로 아 이거지,1개
527,강정림,8년전..,1개
528,IYE,When I was in Korea last year this song was literally EVERYWHERE.,5개
529,로봇,"(음악)
그대여그대여그대여그대여그대여
(음악)
오늘은우리같이걸어요이거리를
(음악)
밤에들려오는자장노레어떤가여~~
오예~
(음악)
몰랐던~그대와 단둘이 손잡고
알수없는이떨림과
둘이걸어요~~
(음악)
봄바람휘날리며~
흩날리는벚꽃잎이~~
울려퍼진이거리를
둘이걸어요
봄바람휘날리며
흩날리는벚꽃잎이
울려퍼진이거리를
둘이걸어요
봄바람휘날리며
흩날리는벚꽃잎이
울려퍼진이거리를
둘이걸어요
(음악)
그대여이제
나중에ㅆㅇㅈ",10개
530,까꿍즈,"대한민국 4계절이다.
장'봄'준, 여름,가을,겨울",1개
531,뚱띵이07,3:10 윤균상..?,0개
532,에레헤헤헿래렣레래레레레,이 노래만 들으면 마음한켠으로는 좋고 한켠으로는 설레고또 한켠으로는 슬프다 옛날에 엄마랑 동생들이랑 다같이 가족끼리 봄에 꽃보러 손잡고 가는 거랑 차타고 드라이브하는게 생각나면서 또 서로 많은 이야기를 하고 하하호호 행복하게 보낸 봄에 대한 기억들이 새록새록 떠 올라 나를 다시 과거로 돌아가는 듯한 느낌을 주고 항상 이노래를 들으면 마음이 싱숭생숭해지고 따뜻해지고 울컥하고 진짜 여러가지 감정이 들면서 항상 잊혀질 수 없는 기억으로 반주만 들어도 떠올라 나를 행복하게 해준다 ㅠㅠㅠ 다시 전으로 돌아갈 수는 없지만 늦기 전이라도 가족과 함께 이노래를 들으면서 새로운 추억을 만들어야겠다는 생각을 오늘도 해본다,176개
533,김송희,2배속 개웃김,1개
534,오은석,브레드 드럼 진짜 얌전하게 치네...,0개
535,기철없는이,"2019: 봄바람이 휘날리는~
2020: 코로나가 휘날리는~",0개
536,knt,원레 소속사 stone music 이였음? 아님 바뀐건가,1개
537,전설의이름,교과서에 실려도 이상하지 않을 노래.ㅋㅋ,400개
538,오지예,이게 벌써 8년전이다,1개
539,수달의염원,봄만 되면 다시 떠오르는 전설의 노래,1개
540,nini,henry brought me here wow,2개
541,3636,안녕하세여 여긴 2018년이구요 벚꽃연금은 지금도 살아있어요 스멀스멀 ㅋㅋㅋ 벌써 6년이나 됐다니 아무리그래도 봄하면 생각나네요,4개
542,사랑해요입분,장범준사랑해요♥♥♥,1개
543,jonggoo,진짜 내가 신기한게 4월되니 이노래 찾아듣네ㅋㅋㅋ,0개
544,아가츠마젠이츠,그와중에 토끼 귀엽당...ㅎ,0개
545,홍은희,그데여~,0개
546,JAEJUN20111,ㅋㅋㄲ,0개
547,조은희,ㅋㅋㅋ,0개
548,sangson,멜론차트에 60위더라..스멀스멀 올라오는거 보니 봄이오긴 왔나보다,615개
549,함승우,돌아오는봄이되면 이노래를 혼자듣고있지 않기를...,364개
550,라잇웨잇베이붸,전설의 시작,1개
551,탄지로,반전이 나무를 좋아했던거얔ㅋㅋ,0개
552,sunk,크리스마스 캐롤송처럼 이제 봄에 안들리면 허전해,116개
553,Lee,실버 판테온~,1개
554,박세빈,"몇년째 봄되면 1위하는 노래.,,",1개
555,sandoz0,엇박 변박 너무 좋아,0개
556,김다훈,연금 on,1개
557,김범석,장범준이 제일 키작다 ㅋㅋㅋㅋ,0개
558,조수길,내아빠도 좋아해요 ㅋㅋ ㅋㅋㅋ ㅋㅋㅋㅋ.,0개
559,고등학생헬창,곧 거리에 울려퍼질 곡.,54개
560,hongsick,"I love this song so much !!! Most of the show on korea playing this song.. After 3 years finally i found this song hahahahahahahhaa.. after watching lee hae joon singing this song on guerilla date today, and the tittle was wrote on eng sub ❤️❤️❤️❤️❤️❤️❤️",4개
561,오오오,"어차피 이노래는 니 노래아니야
커플되면 다시 와라",1개
562,니코니니코,코로나 메로나?????,1개
563,실압근짱구,이렇게 봄에 어울리는 노래가 또 어딨을까,1개
564,BrookeKimchii,"Heard this for the first time,
three and a half years ago in Korea. 😂 
Then I Heard it again six months ago in Korea.. 
I am Missing Korea so I sit here and listen. 
A classic 💙",2개
565,SaktiPerdana,came here after watching infinity challenge,17개
566,그녀,지갑엔딩은 없었다,1개
567,HamnaQaiser,Who is listening it in 2020?,0개
568,김성호,이 가수는 8년후 프로팀 제의를받습니다,1개
569,사랑해류때지,This music has been popular before bts talks about it. It is still famous. And every spring  many korean listen to this. So plz don't speak about bts bts is good idol =_= but feel so bad why busker busker has to thank bts. I don't think so (｀Д´),66개
570,최인호,"Busker Busker – Cherry Blossom Ending (벚꽃 엔딩)

You, you, you, you

Today, let’s walk together on this street
How is this lullaby that you hear on this night?
I hold hands with you, whom I didn’t know
As we walk together with this unknown trembling

* As the spring wind blows
The scattering cherry blossom petals
Spread out on this street
As we walk together (x2)

Oh yeah

You, now let’s hold hands on this street 
How is this love song that you hear right now?
I hold hands with you, whom I love
As we walk together on this unknown street

* repeat (x2)

When the wind blows, my heart sounds to pound without knowing
When the wind blows, from way over there, I keep seeing you
When the wind blows, my heart sounds to pound without knowing
When the wind blows, from way over there, I keep seeing you

There are many lovers who are in love
There are many unknown friends
There are many scattered cherry blossom petals
I like it

* repeat (x2)

You, you, you, you",11개
571,고승윤,오랜만에 들어도 대박!!  화이팅이 넘치네 mvp,0개
572,게임하는초코에몽,나 어릴때 이노래가 봄봄봄인줄 알았음,1개
573,백미리,봄이  오면  생각나는 노래~~♡,0개
574,조성,이 노래가 벌써 8년전이네....내가 초1때 나온 노래라니 진쨔 ㅋㅋㅋㅋㅋㅋㅋ,1개
575,Age,2020년 5월 출석체크합니다!!,0개
576,김서윤,벌써 8년전 ..,1개
577,TsetsegmaaBazarragchaa,코로나 다 없는 엔딩~,0개
