,melon_id,댓글,processed_comment
0,돌르랑_도트가_제일_좋아,아무리 잊으려 해도 봄만 되면 머릿속에 들려서 절대 잊지 못하는 노래,"['잊다', '해도', '봄', '되다', '머릿속', '들다', '절대', '잊다', '하다', '노래']"
1,ailto2,와 2010년대 1위였어??? 미쳤다,"['오다', '위', '이다', '미치다']"
2,HRANG,그냥... 봄 아니라도 늦가을이나 겨울에 너무 추워서 아 빨리 봄 왔으면 좋겠다 싶을때 들어도 좋음 벚꽃연금 진짜 개쩌는듯,"['그냥', '봄', '아니다', '늦가을', '겨울', '춥다', '봄', '오다', '좋다', '싶다', '때', '들다', '좋다', '벚꽃', '연금', '진짜', '개쩌는듯']"
3,셉4호,와 2010년대의 1위 멋있다,"['오다', '위', '멋있다']"
4,정신차리자-,좋아요 대칭,"['좋다', '대칭']"
5,j-xn,"이 노래가 좋은 이유는 벚꽃과 들어도 정말 좋지만, 사계절 언제든 봄을 느끼고 싶을때 꺼내서 들을 수 있는 소중한 곡이어서 그런 것 같네요.","['이', '노래', '좋다', '이유', '벚꽃', '들다', '정말', '좋다', '사계절', '언제', '봄', '느끼다', '싶다', '때', '꺼내다', '들다', '수', '있다', '소중하다', '곡', '그렇다', '것', '같다']"
6,Darkestdays,ㄹㅇ 연금엔딩임 목소리와 멜로디 중독성 오짐ㅋㅋ,"['연금', '엔딩', '임', '목소리', '멜로디', '중독', '짐']"
7,블루핀투나,"벚꽃엔딩, 네가 내 봄이다!","['벚꽃', '엔딩', '네', '내', '봄']"
8,디제이_설명충,"진짜 영원하다...10년 뒤에도
봄마다 차트인 할 듯...
재생 다운로드
Legends Never Die
Against The Current
Legends Never Die (2017 리그 오브 레전드 월드 챔피언십 주제곡)","['진짜', '영원하다', '뒤', '봄', '차트', '하다', '듯', '재생', '다운로드', '리그', '오브', '레전드', '월드', '챔피언십', '주제곡']"
9,blueday320,레전드는 말이 필요없지,"['레전드', '말', '필요없다']"
10,짜파라면,레전드!,['레전드']
11,차이나는닉네임,와 2010년대 1위...,"['오다', '위']"
12,YKW0,1위까지 할 줄이야 ㅋㅋ,"['위', '하다', '줄']"
13,I_Love_You_3000,예상은 했지만 2010년대 차트 1위 진짜 ㅋㅋㅋㅋㅋ 쩔어,"['예상', '하다', '차트', '위', '진짜', '쩔다']"
14,마제육볶아온나,2010년대 1위 ㄷㄷ,['위']
15,걕걕,벚꽃연금,"['벚꽃', '연금']"
16,슉아슈가룬,장범준이 아니라 장봄준이래ㅋㅋㅋㅋㅋㅋㅋㅋㅋ 아 진짜 웃겨ㅠㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ,"['장범준', '아니다', '장봄준', '진짜', '웃기다']"
17,Abcdefdg,"그냥 모두아마 다 이 생각할꺼다

""그 때로 돌아가고싶다""","['그냥', '아마', '이', '생각', '하다', '그', '때', '돌아가다']"
18,알겠쉼다,"진짜 제목에 봄들어 가는 노래는 다 좋은거 같아..
봄 특유의 분위기가 진짜 좋은 듯..","['진짜', '제목', '봄', '들다', '가다', '노래', '좋다', '거', '같다', '봄', '특유', '분위기', '진짜', '좋다', '듯']"
19,AONLY,봄이랑 너무 잘어울려 ㄹㅇ,"['봄', '어울리다']"
20,랠_리_루,거의 36만 하트 레전드,"['거의', '하트', '레전드']"
21,이닉넴은없겠지,"봄에는 봄이라서 듣고
여름엔 벌써 봄 지나가는게 아쉬워서 듣고
가을엔 날씨가 봄같아서 듣고
겨울엔 봄 그리워서 듣고","['봄', '봄', '듣다', '여름', '벌써', '봄', '지나가다', '아쉽다', '듣다', '가을', '날씨', '봄', '같다', '듣다', '겨울', '봄', '그립다', '듣다']"
22,rainday00,또 역주행 가자!!!!! 아직 이른거겠지,"['또', '역주행', '가다', '이르다']"
23,무한도전ㅡ,진짜 한국 흥 넘버원,"['진짜', '한국', '흥', '넘버원']"
24,카라멜커피향,"대학 신입생 때 벚꽃 흩날리는 캠퍼스에서
들었었는데 그 이후로 8년이나 지났네..
시간 참 빠르다","['대학', '신입생', '때', '벚꽃', '흩날리다', '캠퍼스', '들다', '그', '이후', '지나다', '시간', '차다', '빠르다']"
25,jqoqoqns,"하...초딩이였는데...
그땐다큰줄알았다..","['초딩', '이다', '그땐', '크다', '알다']"
26,이상훈,갓범준...,['범준']
27,결혼하잡,듣고가요,['듣다']
28,khhy,이제 여름인데 벌써 봄 그립다..,"['이제', '여름', '벌써', '봄', '그리다']"
29,젝팟과콩나무,작사 작곡 편곡 장봄준 실화?,"['작사', '작곡', '편곡', '장봄준', '실화']"
30,jtojj,지인짜 띵곡,"['지인', '짜다', '띵곡']"
31,13학번공돌이fan,잘듣고갑니다,"['듣다', '가다']"
32,woojihwan,충격적인 사실 벚꽃엔딩은 멜론에서 1위를 해본적이 없다.,"['충격', '사실', '벚꽃', '엔딩', '멜론', '위', '해', '본적', '없다']"
33,Sh130,오늘하루가 알찬 하루였기를,"['오늘', '하루', '알차다', '하루', '이다', '기르다']"
34,김해낭만소년김찬호,좋은 음악 감사합니다.,"['좋다', '음악', '감사하다']"
35,Ieejaehyun,"와 어제의 차트 273위 실화냐 6,7년 전 노래인데","['오다', '어제', '차트', '위', '실화', '전', '노래']"
36,13학번공돌이,잘듣고갑니다,"['듣다', '가다']"
37,최지인,벚꽃좀비 진짜ㅋㅋㅋ 생각없이 차트 100 전체 재생했는데 들려 ㅋㅋㅋㅋ,"['벚꽃', '좀비', '진짜', '생각', '차트', '전체', '재생', '하다', '들다']"
38,군고무마무침,사재기들도 이 노래 지금 나왔으면 뒤져도 못이겼을듯.... 안 나오는 곳 없이 무한반복 중인데 어케이겨,"['사재기', '이', '노래', '지금', '나오다', '뒤지다', '이기다', '안', '나오다', '곳', '무한', '반복', '중', '게이', '겨']"
39,쌈자와의3자대면,그러고보니 이번 봄에는 순위권 못했네 코로나 ㅎㄷㄷ,"['그렇다', '보다', '이번', '봄', '순위', '하다', '코로나']"
40,smiiiiiii,올해엔 코로나 때문에 벚꽃놀이를 못 갔지만 벚꽃엔딩이 있어서 대리만족했습니다 ^^ 내년엔 우리 벚꽃놀이 갈 수 있겠죠?,"['올해', '코로나', '때문', '벚꽃놀이', '못', '가다', '벚꽃', '엔딩', '있다', '대리', '만족하다', '내년', '우리', '벚꽃놀이', '갈다', '수', '있다']"
41,녤룡,중학생때 슈스케 유행하고그럴때 팬되서 정식 음원없이 버스커버스커가 인터넷에 올렸던 음질 안좋은 mp3파일로 들었던게 엊그제같은데 이제 전국민이 다 아는노래가되어서 신기하네용ㅎㅎ 그때부터 족히 10년은 봄마다 들었지만 안질리는노래ㅠ,"['중학생', '때', '슈스케', '유행', '그렇다', '때', '팬', '되다', '정식', '음원', '버스커버스커', '인터넷', '올리다', '음질', '안좋다', '파일', '들다', '엊그제', '같다', '이제', '국민', '알다', '노래', '되어다', '신기하다', '그때', '족', '봄', '들다', '안질리다', '노래']"
42,nurisol,이맘때쯤 나도 모르게 듣고 있네요,"['쯤', '나다', '모르다', '듣다', '있다']"
43,hannegaby,우리 동네엔 이제 벚꽃과 목련이 없어요...,"['우리', '동네', '이제', '벚꽃', '목련', '없다']"
44,cocobeea,누가 뭐래도 겨울이 지나면 반가운 노래~^^,"['누가', '뭐', '도', '겨울', '지나다', '반갑다', '노래']"
45,봄해가을빛,이때만 되면 안들을 수 없는 노래,"['때', '되다', '안', '수', '없다', '노래']"
46,hannegaby,"우리 동네에 벚꽃 나무가
다 사라지고 목련 나무가
딱 한 그루만 남았어요.","['우리', '동네', '벚꽃', '나무', '사라지다', '목련', '나무', '하다', '그루만', '남다']"
47,큐랑둥,봄이 올때마다 이노래를 듣습니다아❤️❤️ 너무 좋아요오 ㅠㅠㅠ,"['봄', '때', '노래', '듣다', '좋다', '오']"
48,포용하리,"벚꽃연금, 안녕?","['벚꽃', '연금', '안녕']"
49,noonalala,이 시기엔 순위가 높아야 하는데 자가격리때문인지 생각보다 낮네..,"['이', '시기', '순위', '높다', '하다', '자가', '격리', '때문', '생각', '낮다']"
50,레드벨벳IRENE입니다,봄날이랑 더불어 좋아요 40만 찍었으면 좋겠다...,"['봄날', '더불다', '좋다', '찍다', '좋다']"
51,브금마니아,불후의명곡,['불후의명곡']
52,막내같은리더,잠자기전에 힐링노래,"['잠자다', '힐링', '노래']"
53,hannegaby,"슬픈 소식입니다...
선거하는 날이 끝난 다음 날 아침...
우리 동네에 벚꽃과 목련이 거의 다 사라졌어요...","['슬프다', '소식', '이다', '선거', '하다', '날', '끝나다', '다음', '날', '아침', '우리', '동네', '벚꽃', '목련', '거의', '사라지다']"
54,잭스는낚시중,"네 이노래가 차트에 올라왔으니까
봄이 왔네요","['네', '노래', '차트', '올라오다', '봄', '오다']"
55,이미_사용중인_닉네임임,이 노래라도 들어야지,"['이', '노래', '들다']"
56,하핳핱핮핫,걸어요♡ 같이 걸어요^^,"['걸다', '걸다']"
57,결군75,"와~~~대단한 벚꽃좀비
역시 이 시즌엔 이노래가 딱이지","['오다', '대단하다', '벚꽃', '좀비', '역시', '이', '시즌', '노래', '이지']"
58,이은희,봄이 왔구나. 올 봄도 플레이리스트에 추가!,"['봄', '오다', '오다', '봄', '플레이', '리스트', '추가']"
59,Kim_Hun_박효신,곧 있음 올라 오겠군 ㅎ,"['곧', '있다', '오르다', '오다']"
60,HeroesLore,"이 벚꽃이 흘러갈 때
나와 세월을 흘러간 그대
그 흘러간 세월속에
나 다시 그 때를 추억하네

이 벚꽃이 여무는 때
여물다 못해 사그라든 그대
추억과 현실의 괴리속에
나 홀로 그대를 사랑하네","['이', '벚꽃', '흘러가다', '때', '나오다', '세월', '흘러가다', '그대', '그', '흘러가다', '세월', '속', '나', '다시', '그', '때', '추억', '하다', '이', '벚꽃', '무', '때', '여물', '하다', '사그라들다', '그대', '추억', '현실', '괴리속', '나', '홀로', '그대', '사랑', '하다']"
61,호진zonzal,벚꽃엔딩이 차트 1위하면 좋겠다는 생각하는사람은 나 뿐인가??,"['벚꽃', '엔딩', '차트', '위', '하다', '좋다', '생각', '하다', '사람', '나', '뿐']"
62,울랄라별빛,ㅋㅋㅋ 또올라왔네,"['또', '올라오다']"
63,영-리치,새로운 스타일의 연금,"['새롭다', '스타일', '연금']"
64,나야나라고나야,솔직히 봄되면 제일 생각나는게 이노래임.. ㄹㅇ,"['솔직하다', '보다', '면', '제일', '생각나다', '노래', '임']"
65,위대한면봉,노래에서 벚꽃향난다,"['노래', '벚꽃', '향', '나다']"
66,hannegaby,"우리 동네에는 거의 뒤늦게 꽃샘추위가 왔고 벚꽃나무랑 목련나무는 아직까지도 그대로입니다.
4월 14일 블랙데이, 4월 15일 선거일에도 그대로 남을까요?
아니면 그 전에 다 사라질까요?","['우리', '동네', '거의', '뒤늦다', '꽃샘추위', '오다', '벚꽃', '나무', '목련', '나무', '그대로', '이다', '블랙데이', '선거일', '그대로', '남다', '아니다', '그', '전', '사라지다', '요']"
67,아라비카커피원두,아직 벚꽃잎을 밟으며 걷는 우리동네 길거리와 벚꽃나무 풍경이좋다^^,"['벚꽃', '잎', '밟다', '걷다', '우리동네', '길거리', '벚꽃', '나무', '풍경', '좋다']"
68,IGK,이 노래 나왔을때 진짜 그 느낌 말로 표현이 안된다...,"['이', '노래', '나오다', '때', '진짜', '그', '느낌', '말로', '표현', '안되다']"
69,SH_lovely_,옛날생각 몽글몽글,"['옛날', '생각']"
70,timberhouse,"군대에서 막 일병달고 수백번들은곡

엠넷만틀면 나와서 미쳐보릴뻔","['군대', '막', '일병', '달', '번', '곡', '엠넷', '틀', '나오다', '미치다', '보릴', '뻔']"
71,앙녕나능융지,몇년째 듣고있는거지,"['년', '듣다']"
72,소녀감성--,그대여~ 그대여~ 그대여~,"['그대', '그대', '그대']"
73,범준장,이노래 올라오는거 왜이렇게 신기하지 ㅋㅋㅋ,"['이노', '올라오다', '왜', '신기하다']"
74,네모멍이,"벚꽃연금 반가워요
그래도 계속 질리지가 않는다는게...^^","['벚꽃', '연금', '반갑다', '계속', '질리다', '않다']"
75,탈퇴한 회원,왓네요 이 시기가.,"['왓네', '이', '시기']"
76,사랑한다증말,헐 진짜 올라오는구나...이런거 처음봐...,"['헐다', '진짜', '올라오다', '이렇다', '처음', '보다']"
77,jtojj,"이 노래도 벌써 10년이 다 돼가네ㅜㅜ
ㄷ ㄷ","['이', '노래', '벌써', '돼다']"
78,잡식성귀임,벚꽃엔딩 너무 많이 들어서 진물이 나는데 벚꽃 보면 생각나는 게 벚꽃엔딩밖에 없어서 헛웃음 나옴 ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ,"['벚꽃', '엔딩', '들어서다', '진물', '나다', '벚꽃', '보다', '생각나다', '게', '벚꽃', '엔딩', '없다', '헛', '웃음', '나오다']"
79,잡식성귀임,좀비엔딩 ㅋㅋㅋㅋㅋㅋㅋ큐ㅠㅠㅠㅠㅠㅠㅠ,"['좀비', '엔딩', '큐']"
80,연재,사재기만 없으면 순위 더 높겠닼ㅋㅋㅋㅋㅋㅋ,"['사재기', '없다', '순위', '더', '높다']"
81,Zzzzzzzzzz_,"벛꽃연금 ㅎㅇ

(◍•ᴗ•◍)","['벛꽃', '연금']"
82,Emotionpop디제이감성,벚꽃노래,"['벚꽃', '노래']"
83,phne86336,ㅋㅋㅋㅋㅋㅋㅋ 20위 대박 대박 대박,"['위', '대박', '대박', '대박']"
84,토리열,ㅋㅋㅋㅋㅋ또 왔구나 반갑다ㅋㅋㅋㅋㅋ,"['또', '오다', '반갑다']"
85,wkdkdkke,이쯤되면 벚꽃피면 봄이아니라 이노래 top100안에들면 봄임 ㅋㅋㅋㅋㅋㅋ,"['이쯤', '되다', '벚꽃', '피', '보다', '이노', '안', '들다', '봄임']"
86,dkssud_gktpdy,진짜 봄이구나 순위 오르는거보니까 ㅠㅠ 근데 밖에 나가지도 못하고....ㅌㅋㅋㅋ,"['진짜', '봄', '순위', '오르다', '보', '나가다', '못']"
87,햇님햇님고햇님,ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ이제는 봄만되면 듣는거 습관됨 ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ봄에 안듣고는 못베김;),"['이제', '봄', '되다', '듣다', '습관', '되다', '봄', '듣다', '베다', '김']"
88,연름,귀로 봄냄새 맡을 수 있는 새긋새긋 꽃기운 노래˘ᗜ˘,"['귀로', '봄', '냄새', '맡다', '수', '있다', '새', '긋다', '새', '긋다', '꽃', '기운', '노래']"
89,영준,아 이 노래 또왔네ㅋㅋㅋㅋㅋㅋ,"['이', '노래', '또', '오다']"
90,neidvehs,5위안으로 가나요??,['가나']
91,hannegaby,"기쁜 소식은
벚꽃엔딩이 멜론 인기 검색어에서 1위를 차지.

슬픈 소식은
우리 동네에서 벚꽃이 반쯤 사라짐.","['기쁘다', '소식', '벚꽃', '엔딩', '멜론', '인기', '검색어', '위', '차지', '슬프다', '소식', '우리', '동네', '벚꽃', '쯤', '사라지다']"
92,맹구우승,"올해도 돌아왔다!!!!대한민국에 이 노래가 울려퍼지면 “아,봄이구나”를 일려주는 곡","['올해', '돌아오다', '대한민국', '이', '노래', '울리다', '봄', '를', '이다', '주다', '곡']"
93,뽝뺙뺙,"이 노래는 도입부터 그냥 벚꽃 봄 그 자체임
마음이 너무 멜랑꼴리해짐","['이', '노래', '도입', '그냥', '벚꽃', '봄', '그', '자체', '임', '마음', '멜랑꼴리', '하다', '짐']"
94,당신은내뮤즈,또시작이군요 장봄준씨,"['또', '시작', '이군', '장봄준']"
95,tudr,일간 20위 진정한 봄연금,"['일간', '위', '진정하다', '봄', '연금']"
96,레드벨벳IRENE입니다,한때 멜론 좋아요 1위가 벚꽃엔딩이었지 그리고 봄날 좋니 코코밥이 30만대였던때가 엊그제같다...,"['멜론', '좋다', '위', '벚꽃', '엔딩', '이다', '봄날', '좋다', '코코', '밥', '엊그제', '같다']"
97,atthetop1,어떻게 벚꽃을 멜로디로 이렇게 잘표현했을까..,"['어떻다', '벚꽃', '멜로디', '자다', '표현', '하다']"
98,꽃처럼_피어나,벚꽃 대리만족이라도 할 수있게 1등 해주세요 젭알,"['벚꽃', '대리', '만족', '하다', '수', '있다', '해주다', '젭알']"
99,오우셋,봄스커봄스커,['봄스커봄스커']
100,kdiendlf8,와 18위.. 실화냐 ㄷㄷ,"['오다', '위', '실화']"
101,unknown3637,와 지금 20등이네,"['오다', '지금']"
102,음악듣는사람인가...,봄마다 거의 다 올라오네...괴물이다 장봄준!!,"['봄', '거의', '올라오다', '괴물', '장봄준']"
103,엘라아아아아아,설마설마했는데 ㅋㅋㅋㅋㅋ또차트인 했어????,"['하다', '또', '차트', '하다']"
104,rab135,이노래는 벚꽃 그자체다ㅠ,"['노래', '벚꽃', '자체']"
105,SUSHIBRO,밖에 벚꽃 만땅이다,"['벚꽃', '땅']"
106,단발머리그아이,장범준=봄무원,"['장범준', '봄무']"
107,프로드d0n89,봄이 왔다!,"['봄', '오다']"
108,아라비카커피원두,겨울엔 머라이어 캐리가 있다면 봄엔 장범준님이 있는거 같음,"['겨울', '머', '라이어', '캐리', '있다', '봄', '장범준', '있다', '같다']"
109,Illm,닭 목을 비틀어도 새벽은 오듯 밖을 못나가도 봄은 오는구나,"['닭', '목', '비', '틀다', '새벽', '오다', '밖', '나가다', '봄', '오다']"
110,SeoSangMin07,진짜 이곡말고 1년에 한번은 무조건 차트들어가는 곡이 있을까 ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ,"['진짜', '이곡', '한번', '무조건', '차트', '들어가다', '곡', '있다']"
111,chilling,"10년 세월 지나도 봄만 되면 듣고 싶은 트렌디한 곡...
진짜 벚꽃연금 !","['세월', '지나다', '봄', '되다', '듣다', '싶다', '트렌디', '곡', '진짜', '벚꽃', '연금']"
112,제로탁l,"언제들어도 좋은 노래
걷고싶다 흩날리는 벚꽃 ~~~","['언제', '어도', '좋다', '노래', '걷다', '흩날리다', '벚꽃']"
113,선욱,코로나땜에 올해는 차트인못하는줄 다행쓰ㅠ,"['코로나', '땜', '올해', '차트', '이다', '다행', '쓰다']"
114,ooper12,그 댓글 어디갔지 나중에 봄이 사라지면 이 노래 들려주면서 봄이라고 해도 될 정도다 뭐시기 이런 댓글,"['그', '댓글', '어디', '가다', '나중', '봄', '사라지다', '이', '노래', '들려주다', '봄', '해도', '되다', '정도', '뭐시기', '이렇다', '댓글']"
115,대한민국고딩no0403,돈이 드르간다 휘리릭찹,"['돈', '드르', '간다', '휘', '리릭', '차다']"
116,해피펀치레고,벚꽃 감성 좋다♡,"['벚꽃', '감성', '좋다']"
117,익ㅡ명,기상청보다 더 정확한 멜론 ㅋㅋㅋ,"['기상청', '더', '정확하다', '멜론']"
118,박쌩쥐,오랜만에 나오니까 뜨뜻한게..ㄹㅇ봄이구만,"['만', '나오다', '뜨뜻하다', '봄']"
119,노래듣고있는댕,이노래를 들으면 그냥 벚꽃이 연상되고 푸르름이 연상되고 그래서 봄에는 몇번이나 듣는 곡!,"['노래', '들다', '그냥', '벚꽃', '연상', '되다', '푸르름', '연상', '되다', '봄', '몇번', '듣다', '곡']"
120,cozy1407,ㅋㅋ 봄만되면 올라오는 이노래,"['봄', '되다', '올라오다', '이노']"
121,hannegaby,2020년 4월 1일 만우절에도 벚꽃엔딩 신드롬이군요.,"['만우절', '벚꽃', '엔딩', '신드롬', '이군']"
122,김도현,연금 on,['연금']
123,아라비카커피원두,도입부 부터 들어도 봄기운에 설레지는 띵곡,"['도입', '부', '부터', '들다', '봄', '기운', '설레다', '띵곡']"
124,떠으니se,"걱정없이 꽃구경하고싶다ㅠㅠ
✿언제 들어도 설레는 노래✿","['걱정', '꽃', '구경', '싶다', '언제', '들다', '설레다', '노래']"
125,조리퐁우유맛나,코로나땜시 벚꽃구경도못가니 음악이라도ㅠ,"['코로나', '땜시', '벚꽃', '구경', '가다', '음악']"
126,음악듣는사람인가...,이제 봄이니까 슬슬 올라온다!,"['이제', '봄', '슬슬', '올라오다']"
127,슬랩더킬러,10년전 노래가 32위 실화? ㄷ,"['노래', '위', '실화']"
128,핑크무스,언제 들어도 진짜 설레는 곡,"['언제', '들다', '진짜', '설레다', '곡']"
129,givemepraise,범실딱,['범실']
130,토깽이._.,갑자기 순위 뚝떨함 ㄷ,"['갑자기', '순위', '뚝', '떨다', '함']"
131,gamsungchoong,ㅡ실화,['실화']
132,LILILILI,코로나때문에 밖에나가 벚꽃을 못즐기는건 아쉽지만 코로나덕분에 미세먼지 없는 봄은 좋네요,"['코로나', '때문', '밖', '에나', '벚꽃', '즐기다', '아쉽다', '코로나', '덕분', '미세먼지', '없다', '봄', '좋다']"
133,아이러브석진,벚꽃 보이면 생각나는 노래 1순위,"['벚꽃', '보이', '생각나다', '노래', '순위']"
134,최수혁,신인가수 실버판테온 응원합니다.,"['신인', '가수', '실버', '판테온', '응원', '하다']"
135,무르시엘SE,버스커버스커 장범준에게 밀림.. 흔들리는 꽃들에게 밀려버림,"['버스커버스커', '장범준', '밀림', '흔들리다', '꽃', '밀리다', '버리다']"
136,탱구왔서현,나중에 언젠가는 벚꽃엔딩이 100위권에 못들어오는 날이 온다면 너무 서운할 것 같음... 스밍 돌려주고 싶은 맘 가득...,"['나중', '늘다', '벚꽃', '엔딩', '위', '들어오다', '날', '오다', '서운하다', '것', '같다', '스밍', '돌려주다', '싶다', '맘', '가득']"
137,YEYO_hy,벚꽃 엔딩은 벚나무 밑에서 산책하는 환상이 들게 하는듯ㅜㅜ벚꽃엔딩이 나와야 진짜 봄이다ㅜㅜ,"['벚꽃', '엔딩', '벚나무', '밑', '산책', '하다', '환상', '들다', '하다', '벚꽃', '엔딩', '나오다', '진짜', '봄']"
138,0syooo,"진짜다
코로나때문에 이노래라도 들어야지","['진짜', '코로나', '때문', '노래', '들다']"
139,버터구이오징어,맨첨에 하모니카는... 진짜 기억을 떠올리게 하는 뭔가가 있다,"['처음', '하모니카', '진짜', '기억', '떠올리다', '하다', '뭔가', '있다']"
140,Iucee,점점 지구온난화가 시작되고 봄을 이해 못하는 세대가 생겨나도 이 노래는 꼭 기억됐으면,"['점점', '지구온난화', '시작', '되다', '봄', '이해', '하다', '세대', '생겨나다', '이', '노래', '꼭', '기억', '돼다']"
141,GF세젤귀린_여친6주년1위,"28위 미쳤따리 ㄷㄷㄷ....
아니 근데 솔직히 이 노래가 제일 봄의 그 살랑살랑함(?)을 가장잘 표현하기는 맞는거 같음. 근데 언제(년도)까지 계속 봄에 역주행할까? 궁금하네.. 아까 까지 스밍자수 9만이었는데 11만으로 늘어났고ㅋㅋ 어디까지 올라가지 이노래는","['위', '미치다', '따리', '아니다', '솔직하다', '이', '노래', '제일', '봄', '그', '함', '가장', '자다', '표현', '하다', '맞다', '같다', '언제', '년도', '계속', '봄', '역주행', '하다', '궁금하다', '아깝다', '스밍', '자수', '늘어나다', '어디', '올라가다', '노래']"
142,Com123_건빵,이시국에 벚꽃은 못보러가니까 노래로 대체한다,"['시국', '벚꽃', '보다', '노래', '대체']"
143,seungkyuY,28위다!,['위']
144,탈퇴한 회원,"봄 노래하면 이게 제일 먼저 생각남
듣기만해도 벚꽃길 걷는거 같음","['봄', '노래', '하다', '이', '제일', '먼저', '생각나다', '듣기', '만해', '벚꽃', '길', '걷다', '같다']"
145,JUNUZZANG,다시 돌아오셨군요,"['다시', '돌아오다']"
146,ppcherry,또 오셨습니까... 위로 모시겠습니다,"['또', '오다', '위로', '모시다']"
147,eornal6775,봄에는 역시 벚꽃엔딩,"['봄', '역시', '벚꽃', '엔딩']"
148,nrnrhfbd,연금 부럽다,"['연금', '부럽다']"
149,인성아아아아,대단하다ㅋㅋㅋㅋㅋㅋ진짜 이 계절 날씨에 듣고싶어지는게 벌써 8년째ㅋㅋㅋㅋ,"['대단하다', '진짜', '이', '계절', '날씨', '듣다', '벌써']"
150,GF세젤귀린_여친6주년1위,역주행이네 봄에는 역시. 저희 그룹에도 봄에 대한 노래가 있고 역주행도 했었지만.. 이 노래가 제일 대중픽이라고 부정은 못하는게 학교체육시간에도 거의 이거 나와요,"['역주행', '봄', '역시', '저희', '그룹', '봄', '대한', '노래', '있다', '역주행', '하다', '이', '노래', '제일', '대중픽', '부정', '하다', '학교', '체육', '시간', '거의', '거', '나오다']"
151,요랑단,"와,, 드디어 올라오네 1등 가즈아~!!","['오다', '올라오다', '가즈']"
152,jbyfamily5506,그래 이날씨에 뭔가 허전하다했더니 이노래를 안듣고있었어,"['그렇다', '날씨', '뭔가', '허전하다', '하다', '노래', '듣다']"
153,네오udm4u,와 올해도 설마 했는데 진짜 대박이다 몇년동안 봄마다 탑100안에 들지 궁금하다,"['오다', '올해', '설마', '하다', '진짜', '대박', '년', '동안', '봄', '탑', '안', '들다', '궁금하다']"
154,ha0933,벚꽃연금 또 타겠네.장범준님 역시 벚꽂필땐 벚꽃엔딩이지!!!,"['벚꽃', '연금', '또', '타다', '장범준', '역시', '벚꽂필땐', '벚꽃', '엔딩']"
155,이뿐마눌님,탑 100에 안 들어있었으면 사운할 뻔~~ 난 지금도 듣고 있다고 ㅎㅎㅎ,"['탑', '안', '들다', '사다', '하다', '뻔', '난', '지금', '듣다', '있다']"
156,고구마라떼_,"349,463 멜론 좋아요 1위 맞나?","['멜론', '좋다', '위', '맞다']"
157,unknown3637,매년 이노래로 바깥날씨가 어떤가 알게 된다,"['매년', '노래', '바깥', '날씨', '어떻다', '알', '되다']"
158,푼수주책,벚꽃놀이도 못가서 봄을 느끼고 싶어서 들으러 왔는데ㅋㅋㅋ 40위권이라뇨ㅋㅋㅋ,"['벚꽃놀이', '가다', '봄', '느끼다', '싶다', '들다', '오다', '위', '뇨']"
159,tjdfyd99,"올해는 안들어야지
했는데 결국 또왔넹 ㅋ","['올해', '들다', '하다', '또왔넹']"
160,밤옥이,벚꽃좀비 올라온다,"['벚꽃', '좀비', '올라오다']"
161,Yuuhw,"코로나도, 못 막는 벚꽃엔딩
이 노래는 그 계절 자체여서 좋다","['코로나', '못', '막다', '벚꽃', '엔딩', '이', '노래', '그', '계절', '자체', '좋다']"
162,kyung7234,내가 어째서 이 노래를 10000들은거지,"['내', '어째서', '이', '노래', '들다', '거지']"
163,R__ang,"날이 좋아서 듣게되고, 꽃이 피면 듣게되고,
그 사람이 생각나면 듣게되는 참 묘한 노래다","['날', '좋다', '듣다', '고', '꽃', '피', '듣다', '고', '그', '사람', '생각나다', '듣다', '되다', '차다', '묘', '노래']"
164,필립스군,"잊을만하면 나타나는 벚꽃연금 반갑다
오늘도 귀호강한다 ㅎㅎ","['잊다', '만하', '나타나다', '벚꽃', '연금', '반갑다', '오늘', '호강', '하다']"
165,쓰위밍-,솔직히 올해는 코로나때문에 차트에 못 볼 수도 있으려나 했는데ㅋㅋㅋ 역시 장봄준 대단하닷. 봄하면 벚꽃엔딩이지 역시ㅋㅋ,"['솔직하다', '올해', '코로나', '때문', '차트', '못', '볼', '수도', '있다', '하다', '역시', '장봄준', '대단하다', '닷', '봄', '하다', '벚꽃', '엔딩', '역시']"
166,kyung7234,너무 좋아요 버스커오팡,"['좋다', '버스커', '오']"
167,HappilyM,그 노래가 올라오기 시작한다....장태식이 돌아왔으,"['그', '노래', '올라오다', '시작', '장', '태식', '돌아오다']"
