,melon_id,댓글,processed_comment
780,민재노래듣는다잉,ㅋㅋㅋㅋㅋㅋㅋㅋㅋ아좋아,['좋다']
781,미로미롱,또 올라온다 또,"['또', '올라오다', '또']"
782,20.08.21.,벚꽃좀비여.. 출동 할 시간이다,"['벚꽃', '좀비', '출동', '하다', '시간']"
783,이동구,역대 스트리밍시간 946년쯤 되서 고려시대부터 듣는셈입니다,"['역대', '스트리밍', '시간', '되다', '고려시대', '듣다', '이다']"
784,kirkland.,"여러분! 3월의 첫날..
3•1 운동 100주년..
2019년 3월 1일입니당!❤
올봄도 벚꽃엔딩으로 행복하게,
향기롭게 보내세용!!!","['여러분', '첫날', '운동', '주년', '봄', '벚꽃', '엔딩', '행복하다', '향기롭다', '보내다']"
785,손선.,진짜 이것보다 봄을 잘 표현한 노래가 있을까? 듣기만해도 벚꽃잎이 가로등 밑으로 사르르 떨어지는게 생각나고... 바람이 삭 불면서 걸어가는 연인들이 생각남ㅜㅜㅜㅜㅜ 정말 연금 받아도 충분한 노래,"['진짜', '것', '봄', '자다', '표현', '노래', '있다', '듣기', '만해', '벚꽃', '잎', '가로등', '밑', '사르르', '떨어지다', '생각나다', '바람', '삭', '불면', '걸어가다', '연인', '생각나다', '정말', '연금', '받다', '충분하다', '노래']"
786,SOFY,가시죠 여러분,"['가시', '여러분']"
787,후루유,들을 시기다,"['들다', '시기']"
788,쿵짜가가가쿵짜악,슬슬 올라온다,"['슬슬', '올라오다']"
789,thect,오늘부터 다시 버닝중,"['오늘', '다시', '버닝중']"
790,po궁수wer,슬슬 올라온다,"['슬슬', '올라오다']"
791,Vinci.,"19.2.28 다시 들으러왔다.
>.<","['다시', '들다', '오다']"
792,탱구왔서현,슬슬 들을 계절이 와서 순위 봤더니 182위... 진짜 이러다 벚꽃 오프닝도 만들어야 할 듯,"['슬슬', '들다', '계절', '오다', '순위', '보다', '위', '진짜', '이르다', '벚꽃', '오프닝', '만들다', '하다', '듯']"
793,탈퇴한 회원,벌써 이 노래 트는 가게 봤음 ㅋㅋㅋ,"['벌써', '이', '노래', '틀다', '가게', '보다']"
794,별똥별똥별ㅇ,"다시 왓다,,,그 계절","['다시', '왓다', '그', '계절']"
795,쌈자와의3자대면,"2010년대 최고의 노래임
봄만되면 특히 벚꽃축제시즌때만되면
1등한데는 다 이유가있는듯","['최고', '노래', '임', '봄', '되다', '벚꽃', '축제', '시즌', '때', '되다', '이유', '있다']"
796,GodDog,이번에도 여전히 봄이 오면 이 노래를 먼저 찾게됨,"['이번', '여전하다', '봄', '오다', '이', '노래', '먼저', '찾다', '되다']"
797,캘리야드토끼,진짜 연애좀 하고싶다 시이발,"['진짜', '연애', '좀', '하다', '이발']"
798,킹갓제네럴태연,봄노래로 벚꽃엔딩 이길 노래 없다..,"['봄', '노래', '벚꽃', '엔딩', '이기다', '노래', '없다']"
799,xianesswan,슬슬 올라올거라 생각해서 와봤는데 183이네 벌써,"['슬슬', '올라오다', '생각', '하다', '오다', '보다', '벌써']"
800,eenijaey,오 183,['오']
801,바닐라콜드브루라떼,공기는 나쁘지만 날이 점점 따듯해지니 생각나는 벚꽃엔딩ㅋㅋㅋㅋ 올해의 봄은 벚꽃엔딩과 미리 맞이해봅니다.,"['공기', '나쁘다', '날', '점점', '따다', '해지니', '생각나다', '벚꽃', '엔딩', '올해', '봄', '벚꽃', '엔딩', '미리', '맞이', '해보다']"
802,cexx,슬..슬,"['슬', '슬']"
803,보슬_보슬,와 계속 올라온담ㅋㅋㅋㄲㄱ,"['오다', '계속', '올라오다']"
804,Zuu_,"오늘 날씨 너무 봄 같아서 올 해 처음으로 듣는다,, 이 노래 들으면 13년 대학교 일학년때, 벚꽃 만개한 교정을 봄바람 맞으며 걷던 장면이 생각난다 ㅠㅠㅠ 진짜 어쩜 봄이랑 딱일까 봄 드라이브 할 땐 벚꽃엔딩+꽃송이가 이 두곡은 필수 ,,","['오늘', '날씨', '봄', '같다', '오다', '해', '처음', '듣다', '이', '노래', '들다', '대학교', '일학년', '때', '벚꽃', '개', '교정', '봄바람', '맞다', '걷다', '장면', '생각나다', '진짜', '어쩜', '봄', '딱이다', '봄', '드라이브', '하다', '땐', '벚꽃', '엔딩', '꽃송이', '이', '곡', '필수']"
805,cocomingg,다시 그 계절이 돌아오고 있군요,"['다시', '그', '계절', '돌아오다', '있다']"
806,cryinggniyrc,오 올랑온다~~~~~~,"['오', '오다', '오다']"
807,Ecanus772,한달남았구나,"['달', '남다']"
808,탈퇴한 회원,봄 연금,"['봄', '연금']"
809,맘에쏙들어,벚꽃엔딩의 계절이 오기까지도 얼마 안 남았네요ㅎㅎ 올해는 그녀와 함께 들을 수 있길!,"['벚꽃', '엔딩', '계절', '오기', '얼마', '안', '남다', '올해', '그녀', '들다', '수', '있다']"
810,멜로디윤덩,298위!!!,['위']
811,말랑콩떡초코볼,때가 왔다,"['때', '오다']"
812,wjs112828,3월 중반되면 차트에 올라오는거 아닌가,"['중반', '되다', '차트', '올라오다', '아니다']"
813,shaff007,어제의순위 298. 슥슥 올라오네요,"['어제', '순위', '올라오다']"
814,이유진,찾게되는군,"['찾다', '되다']"
815,l캉테l,이번봄도 꽃송이가+벚꽃엔딩 조합간다,"['이번', '봄', '꽃송이', '벚꽃', '엔딩', '조합', '간다']"
816,Blueblues,왔다 따숴진다,"['오다', '따다', '숴', '지다']"
817,탈퇴한 회원,벌써 설레네,"['벌써', '설레다']"
818,YellOhA,'그 시즌'이 온다...,"['그', '시즌', '이', '오다']"
819,승철아사랑해,요새 이 노래 완전 좋음ㅠㅠ,"['요새', '이', '노래', '완전', '좋다']"
820,outchann,언제쯤 질릴까,"['언제', '질리다']"
821,IlIlllIIIlll,빨리 봄 왔으면 좋겠다,"['봄', '오다', '좋다']"
822,빛나는_오늘,ㅁㅊ 듣는 순간 따뜻한 바람 불고 벚꽃 휘날리는게 연상된다ㅋㅋㅋ;; 버스커버스커 노래 하난 진짜 잘 만들었따...벌써 부터 설레넹,"['듣다', '순간', '따뜻하다', '바람', '불', '벚꽃', '휘날리다', '연상', '되다', '버스커버스커', '노래', '하', '진짜', '자다', '만들다', '따다', '벌써', '부터', '설레넹']"
823,파랭이시티즌,날씨 풀리면서 갑자기 봄이 너무 기다려져서 찾아 듣는 중 ㅋㅋㅋ,"['날씨', '풀리다', '갑자기', '봄', '기다리다', '찾다', '듣다', '중']"
824,OceaN,어제의 순위 374,"['어제', '순위']"
825,음악은역시씨디,그노래가온다...,"['노래', '오다']"
826,희제를누가사용하는데,슬금슬금 오르네,"['슬금슬금', '오르다']"
827,달이쪼꼬토리,"320,968...후덜덜","['후', '덜덜']"
828,minminv,어제의 순위 495,"['어제', '순위']"
829,eses0811,또 이노래 듣고있는거보니 봄의시작이 느껴진다,"['또', '이노', '듣다', '보다', '봄', '시작', '느껴지다']"
830,mentisshrimp,듣다가 뜬금없이 눈물이 그렁그렁해짐,"['듣다', '눈물', '해짐']"
831,탈퇴한 회원,크 갑자기 생각나서 들엇는데 너무 설렌다 ㅋㅋㅋㅋ진짜 ㅋㅋㅋ괜히벚꽃연금이아니여 ㅋㅋㅋㅋㅋ,"['크다', '갑자기', '생각나다', '들다', '늘다', '설레다', '진짜', '벚꽃', '연금', '아니다']"
832,minminv,어제의 순위 507,"['어제', '순위']"
833,minminv,어제 565위 ㅋㅋㅋㅋ 2월말되면 100위 진입하겠다,"['어제', '위', '위', '진입', '하다']"
834,엘로노엘코지보이,어제의 차트 순위 714위.. 점점 올라온다 ㅋㅋㅋ,"['어제', '차트', '순위', '위', '점점', '올라오다']"
835,Ifeelgyu,슬슬 올라올때 됐는데 입춘도지났고~,"['슬슬', '올라오다', '때', '돼다', '입춘', '지나다']"
836,김카히,빨리 벚꽃놀이 가고 싶다~ 봄만 되면 생각나는 노래 ㅋㅋㅋㅋ 거의 봄의 애국가급,"['벚꽃놀이', '가다', '싶다', '봄', '되다', '생각나다', '노래', '거의', '봄', '애국가']"
837,woo_suk_,좋아요 32만개면 상줘야하는거 아니냐?,"['좋다', '상', '주다', '야하다', '아니다']"
838,치스즈크램블,"노래 넘 좋아요 ㅠㅠㅠㅠ 진짜 봄이 생각나는 노래...
재생 다운로드
벚꽃 엔딩
버스커 버스커
버스커 버스커 1집","['노래', '넘다', '좋다', '진짜', '봄', '생각나다', '노래', '재생', '다운로드', '벚꽃', '엔딩', '버스커', '버스커', '버스커', '버스커', '집']"
839,전설의이름,잠깐만 개소름 돋았어 벌써 봄.....?,"['잠깐', '개', '소름', '돋다', '벌써', '봄']"
840,달빛아래빛나는,"입춘이 열흘 남음
곧 벚꽃엔딩이 다시 올라오는 계절
어제순위 857위","['입춘', '열흘', '남다', '곧', '벚꽃', '엔딩', '다시', '올라오다', '계절', '어제', '순위', '위']"
841,늉뉴냥냐_,첨 들었을 때 진짜 충격이였지 노래가 이렇게 좋을 수가 있나 ㅋㅋㅋ,"['들다', '때', '진짜', '충격', '이다', '노래', '좋다', '수가', '있다']"
842,씨아웃,"청각장애인이 기적적으로 장애를 극복하게 된다면
가장 처음으로 들려주고 싶은 노래","['청각장애', '기적', '장애', '극복', '하다', '되다', '가장', '처음', '들려주다', '싶다', '노래']"
843,Bad_Romance,1000위권 진입 ㅋㅋㅋ 한겨울인데,"['위', '진입', '한겨울']"
844,ㅇㄷㅅㄹ,이제 봄이오는구나~~,"['이제', '보다']"
845,총총이가총총총,오늘 날씨가 넘 따뜻해서 오랜만에 생각나서 들었어요 원래 봄이 올때 설렜는데 이 곡 덕분에 더 설레는 것 같아요!,"['오늘', '날씨', '넘다', '따뜻하다', '만', '생각나다', '들다', '원래', '봄', '때', '설레다', '이', '곡', '덕분', '더', '설레다', '것', '같다']"
846,5타쿠,3달뒤면 어김없이 거리 곳곳에서 들려오겠지?,"['달뒤', '거리', '곳곳', '들려오다']"
847,NO1YAPJUMMA,"벚꽃엔딩을 듣자면
그때의 캠퍼스도 눈에 보이는 듯 하고
냄새도 나는거같다
그냥 마냥 걷는 것조차 좋았었는데","['벚꽃', '엔딩', '듣다', '그때', '캠퍼스', '눈', '보이다', '듯', '하다', '냄새', '나다', '같다', '그냥', '마냥', '걷다', '것', '좋다']"
848,지헌석,내년 봄에도 다시 올라오겠지..... 벚꽃연금은 영원하다,"['내년', '봄', '다시', '올라오다', '벚꽃', '연금', '영원하다']"
849,The-dlwlrma,이거 왜 재생목록에 지혼자 추가되어있지,"['거', '왜', '재생', '목록', '혼자', '추가', '되어다']"
850,cocomingg,좋아요 30만 ㄹㅇ.. 대박..,"['좋다', '대박']"
851,wjs112828,초딩때가 생각나네요...,"['초딩', '때', '생각나다']"
852,라스메니나스,"이노래 들을때마다 흠칫흠칫한다...
이등병때 듣던노래라 그런지 길거리서 이거나올때마다 나혼자긴장타게됨 우울해지고","['이노', '들다', '때', '흠칫', '흠칫', '하다', '이등병', '때', '듣다', '노래', '그렇다', '길거리', '거나', '때', '나', '혼자', '긴장', '타다', '되다', '우울하다']"
853,warriorwithin,하트=명곡은 이제 좀 의미 없어진듯 엑소 방탄때문에,"['하트', '명곡', '이제', '좀', '의미', '없어지다', '엑소', '방탄', '때문']"
854,찰푸르륵,이게 진정한 대중픽 좋아요 30만개다,"['이', '진정하다', '대중', '픽', '좋다']"
855,느낌와써,"12년도에 대학교 1학년이였는데 거리 어디에서도 이노래가 들렸던게 생각나네요..
특히 대학교 축제때 듣는게 최고였죠...
썸 또는 연인이였던 사람이랑 벚꽃보며 걷는것도 좋았구요","['대학교', '학년', '이다', '거리', '어디', '노래', '들리다', '생각나다', '대학교', '축제', '때', '듣다', '최고', '이다', '썸', '연인', '이다', '사람', '벚꽃', '보다', '걷다', '좋다']"
856,너무늦은밤이야너무긴이별이야,"DNA 한테 좋아요 순위 뺏기겠음
재생 다운로드
DNA
방탄소년단
LOVE YOURSELF 承 'Her'","['좋다', '순위', '뺏다', '재생', '다운로드', '방탄소년단']"
857,byemy,가을에 들어도 좋다. 역시 봄에 제격이지만.,"['가을', '들다', '좋다', '역시', '봄', '제격']"
858,SDPJ,범준씨 군대 잘 다녀와요 기다리고 있을게요,"['범준', '군대', '자다', '다녀오다', '기다리다', '있다']"
859,소림전설,띵작!,['띵작']
860,ellsworth,얼른 컴백!,"['얼른', '컴백']"
861,azzu929292,아직도 듣는다,['듣다']
862,지민지킴이,뭐야 .. 벌써 벚꽃엔딩 6년동안 봄을 지나쳤어..,"['뭐', '벌써', '벚꽃', '엔딩', '봄', '지나치다']"
863,범희영,기분이 좋은때 꼭 이노래 틀러요,"['기분', '좋다', '때', '꼭', '이노', '틀다']"
864,colseya81,죽지않는 좀비... 만병통치약 없나요?,"['죽지', '않다', '좀비', '만병통치약', '없다']"
865,부르는게좋아,봄이 짧아지는데 노래로 연장되는 느낌,"['봄', '짧아지다', '노래', '연장', '되다', '느낌']"
866,춫,넘좋아요!벗꽃이바람에흗날리는기분이네요 상쾌한 기분이네요,"['넘다', '좋다', '벗꽃', '이바람', '흗', '날리다', '기분', '요', '상쾌하다', '기분', '요']"
867,스윙스까스,"형들 보고싶어요
이대로 끝나는 거 아니죠?","['형', '보다', '끝나다', '거', '아니다']"
868,기르도르규,하트개수봐라,"['하트', '개수', '보다']"
869,DickJohnson,수학여행 버스에서 이노래틀고놀던때가 그리워지네,"['수학여행', '버스', '노래', '틀', '놀다', '때', '그립다']"
870,ffb69f,"진짜 말그대로 벚꽃좀비네요 ㅎㄷㄷ 아직도 차트인 이라니 ...
재생 다운로드
벚꽃 엔딩
버스커 버스커
버스커 버스커 1집","['진짜', '말', '그대로', '벚꽃', '좀비', '차트', '재생', '다운로드', '벚꽃', '엔딩', '버스커', '버스커', '버스커', '버스커', '집']"
871,송아지스타튜브,하트319000개뭐지....,"['하트', '개뭐']"
872,간zlS2,좀비엔딩,"['좀비', '엔딩']"
873,ksh101014,"봄철 과일마냥
봄만되면 어김없이 등장하는..","['봄철', '과일', '마냥', '봄', '되다', '등장', '하다']"
874,해롭지않음,"근데 매년 들어도 너무 좋아 진짜
그래서 얘네 컴백 언제 해요...","['매년', '들다', '좋다', '진짜', '얘', '컴백', '언제', '해']"
875,greywhale,"봄마다 살아나는게

거의 좀비수준임","['봄', '살아나다', '거의', '좀비', '수준', '임']"
876,LampFire,ㄹㅇ 좀비 그자체,"['좀비', '자체']"
877,배시월,"봄에 듣기 좋은 노래 추천
재생 다운로드
벚꽃고백
데일
나의 사계절 '봄'","['봄', '듣기', '좋다', '노래', '추천', '재생', '다운로드', '벚꽃', '고백', '데일', '나', '사계절', '봄']"
878,Jisun_1004,지겨움 이 노래 거리에서 나오면 귀막고다님,"['지겹다', '움', '이', '노래', '거리', '나오다', '막', '다니다']"
879,연재,봄에 이 노래 안들으면 서운함..,"['봄', '이', '노래', '들다', '서운하다']"
880,go_down,집-회사만 왔다갔다 너무바빠서 벚꽃이피고 다 져버린줄도 몰랐는데 이노래들으면 눈으로안봐도 벚꽃이보이는것 같아서 좋다,"['집', '회사', '오다', '가다', '바쁘다', '벚꽃', '피고', '지다', '버리다', '모르다', '노래', '들다', '눈', '보다', '벚꽃', '보이다', '같다', '좋다']"
881,Artdani,넘좋아~ 예전의 너가 생각나~,"['넘다', '좋다', '예전', '너', '생각나다']"
882,임시완아내1호,이노래는 한 10년되도 봄만되면 차트오를듯 ㅋㅋㅋㅋ,"['노래', '하다', '봄', '되다', '차트', '오르다']"
883,발라드좋아연,벚꽃연금 또 시작된건가... 이 노래로만 수천억 벌었다는데...,"['벚꽃', '연금', '또', '시작', '되다', '건가', '이', '노래', '로만', '벌다']"
884,QOOD,가장 대표적인 봄시즌 노래......... 히트친 봄노래들 봄되면 역주행하는곡들 몇몇있지만 이만큼 좋은건 갠적으로 없는듯..,"['가장', '대표', '봄', '시즌', '노래', '히트치다', '봄', '노래', '보다', '면', '역주행', '하다', '곡', '몇몇', '있다', '이', '좋다', '건', '갠', '없다']"
885,Color_Hani,"거품 너무 많이 낀듯


언빌리’버블’","['거품', '끼다', '언빌리', '버블']"
886,나는칸쵸,비가와서벚꽃못봣지만 ㅜ좋아하는사람이 나 이노래안다고해서 불러줫는데 ㅋㅋ 더소름은 100점 !ㅎ,"['비다', '벚꽃', '못봣', '좋아하다', '사람', '나', '노래', '안다', '고해', '불다', '주다', '더', '소름', '점']"
887,kytai99,"ㄹㅇ 좋음♡♡#벛꽃엔딩#버스커버스커
재생 다운로드
벚꽃 엔딩
버스커 버스커
버스커 버스커 1집","['좋다', '버스커버스커', '재생', '다운로드', '벚꽃', '엔딩', '버스커', '버스커', '버스커', '버스커', '집']"
888,Odyssey_,이시기면 한 20위해야하는거 아닌가...,"['시기', '하다', '위해', '야하다', '아니다']"
889,쟈스민향이가득한,"중학교때 수련회 활동중
이 노래를 교관님이 틀어줬었는데 60명이서 떼창하던 그때 2012년 봄이 생각난다","['중학교', '때', '수련', '회', '활동', '이', '노래', '교관', '틀어주다', '명', '이서', '떼창', '하다', '그때', '봄', '생각나다']"
890,bettertogether,14일 1빠,['빠']
891,탈퇴한 회원,지구온난화땜에 봄이사라지면 제일 손해보시는분,"['지구온난화', '땜', '봄', '사라지다', '제일', '손', '해보다', '분']"
892,읭치키,벚꽃연금이다 진짜 ㅋㅋㅋㅋㅋ,"['벚꽃', '연금', '진짜']"
893,안젤라안젤로2,벚꽃엔딩~ 영원하라~❤️,"['벚꽃', '엔딩', '영원하다']"
894,atmosp,10년뒤에도 이곡은 매년 봄마다 뜰듯,"['이곡', '매년', '봄', '뜨다']"
895,borisong,벚꽃엔 버스커버스커,"['벚꽃', '버스커버스커']"
896,프롬백선생,벚꽃연금 매년 잘받을듯,"['벚꽃', '연금', '매년', '받다']"
897,탈퇴한 회원,ㅋㅋㅋㅋㅋㅋ챠트실화냐,"['챠트', '실화']"
898,Omoknuni,오졌다... 차트역주행을 매년봄마다하네 ㄷㄷ,"['오다', '차트', '역주행', '매년', '봄', '하다']"
899,moro9779,봄 될쯤이면 이젠 당연히 한번쯤은 생각나는 노래가 됨...,"['봄', '되다', '쯤', '젠', '당연하다', '한번', '생각나다', '노래', '되다']"
900,뚱이밥탱이,노무노무 좋다,"['노무', '노무', '좋다']"
901,ohkim2425,사랑해요 버스커버스커,"['사랑', '하다', '버스커버스커']"
902,Four달러,아진짜 날씨좀 좋아져라ㅠㅠㅠㅠㅠ,"['진짜', '날씨', '좀', '좋아지다']"
903,가수신다빈,작년까지만 해도 날씨가 좋았는데 ㅠㅠㅠ,"['작년', '해도', '날씨', '좋다']"
904,JJH1,얘네 이걸로 평생 일안해도 되겠다 ㄹㅇ,"['얘', '것', '평생', '안해', '되다']"
905,진지한데뜬금없지만,"벚꽃오면들어야할노래는 벚꽃엔딩
여수가면들어야할노래는 여수밤바다","['벚꽃', '오다', '들다', '야하다', '노래', '벚꽃', '엔딩', '가면', '들다', '야하다', '노래', '여수', '밤', '바다']"
906,dnjsdl3ro,"좀 올라갈라 하니까 비오고 눈오네...
벚꽃다떨어진다ㅠㅠ 미세먼지도..","['좀', '올라가다', '하다', '비다', '눈', '오다', '벚꽃', '떨어지다', '미세먼지']"
907,정배찌,Spring Zombie.... 대단한 노래인거같아요~!!,"['대단하다', '노래', '같다']"
908,Fanxxy_Child,이번년도는 조금 함들거 같아요 10위 안에는,"['이번', '년도', '조금', '함', '들다', '같다', '위', '안']"
909,kakaka00,또 왔구나,"['또', '오다']"
910,싸우고싶펑피나고싶펑,벚꽃 엔딩 순위없으면 서운할뜻,"['벚꽃', '엔딩', '순위', '없다', '서운하다', '뜻']"
911,바나나맛우유쥬아,질리지가않다 ㅋㅋㅋ큐ㅠㅠㅠ몇년이지났는데도,"['질리다', '않다', '큐', '년', '나다']"
912,아로니가아롱아롱,좀비세요,"['좀비', '세']"
913,멜뭄,얘무서워,"['얘', '무섭다']"
914,정환,"최강좀비.. 봄에만나타난다는 차트좀비..
대단하다","['최강', '좀비', '봄', '나타나다', '차트', '좀비', '대단하다']"
915,탈퇴한 회원,벚꽃연금,"['벚꽃', '연금']"
916,MiZU,"아니 이건 또올라와있네ㅋㅋㅋ
바로 위에 안보이길래 웬일로 차트에 없네? 하고 내려봤더니 역시나 있네 아직 안올라온거였네ㅡㅡㅋㅋㅋㅋ","['아니다', '것', '또', '올라오다', '바로', '위', '보이다', '웬일', '차트', '없다', '하다', '내다', '보다', '역시', '있다', '올라오다']"
917,콜-라,벚꽃좀비,"['벚꽃', '좀비']"
918,덕구온천-,벚꽃연금 등장 !!!,"['벚꽃', '연금', '등장']"
919,W.You,ㅋㅋㅋㅋ 또올라왔네 ㅋㅋ,"['또', '올라오다']"
920,lcdaer,벚꽃 네버엔딩 ㅎ,"['벚꽃', '네버엔딩']"
921,끌끌껄껄낄낄,이야..역시 봄되니 벚꽃엔딩 ㅋㅋㅋ,"['역시', '봄', '되다', '벚꽃', '엔딩']"
922,kagwodnjs,아니 차트에 어느새 또올라왔네 ㅋㅋ,"['아니다', '차트', '어느새다', '또', '올라오다']"
923,찌니써비,에바임,"['에바', '임']"
924,YouRun,벚꽃좀비ㄷㄷ..,"['벚꽃', '좀비']"
925,봄길만가자,"또다른 연금송
재생 다운로드
벚꽃송
재호, 주아, 큭큭
벚꽃송","['금송', '재생', '다운로드', '벚꽃', '송', '재호', '주', '큭큭', '벚꽃', '송']"
926,ppcherry,아 이제 슬슬 순위 올라올 때 됐는데 하고 슥 보니까 역시나ㅋㅋㅋㅋㅋ 봄하면 벚꽃엔딩 아닙니까 거의 공식이죠,"['이제', '슬슬', '순위', '올라오다', '때', '돼다', '하다', '보', '역시', '봄', '하다', '벚꽃', '엔딩', '아니다', '거의', '공식']"
927,횅지수,벚꽃연금 이여...!!,"['벚꽃', '연금']"
928,Wigs,아직 순위 다 안올라온듯.. 좀있으면 20위안에도 올라갈듯,"['순위', '올라오다', '좋다', '올라가다']"
929,SE12A,진짜 매년 봄마다 수도없이 들었는데도 늘 새로움,"['진짜', '매년', '봄', '수도', '들다', '늘', '로움']"
930,888235012177355,때가 되었다...,"['때', '되어다']"
931,lucky8800,봄이 좋냐?꽃송이가♡(이노래도 좋아요),"['봄', '좋다', '꽃송이', '이다', '좋다']"
932,pkong71,미세먼지 때문에 봄느낌도 예전같지 않은데 이노래 들으면 그래도 좀 봄느낌이 살아나는듯..대단한 명곡임,"['미세먼지', '때문', '봄', '느낌', '예전', '같다', '않다', '이노', '들다', '좀', '봄', '느낌', '살아나다', '대단하다', '명곡', '임']"
933,박효신다음주자,벛꽃연금 또스멀스멀올라가고있다ㅋㅋㅋㅋ,"['벛꽃', '연금', '또', '올라가다']"
934,영덕이요,벚꽃보고싶다 . ㅠ ㅠ,"['벚꽃', '보다']"
935,ljyssw,이거 교과서 음악책에 등재될 전무후무한노래....,"['거', '교과서', '음악', '책', '등재', '되다', '전무후무', '노래']"
936,PEACEMlNUSONE,멜론에서 가장 좋아요가 많은 노래ㅋㅋㅋ,"['멜론', '가장', '좋다', '요가', '많다', '노래']"
937,Jhstjmj,"내 삶의 서러움이 이 노래처럼 끝나길
올해는 간절히 그대와 이 노래 들으며
행복할 수 있기를","['내', '삶', '서러움', '이', '노래', '끝나다', '올해', '간절하다', '그대', '이', '노래', '들다', '행복하다', '수', '있다']"
938,김효성,벛꽃연금....,"['벛꽃', '연금']"
939,KiLoo,봄에는 이노래지 그대와 손잡고 벚꽃보고싶어요 ㅜㅜ,"['봄', '노래', '그대', '손잡다', '벚꽃', '보다']"
940,탈퇴한 회원,오늘 날씨가 좋아서 이 노래를 듣고싶었었나봐요ㅎ,"['오늘', '날씨', '좋다', '이', '노래', '듣다', '보다']"
941,ishoo_cream,꽃피니까 생각난다!,"['꽃피', '생각나다']"
942,연재,언제 여기까지!!!,"['언제', '여기']"
943,야나두야너두,봄마다 벚꽃엔딩이랑 봄봄봄 들으면 아련터져서 눈물남,"['봄', '벚꽃', '엔딩', '봄봄봄', '들다', '아련터져', '눈물나다']"
944,노래듣징,"이 노래 들으면 매년 나의 봄의 모습이 생각나면서 아련함 나만 그런가,,","['이', '노래', '들다', '매년', '나', '봄', '모습', '생각나다', '아련하다', '나', '런가']"
945,eenoo,범준이형 보고싶어 으허어허~~~,"['범준', '이형', '보다', '허다']"
946,solsxl,❤️ 312358 넘사벽,['넘사벽']
947,k5816565,25위 ㄷㄷ,['위']
948,탈퇴한 회원,봄이면 꼭 들어야할거같은 기분..,"['보다', '꼭', '들다', '야하다', '같다', '기분']"
949,산에불내기,들을 때마다 설레네... 내 님은 어디에?,"['들다', '때', '설레다', '내', '님', '어디']"
950,탈퇴한 회원,올라왔네.. 25위!,"['올라오다', '위']"
951,kang쥐,벚꽃엔딩...그는...도덕책..,"['벚꽃', '엔딩', '그', '도덕', '책']"
952,Outpost,슬슬 올라온다~~,"['슬슬', '올라오다']"
953,오세훈_412,와 또 올라와 미쳤다,"['오다', '또', '올라오다', '미치다']"
954,DAY__,"ㅋㅋㅋㅋㅋ네버엔딩 벚꽃좀비 꽃길걷자~~
이건 잊혀지지도않을거같다","['네버엔딩', '벚꽃', '좀비', '꽃길', '걷다', '것', '잊혀지다', '않다', '같다']"
955,wjdckdud12,25위,['위']
956,박남극,이건 삼십년뒤에도 길거리에서 나올거 같다 개띵곡..,"['것', '십년', '뒤', '길거리', '나오다', '같다', '개띵곡']"
957,제림인뎅,하트수봐..진짜 명곡이다,"['하트', '수', '보다', '진짜', '명곡']"
958,JSDI0,ㅠㅠ진짜 몇년을 들어도 안질린다,"['진짜', '년', '들다', '안질리다']"
959,오칠42육,벚꽃 엔딩이 12년에 나온 노래라는거에 갑자기 소오름... 좀비인건 알았다만..6년동안ㄷㄷㄷ,"['벚꽃', '엔딩', '나오다', '노래', '거', '갑자기', '오름', '좀비', '건', '알다']"
960,장끼_,벚꽃핀거 보고 홀린듯이 들으러왔는데 벌써차트에 있넹ㅋㅋㅋㅋ ;_;,"['벚꽃', '피다', '보고', '홀린', '듯이', '들다', '오다', '벌써', '차트', '있넹']"
961,흐르는잡덕,32위!!!!!,['위']
962,ㅣlㅣlㅣlㅇoㅇo,좋아요수 넘사 미쳤어,"['좋다', '수', '넘다', '미치다']"
963,R_-C_-,벚꽃좀비 들으러 왔습니다,"['벚꽃', '좀비', '들다', '오다']"
964,서지니애여,와 순위봐,"['오다', '순위', '보다']"
965,yjyj2005,올해도차트진입...실화?,"['올해', '차트', '진입', '실화']"
966,JAd2_,"다른노래도 많지만 봄하면 제일 먼저 생각나는 노래,,
ㄹㅇ연금이라고 부를만하다","['노래', '많다', '봄', '하다', '제일', '먼저', '생각나다', '노래', '연금', '부르다', '만하']"
967,아아0000019181981,"벚꽃핀당,,♥","['벚꽃', '피다']"
968,Mintsugar,몇 년째 듣는데도 질릴 법한데.. 어김없이 연금드리러 왔습니다ㅎㅎ,"['몇', '년', '듣다', '질리다', '법', '데', '연금', '드리다', '오다']"
969,심장이슴덕슴덕,온다온다온다온다온다온다온다온다온다,"['오다', '오다']"
970,초자연현상,작년에 왔던 벚꽃엔딩~ 죽지도 않고 또왔네~,"['작년', '오다', '벚꽃', '엔딩', '죽지', '않다', '또', '오다']"
971,소울리다,올해도 터지는 연금 ㅋ,"['올해', '터지다', '연금']"
972,Fuzon,역시 벚꽃좀비 ㅋㅋㅋㅋ 봄 되니까 되살아났다 ㅋㅋ 벚꽃 전국적으로 피면 차트 최상위권까지 올라갈듯 몇년이 지나도 봄엔 이노래가 빠질 수 없음,"['역시', '벚꽃', '좀비', '봄', '되다', '되다', '살아나다', '벚꽃', '전국', '피', '차트', '최', '상위', '올라가다', '년', '지나다', '봄', '노래', '빠지다', '수', '없다']"
973,대천사킹,"올해도 어김없이 봄에 차트 진입ㅋㅋㅋㅋ
벚꽃 연금 지린다 ㅋㅋㅋ존경","['올해', '봄', '차트', '진입', '벚꽃', '연금', '린다', '존경']"
